locusName	arabi-defline
estExt_fgenesh1_pg.C_20116	RNA binding;abscisic acid binding
estExt_fgenesh1_pg.C_20120	
estExt_fgenesh1_pg.C_20137	histone mono-ubiquitination 2
estExt_fgenesh1_pg.C_20146	EMBRYO DEFECTIVE 140
estExt_fgenesh1_pg.C_20149	
estExt_fgenesh1_pg.C_20153	PEBP (phosphatidylethanolamine-binding protein) family protein
estExt_fgenesh1_pg.C_20154	
estExt_fgenesh1_pg.C_20157	guanylyl cyclase 1
estExt_fgenesh1_pg.C_20184	Peptidase M50 family protein
estExt_fgenesh1_pg.C_20185	Iron-sulphur cluster biosynthesis family protein
estExt_fgenesh1_pg.C_20189	ARM repeat superfamily protein
estExt_fgenesh1_pg.C_20191	
estExt_fgenesh1_pg.C_20205	light-harvesting chlorophyll-protein complex I subunit A4
estExt_fgenesh1_pg.C_20221	Protein of unknown function (DUF3411)
estExt_fgenesh1_pg.C_20225	Nucleoporin autopeptidase
estExt_fgenesh1_pg.C_20241	DNA binding;nucleotide binding;nucleic acid binding;DNA-directed DNA polymerases;DNA-directed DNA polymerases
estExt_fgenesh1_pg.C_20259	calcium-dependent protein kinase 4
gw1.11.153.1	glutamate-ammonia ligases;catalytics;glutamate-ammonia ligases
estExt_fgenesh1_pg.C_20272	tRNA/rRNA methyltransferase (SpoU) family protein
estExt_fgenesh1_pg.C_20279	Transcription factor GTE6
estExt_fgenesh1_pg.C_20284	GTP-binding family protein
estExt_fgenesh1_pg.C_20292	glycine-rich protein
estExt_fgenesh1_pg.C_20294	RNA binding (RRM/RBD/RNP motifs) family protein
estExt_fgenesh1_pg.C_20295	
estExt_fgenesh1_pg.C_20296	minichromosome maintenance 9
estExt_fgenesh1_pg.C_20317	Pleckstrin homology (PH) domain superfamily protein
estExt_fgenesh1_pg.C_20338	MATE efflux family protein
estExt_fgenesh1_pg.C_20342	
estExt_fgenesh1_pg.C_20345	
estExt_fgenesh1_pg.C_20350	ACT-like protein tyrosine kinase family protein
estExt_fgenesh1_pg.C_20354	Tubulin binding cofactor C domain-containing protein
estExt_fgenesh1_pg.C_20363	NADP-malic enzyme 1
estExt_fgenesh1_pg.C_20364	phosphomannomutase
estExt_fgenesh1_pg.C_20368	chromatin remodeling 4
estExt_fgenesh1_pg.C_20377	
estExt_fgenesh1_pg.C_20380	
estExt_fgenesh1_pg.C_20392	cleavage stimulating factor 64
estExt_fgenesh1_pg.C_20398	RNA-binding (RRM/RBD/RNP motifs) family protein
estExt_fgenesh1_pg.C_20447	5\'adenylylphosphosulfate reductase 2
estExt_fgenesh1_pg.C_20448	
estExt_fgenesh1_pg.C_20476	Protein of unknown function (DUF810)
estExt_fgenesh1_pg.C_20477	multidrug resistance-associated protein 1
estExt_fgenesh1_pg.C_20478	RING/U-box superfamily protein
estExt_fgenesh1_pg.C_20482	NAD(P)-binding Rossmann-fold superfamily protein
estExt_fgenesh1_pg.C_20487	bidirectional amino acid transporter 1
estExt_fgenesh1_pg.C_20498	
estExt_fgenesh1_pg.C_20504	Spc97 / Spc98 family of spindle pole body (SBP) component
estExt_fgenesh1_pg.C_20515	Copper amine oxidase family protein
estExt_fgenesh1_pg.C_20518	
estExt_fgenesh1_pg.C_20519	
estExt_fgenesh1_pg.C_20532	Golgi-localized GRIP domain-containing protein
estExt_fgenesh1_pg.C_20533	Transcription initiation factor TFIIE, beta subunit
estExt_fgenesh1_pg.C_20540	PLANT HOMOLOGOUS TO PARAFIBROMIN
estExt_fgenesh1_pg.C_30011	Glycine cleavage T-protein family
estExt_fgenesh1_pg.C_30016	Pyruvate phosphate dikinase, PEP/pyruvate binding domain
estExt_fgenesh1_pg.C_30018	Calcium-binding EF-hand family protein
estExt_fgenesh1_pg.C_30023	
estExt_fgenesh1_pg.C_30028	
estExt_fgenesh1_pg.C_30048	Protein phosphatase 2C family protein
estExt_fgenesh1_pg.C_30053	beta-galactosidase 17
estExt_fgenesh1_pg.C_30054	Transducin/WD40 repeat-like superfamily protein
estExt_fgenesh1_pg.C_30058	
estExt_fgenesh1_pg.C_30061	Eukaryotic aspartyl protease family protein
estExt_fgenesh1_pg.C_30069	
estExt_fgenesh1_pg.C_30079	Mitochondrial substrate carrier family protein
estExt_fgenesh1_pg.C_30080	
estExt_fgenesh1_pg.C_30083	photosynthetic electron transfer C
estExt_fgenesh1_pg.C_30098	membrane steroid binding protein 1
estExt_fgenesh1_pg.C_30104	COP9-signalosome 5B
estExt_fgenesh1_pg.C_30132	
estExt_fgenesh1_pg.C_30135	Protein kinase superfamily protein
estExt_fgenesh1_pg.C_30141	Cornichon family protein
estExt_fgenesh1_pg.C_30166	alpha-crystallin domain 32.1
estExt_fgenesh1_pg.C_30167	
estExt_fgenesh1_pg.C_30183	
estExt_fgenesh1_pg.C_30233	LUC7 N_terminus domain-containing protein
estExt_fgenesh1_pg.C_30238	histone deacetylase 5
estExt_fgenesh1_pg.C_30242	
estExt_fgenesh1_pg.C_30247	
estExt_fgenesh1_pg.C_30255	HIT-type Zinc finger family protein
estExt_fgenesh1_pg.C_30257	Zinc finger, C3HC4 type (RING finger) family protein
estExt_fgenesh1_pg.C_30277	
estExt_fgenesh1_pg.C_30280	
estExt_fgenesh1_pg.C_30282	FAD-linked oxidases family protein
estExt_fgenesh1_pg.C_30290	actin-related protein 6
estExt_fgenesh1_pg.C_30291	Protein kinase superfamily protein with octicosapeptide/Phox/Bem1p domain
estExt_fgenesh1_pg.C_30299	
estExt_fgenesh1_pg.C_30309	Calcium-dependent lipid-binding (CaLB domain) family protein
estExt_fgenesh1_pg.C_30312	HVA22 homologue A
estExt_fgenesh1_pg.C_30314	phytochrome interacting factor 3
estExt_fgenesh1_pg.C_30317	thioredoxin H-type 1
estExt_fgenesh1_pg.C_30319	
estExt_fgenesh1_pg.C_30340	Pyridoxal-5\'-phosphate-dependent enzyme family protein
estExt_fgenesh1_pg.C_30341	
estExt_fgenesh1_pg.C_30343	alpha/beta-Hydrolases superfamily protein
estExt_fgenesh1_pg.C_30344	P-loop containing nucleoside triphosphate hydrolases superfamily protein
estExt_fgenesh1_pg.C_30349	PLC-like phosphodiesterases superfamily protein
estExt_fgenesh1_pg.C_30366	ACT-like protein tyrosine kinase family protein
estExt_fgenesh1_pg.C_30369	NPK1-related protein kinase 1
estExt_fgenesh1_pg.C_30371	ARM repeat superfamily protein
estExt_fgenesh1_pg.C_30383	binding
estExt_fgenesh1_pg.C_30386	
estExt_fgenesh1_pg.C_30388	DEK domain-containing chromatin associated protein
estExt_fgenesh1_pg.C_30396	Nucleotidylyl transferase superfamily protein
estExt_fgenesh1_pg.C_40013	ubiquitin-specific protease 12
estExt_fgenesh1_pg.C_40017	HAC13 protein (HAC13)
estExt_fgenesh1_pg.C_40018	
estExt_fgenesh1_pg.C_40034	
estExt_fgenesh1_pg.C_40042	
estExt_fgenesh1_pg.C_40046	
estExt_fgenesh1_pg.C_40052	
estExt_fgenesh1_pg.C_40053	Pheophorbide a oxygenase family protein with Rieske [2Fe-2S] domain
estExt_fgenesh1_pg.C_40083	SNF2 domain-containing protein / helicase domain-containing protein
estExt_fgenesh1_pg.C_40087	
estExt_fgenesh1_pg.C_40097	Regulator of chromosome condensation (RCC1) family protein
estExt_fgenesh1_pg.C_40099	Transducin family protein / WD-40 repeat family protein
estExt_fgenesh1_pg.C_40106	Alternative oxidase family protein
estExt_fgenesh1_pg.C_40108	zinc ion binding;nucleic acid binding
estExt_fgenesh1_pg.C_40113	ataurora1
estExt_fgenesh1_pg.C_40115	regulatory particle triple-A 1A
estExt_fgenesh1_pg.C_40117	
estExt_fgenesh1_pg.C_40119	NADPH-dependent thioredoxin reductase A
estExt_fgenesh1_pg.C_40120	GC-rich sequence DNA-binding factor-like protein with Tuftelin interacting domain
estExt_fgenesh1_pg.C_40123	SPla/RYanodine receptor (SPRY) domain-containing protein
estExt_fgenesh1_pg.C_40127	splicing factor, putative
estExt_fgenesh1_pg.C_40143	myb-like HTH transcriptional regulator family protein
estExt_fgenesh1_pg.C_40147	
estExt_fgenesh1_pg.C_40150	Pentatricopeptide repeat (PPR) superfamily protein
estExt_fgenesh1_pg.C_40156	
estExt_fgenesh1_pg.C_40157	BNR/Asp-box repeat family protein
estExt_fgenesh1_pg.C_40176	Sodium Bile acid symporter family
estExt_fgenesh1_pg.C_40184	Protein of unknown function (DUF3414)
estExt_fgenesh1_pg.C_40188	
estExt_fgenesh1_pg.C_40216	
estExt_fgenesh1_pg.C_40229	Transducin/WD40 repeat-like superfamily protein
estExt_fgenesh1_pg.C_40235	ARP protein (REF)
estExt_fgenesh1_pg.C_40259	
estExt_fgenesh1_pg.C_40262	
estExt_fgenesh1_pg.C_40263	poly(A) binding protein 4
estExt_fgenesh1_pg.C_40271	basic leucine-zipper 42
estExt_fgenesh1_pg.C_40280	MIF4G domain-containing protein / MA3 domain-containing protein
estExt_fgenesh1_pg.C_40281	WEE1 kinase homolog
estExt_fgenesh1_pg.C_40289	
estExt_fgenesh1_pg.C_40292	Transducin/WD40 repeat-like superfamily protein
estExt_fgenesh1_pg.C_40295	exocyst complex component sec3A
estExt_fgenesh1_pg.C_40298	
estExt_fgenesh1_pg.C_40307	Transmembrane amino acid transporter family protein
estExt_fgenesh1_pg.C_40311	DHHC-type zinc finger family protein
estExt_fgenesh1_pg.C_40320	cytochrome c biogenesis protein family
estExt_fgenesh1_pg.C_40354	cyclase associated protein 1
estExt_fgenesh1_pg.C_40366	Nodulin-like / Major Facilitator Superfamily protein
estExt_fgenesh1_pg.C_40396	peroxin 10
estExt_fgenesh1_pg.C_40397	CLP protease R subunit 4
estExt_fgenesh1_pg.C_40412	Regulator of chromosome condensation (RCC1) family protein
estExt_fgenesh1_pg.C_40416	Glycosyl hydrolase superfamily protein
estExt_fgenesh1_pg.C_40421	
estExt_fgenesh1_pg.C_40423	chromatin remodeling factor17
estExt_fgenesh1_pg.C_50005	Acyl-CoA N-acyltransferases (NAT) superfamily protein
estExt_fgenesh1_pg.C_50007	
estExt_fgenesh1_pg.C_50013	
estExt_fgenesh1_pg.C_50027	
estExt_fgenesh1_pg.C_50060	Protein phosphatase 2A regulatory B subunit family protein
estExt_fgenesh1_pg.C_50066	riboflavin kinase/FMN hydrolase
estExt_fgenesh1_pg.C_50076	sodium hydrogen exchanger 2
estExt_fgenesh1_pg.C_50077	
estExt_fgenesh1_pg.C_50078	expansin B2
estExt_fgenesh1_pg.C_50080	Phosphoglycerate mutase family protein
estExt_fgenesh1_pg.C_50085	high affinity K+ transporter 5
estExt_fgenesh1_pg.C_50107	
estExt_fgenesh1_pg.C_50109	
estExt_fgenesh1_pg.C_50113	
estExt_fgenesh1_pg.C_50118	beta-galactosidase 17
estExt_fgenesh1_pg.C_50127	
estExt_fgenesh1_pg.C_50154	GATA transcription factor 9
estExt_fgenesh1_pg.C_50164	Minichromosome maintenance (MCM2/3/5) family protein
estExt_fgenesh1_pg.C_50168	MUTM homolog-1
estExt_fgenesh1_pg.C_50183	
estExt_fgenesh1_pg.C_50187	minichromosome maintenance 10
estExt_fgenesh1_pg.C_50194	
estExt_fgenesh1_pg.C_50206	homeobox-1
estExt_fgenesh1_pg.C_50208	Polyketide cyclase/dehydrase and lipid transport superfamily protein
estExt_fgenesh1_pg.C_50216	
estExt_fgenesh1_pg.C_50228	Transducin/WD40 repeat-like superfamily protein
estExt_fgenesh1_pg.C_50239	myb domain protein 3r-3
estExt_fgenesh1_pg.C_50254	Plant regulator RWP-RK family protein
estExt_fgenesh1_pg.C_50266	
estExt_fgenesh1_pg.C_50269	
estExt_fgenesh1_pg.C_50272	proton pump interactor 1
estExt_fgenesh1_pg.C_50277	DNA repair and meiosis protein (Mre11)
estExt_fgenesh1_pg.C_50278	Tetratricopeptide repeat (TPR)-like superfamily protein
estExt_fgenesh1_pg.C_50294	ARID/BRIGHT DNA-binding domain-containing protein
estExt_fgenesh1_pg.C_50301	CHASE domain containing histidine kinase protein
estExt_fgenesh1_pg.C_50308	
estExt_fgenesh1_pg.C_50310	UDP-Glycosyltransferase superfamily protein
estExt_fgenesh1_pg.C_50313	
estExt_fgenesh1_pg.C_50317	
estExt_fgenesh1_pg.C_50319	
estExt_fgenesh1_pg.C_50322	
estExt_fgenesh1_pg.C_50335	Saposin-like aspartyl protease family protein
estExt_fgenesh1_pg.C_50342	
estExt_fgenesh1_pg.C_50343	glutaredoxin 4
estExt_fgenesh1_pg.C_50348	RabGAP/TBC domain-containing protein
estExt_fgenesh1_pg.C_50352	
estExt_fgenesh1_pg.C_50353	Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein
estExt_fgenesh1_pg.C_50357	
estExt_fgenesh1_pg.C_50369	UDP-Glycosyltransferase superfamily protein
estExt_fgenesh1_pg.C_50375	ribonucleotide reductase 2A
estExt_fgenesh1_pg.C_50383	
estExt_fgenesh1_pg.C_50384	
estExt_fgenesh1_pg.C_50388	HSP20-like chaperones superfamily protein
estExt_fgenesh1_pg.C_50389	
estExt_fgenesh1_pg.C_60002	
estExt_fgenesh1_pg.C_60006	
estExt_fgenesh1_pg.C_60009	potassium channel tetramerisation domain-containing protein / pentapeptide repeat-containing protein
estExt_fgenesh1_pg.C_60013	
estExt_fgenesh1_pg.C_60016	
estExt_fgenesh1_pg.C_60018	
estExt_fgenesh1_pg.C_60028	
estExt_fgenesh1_pg.C_60035	
estExt_fgenesh1_pg.C_60039	
estExt_fgenesh1_pg.C_60040	fatty acid desaturase 8
estExt_fgenesh1_pg.C_60042	organic cation/carnitine transporter4
estExt_fgenesh1_pg.C_60043	
estExt_fgenesh1_pg.C_60068	
estExt_fgenesh1_pg.C_60074	thylakoidal ascorbate peroxidase
estExt_fgenesh1_pg.C_60087	peroxin 11D
estExt_fgenesh1_pg.C_60092	Nucleotide-sugar transporter family protein
estExt_fgenesh1_pg.C_60107	TLC ATP/ADP transporter
gw1.14.167.1	RNA-binding (RRM/RBD/RNP motifs) family protein
estExt_fgenesh1_pg.C_60117	
estExt_fgenesh1_pg.C_60144	
estExt_fgenesh1_pg.C_60146	calcineurin B-like protein 9
estExt_fgenesh1_pg.C_60147	
estExt_fgenesh1_pg.C_60150	Oxysterol-binding family protein
estExt_fgenesh1_pg.C_60151	
estExt_fgenesh1_pg.C_60152	Protein of unknown function (DUF788)
estExt_fgenesh1_pg.C_60158	Leucine-rich repeat (LRR) family protein
estExt_fgenesh1_pg.C_60181	
estExt_fgenesh1_pg.C_60183	tubulin beta 8
estExt_fgenesh1_pg.C_60184	Quinone reductase family protein
estExt_fgenesh1_pg.C_60186	Transducin/WD40 repeat-like superfamily protein
estExt_fgenesh1_pg.C_60187	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
estExt_fgenesh1_pg.C_60193	26S proteasome, regulatory subunit Rpn7;Proteasome component (PCI) domain
estExt_fgenesh1_pg.C_60194	homolog of RAD51 D
estExt_fgenesh1_pg.C_60196	Protein kinase superfamily protein
estExt_fgenesh1_pg.C_60201	HCP-like superfamily protein
estExt_fgenesh1_pg.C_60213	Inositol monophosphatase family protein
estExt_fgenesh1_pg.C_60219	plant UBX domain-containing protein 2
estExt_fgenesh1_pg.C_60223	
estExt_fgenesh1_pg.C_60225	U2 snRNP auxilliary factor, large subunit, splicing factor
estExt_fgenesh1_pg.C_60226	
estExt_fgenesh1_pg.C_60227	RAP
estExt_fgenesh1_pg.C_60254	CD2-binding protein-related
estExt_fgenesh1_pg.C_60256	
estExt_fgenesh1_pg.C_60274	CLP-similar protein 3
estExt_fgenesh1_pg.C_60278	mago nashi family protein
estExt_fgenesh1_pg.C_60285	Leucine-rich receptor-like protein kinase family protein
estExt_fgenesh1_pg.C_60303	Mitochondrial substrate carrier family protein
estExt_fgenesh1_pg.C_60304	
estExt_fgenesh1_pg.C_60305	P-loop containing nucleoside triphosphate hydrolases superfamily protein
estExt_fgenesh1_pg.C_60309	zinc knuckle (CCHC-type) family protein
estExt_fgenesh1_pg.C_60310	hydroxyproline-rich glycoprotein family protein
estExt_fgenesh1_pg.C_60313	SWIB complex BAF60b domain-containing protein
estExt_fgenesh1_pg.C_60324	myb-like transcription factor family protein
estExt_fgenesh1_pg.C_60356	catalytics;carbohydrate kinases;phosphoglucan, water dikinases
estExt_fgenesh1_pg.C_60366	DNAJ heat shock N-terminal domain-containing protein
estExt_fgenesh1_pg.C_60370	
estExt_fgenesh1_pg.C_60376	
estExt_fgenesh1_pg.C_60389	
estExt_fgenesh1_pg.C_70022	2-oxoglutarate dehydrogenase, E1 component
estExt_fgenesh1_pg.C_70037	
estExt_fgenesh1_pg.C_70056	Pheophorbide a oxygenase family protein with Rieske [2Fe-2S] domain
estExt_fgenesh1_pg.C_70083	TRAM, LAG1 and CLN8 (TLC) lipid-sensing domain containing protein
estExt_fgenesh1_pg.C_70084	
estExt_fgenesh1_pg.C_70093	
estExt_fgenesh1_pg.C_70096	Transducin/WD40 repeat-like superfamily protein
estExt_fgenesh1_pg.C_70105	Spc97 / Spc98 family of spindle pole body (SBP) component
estExt_fgenesh1_pg.C_70127	
estExt_fgenesh1_pg.C_70138	seryl-tRNA synthetase / serine--tRNA ligase
estExt_fgenesh1_pg.C_70144	
estExt_fgenesh1_pg.C_70148	isocitrate dehydrogenase 1
estExt_fgenesh1_pg.C_70153	
estExt_fgenesh1_pg.C_70163	GTP-binding family protein
estExt_fgenesh1_pg.C_70165	thioredoxin H-type 7
estExt_fgenesh1_pg.C_70166	TRAM, LAG1 and CLN8 (TLC) lipid-sensing domain containing protein
estExt_fgenesh1_pg.C_70176	Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein
estExt_fgenesh1_pg.C_70178	DHHC-type zinc finger family protein
estExt_fgenesh1_pg.C_70180	
estExt_fgenesh1_pg.C_70188	RING/U-box superfamily protein
estExt_fgenesh1_pg.C_70189	chromatin remodeling 5
estExt_fgenesh1_pg.C_70198	
estExt_fgenesh1_pg.C_70208	disproportionating enzyme
estExt_fgenesh1_pg.C_70210	
estExt_fgenesh1_pg.C_70219	FKBP-like peptidyl-prolyl cis-trans isomerase family protein
estExt_fgenesh1_pg.C_70229	Small GTP-binding protein
estExt_fgenesh1_pg.C_70233	
estExt_fgenesh1_pg.C_70236	DNA photolyases;DNA photolyases
estExt_fgenesh1_pg.C_70238	plant U-box 17
estExt_fgenesh1_pg.C_70267	
estExt_fgenesh1_pg.C_70269	
estExt_fgenesh1_pg.C_70270	Protein of unknown function (DUF1118)
estExt_fgenesh1_pg.C_70272	
estExt_fgenesh1_pg.C_70286	1-deoxy-D-xylulose 5-phosphate reductoisomerase
estExt_fgenesh1_pg.C_70300	5\'-3\' exonuclease family protein
estExt_fgenesh1_pg.C_70304	Transducin/WD40 repeat-like superfamily protein
estExt_fgenesh1_pg.C_70339	
estExt_fgenesh1_pg.C_70346	
estExt_fgenesh1_pg.C_80012	
estExt_fgenesh1_pg.C_80014	Polyketide cyclase/dehydrase and lipid transport superfamily protein
estExt_fgenesh1_pg.C_80023	
estExt_fgenesh1_pg.C_80050	
estExt_fgenesh1_pg.C_80059	Phosphoglycerate mutase family protein
estExt_fgenesh1_pg.C_80063	
estExt_fgenesh1_pg.C_80069	
estExt_fgenesh1_pg.C_80100	sister-chromatid cohesion protein 3
estExt_fgenesh1_pg.C_80121	P-loop containing nucleoside triphosphate hydrolases superfamily protein
estExt_fgenesh1_pg.C_80122	Beta-ketoacyl synthase
estExt_fgenesh1_pg.C_80124	NAD(P)-binding Rossmann-fold superfamily protein
estExt_fgenesh1_pg.C_80126	Xanthine/uracil permease family protein
estExt_fgenesh1_pg.C_80133	Protein of unknown function (DUF179)
estExt_fgenesh1_pg.C_80140	cyclophilin 20-2
estExt_fgenesh1_pg.C_80143	
estExt_fgenesh1_pg.C_80144	
estExt_fgenesh1_pg.C_80152	ammonium transporter 1;1
estExt_fgenesh1_pg.C_80153	lipase class 3 family protein
estExt_fgenesh1_pg.C_80157	CDC27  family protein
estExt_fgenesh1_pg.C_80160	ribonuclease II family protein
estExt_fgenesh1_pg.C_80166	
estExt_fgenesh1_pg.C_80180	Pheophorbide a oxygenase family protein with Rieske [2Fe-2S] domain
estExt_fgenesh1_pg.C_80193	
estExt_fgenesh1_pg.C_80196	Mitochondrial inner membrane translocase complex, subunit Tim44-related protein
estExt_fgenesh1_pg.C_80208	NYC1-like
estExt_fgenesh1_pg.C_80216	
estExt_fgenesh1_pg.C_80226	
estExt_fgenesh1_pg.C_80239	Pyridoxal phosphate (PLP)-dependent transferases superfamily protein
estExt_fgenesh1_pg.C_80253	NAD(P)-binding Rossmann-fold superfamily protein
estExt_fgenesh1_pg.C_90003	heavy metal atpase 5
estExt_fgenesh1_pg.C_90019	Major facilitator superfamily protein
estExt_fgenesh1_pg.C_90032	Fatty acid/sphingolipid desaturase
estExt_fgenesh1_pg.C_90038	
estExt_fgenesh1_pg.C_90040	
estExt_fgenesh1_pg.C_90044	
estExt_fgenesh1_pg.C_90046	Ribosomal protein L1p/L10e family
estExt_fgenesh1_pg.C_90065	Glutamyl/glutaminyl-tRNA synthetase, class Ic
estExt_fgenesh1_pg.C_90067	
estExt_fgenesh1_pg.C_90071	Adaptor protein complex AP-1, gamma subunit
estExt_fgenesh1_pg.C_90096	Aldolase-type TIM barrel family protein
estExt_fgenesh1_pg.C_90118	phytoene desaturase 3
estExt_fgenesh1_pg.C_90119	
estExt_fgenesh1_pg.C_90125	TBP-associated factor 4
estExt_fgenesh1_pg.C_90130	Transducin family protein / WD-40 repeat family protein
estExt_fgenesh1_pg.C_90136	
estExt_fgenesh1_pg.C_90137	Transducin/WD40 repeat-like superfamily protein
estExt_fgenesh1_pg.C_90143	
estExt_fgenesh1_pg.C_90156	pre-mRNA-processing protein 40B
estExt_fgenesh1_pg.C_90159	global transcription factor group B1
estExt_fgenesh1_pg.C_90160	3\'-5\' exonuclease domain-containing protein
estExt_fgenesh1_pg.C_90173	
estExt_fgenesh1_pg.C_90186	genomes uncoupled 1
estExt_fgenesh1_pg.C_90191	arginine-tRNA protein transferase 1
estExt_fgenesh1_pg.C_90195	Myosin family protein with Dil domain
estExt_fgenesh1_pg.C_90200	Hyaluronan / mRNA binding family
estExt_fgenesh1_pg.C_90203	
estExt_fgenesh1_pg.C_90211	
estExt_fgenesh1_pg.C_90213	
estExt_fgenesh1_pg.C_90216	Galactose oxidase/kelch repeat superfamily protein
estExt_fgenesh1_pg.C_90236	general control non-repressible 4
estExt_fgenesh1_pg.C_90241	
estExt_fgenesh1_pg.C_90258	calcium-dependent protein kinase 17
estExt_fgenesh1_pg.C_90274	Transmembrane amino acid transporter family protein
estExt_fgenesh1_pg.C_90278	chloroplast RNA-binding protein 29
estExt_fgenesh1_pg.C_90279	
estExt_fgenesh1_pg.C_90281	
gw1.8.199.1	non-photochemical quenching 1
estExt_fgenesh1_pg.C_100007	
estExt_fgenesh1_pg.C_100022	non-intrinsic ABC protein 8
estExt_fgenesh1_pg.C_100025	magnesium transporter 2
estExt_fgenesh1_pg.C_100026	magnesium transporter 7
estExt_fgenesh1_pg.C_100033	farnesylcysteine lyase
estExt_fgenesh1_pg.C_100034	MAP kinase 5
estExt_fgenesh1_pg.C_100039	transcription regulators
estExt_fgenesh1_pg.C_100042	Protein of unknown function (DUF565)
estExt_fgenesh1_pg.C_100045	
estExt_fgenesh1_pg.C_100047	Carbohydrate-binding-like fold
estExt_fgenesh1_pg.C_100054	
estExt_fgenesh1_pg.C_100069	SNARE-like superfamily protein
estExt_fgenesh1_pg.C_100119	Protein of unknown function (DUF3223)
estExt_fgenesh1_pg.C_100130	SEC-C motif-containing protein / OTU-like cysteine protease family protein
estExt_fgenesh1_pg.C_100133	
estExt_fgenesh1_pg.C_100144	
estExt_fgenesh1_pg.C_100145	
estExt_fgenesh1_pg.C_100150	
estExt_fgenesh1_pg.C_100159	adenylosuccinate synthase
estExt_fgenesh1_pg.C_100165	
estExt_fgenesh1_pg.C_100167	
estExt_fgenesh1_pg.C_100168	Folylpolyglutamate synthetase family protein
estExt_fgenesh1_pg.C_100177	NAD-dependent glycerol-3-phosphate dehydrogenase family protein
estExt_fgenesh1_pg.C_100180	
estExt_fgenesh1_pg.C_100188	like AUXIN RESISTANT 1
estExt_fgenesh1_pg.C_100192	
estExt_fgenesh1_pg.C_100194	SOUL heme-binding family protein
estExt_fgenesh1_pg.C_100196	
estExt_fgenesh1_pg.C_100202	Chaperone DnaJ-domain superfamily protein
estExt_fgenesh1_pg.C_100203	Protein phosphatase 2C family protein
estExt_fgenesh1_pg.C_100212	Protein kinase superfamily protein
estExt_fgenesh1_pg.C_100215	Protein kinase superfamily protein
estExt_fgenesh1_pg.C_100223	
estExt_fgenesh1_pg.C_100226	ATP synthase subunit alpha
estExt_fgenesh1_pg.C_100228	chloride channel A
estExt_fgenesh1_pg.C_100255	alpha-amylase-like 3
estExt_fgenesh1_pg.C_100267	
estExt_fgenesh1_pg.C_100270	BES1-interacting Myc-like protein 2
estExt_fgenesh1_pg.C_100273	
estExt_fgenesh1_pg.C_100274	
estExt_fgenesh1_pg.C_100275	Translation elongation factor EF1A/initiation factor IF2gamma family protein
estExt_fgenesh1_pg.C_100282	Sulfite exporter TauE/SafE family protein
estExt_fgenesh1_pg.C_100284	
estExt_fgenesh1_pg.C_100294	Cysteine proteinases superfamily protein
estExt_fgenesh1_pg.C_110001	RING/FYVE/PHD zinc finger superfamily protein
estExt_fgenesh1_pg.C_110011	aldehyde oxidase 2
estExt_fgenesh1_pg.C_110018	
estExt_fgenesh1_pg.C_110030	molybdopterin biosynthesis CNX1 protein / molybdenum cofactor biosynthesis enzyme CNX1 (CNX1)
estExt_fgenesh1_pg.C_110037	
estExt_fgenesh1_pg.C_110050	SNF2 domain-containing protein / helicase domain-containing protein / F-box family protein
estExt_fgenesh1_pg.C_110051	Chaperone DnaJ-domain superfamily protein
estExt_fgenesh1_pg.C_110076	
estExt_fgenesh1_pg.C_110086	Calcineurin-like metallo-phosphoesterase superfamily protein
estExt_fgenesh1_pg.C_110098	
estExt_fgenesh1_pg.C_110099	
estExt_fgenesh1_pg.C_110117	golgin candidate 5
estExt_fgenesh1_pg.C_110131	
estExt_fgenesh1_pg.C_110139	DPP6 N-terminal domain-like protein
estExt_fgenesh1_pg.C_110150	
estExt_fgenesh1_pg.C_110154	ATP-dependent caseinolytic (Clp) protease/crotonase family protein
estExt_fgenesh1_pg.C_110156	Eukaryotic translation initiation factor eIF2A family protein
estExt_fgenesh1_pg.C_110159	L-aspartate oxidase
estExt_fgenesh1_pg.C_110167	
estExt_fgenesh1_pg.C_110178	lipid transporters
estExt_fgenesh1_pg.C_110180	DNA repair-recombination protein (RAD50)
estExt_fgenesh1_pg.C_110183	beta-ketoacyl reductase 1
estExt_fgenesh1_pg.C_110186	Sucrose-phosphate synthase family protein
estExt_fgenesh1_pg.C_110193	photosystem II reaction center W
estExt_fgenesh1_pg.C_110212	nonsense-mediated mRNA decay NMD3 family protein
estExt_fgenesh1_pg.C_110216	GRAM domain family protein
estExt_fgenesh1_pg.C_110220	
estExt_fgenesh1_pg.C_110221	Nucleotide-sugar transporter family protein
estExt_fgenesh1_pg.C_110222	
estExt_fgenesh1_pg.C_110224	solute:sodium symporters;urea transmembrane transporters
estExt_fgenesh1_pg.C_110243	
estExt_fgenesh1_pg.C_110263	NAD(P)-binding Rossmann-fold superfamily protein
estExt_fgenesh1_pg.C_110266	U-box domain-containing protein kinase family protein
estExt_fgenesh1_pg.C_120001	ARM repeat superfamily protein
estExt_fgenesh1_pg.C_120007	NAD(P)-binding Rossmann-fold superfamily protein
estExt_fgenesh1_pg.C_120023	alternative oxidase 2
estExt_fgenesh1_pg.C_120032	TSPO(outer membrane tryptophan-rich sensory protein)-related
estExt_fgenesh1_pg.C_120036	Glycosyl hydrolase superfamily protein
