ID	type	annotation
kfl00163_0180	CDS	putative Pentatricopeptide repeat(PPR) domain containing protein
kfl00163_0190	CDS	Magnesium transporter CorA-like family protein
kfl00163_0200	CDS	hypothetical protein
kfl00163_0210	CDS	hypothetical protein
kfl00163_0220	CDS	hypothetical protein
kfl00164_0010p	CDS	hypothetical protein
kfl00164_0020	CDS	SF3B2, SAP145, CUS1; splicing factor 3B subunit 2
kfl00164_0030	CDS	M-phase inducer phosphatase, putative
kfl00164_0040	CDS	hypothetical protein
kfl00164_0050	CDS	hypothetical protein
kfl00164_0060	CDS	hypothetical protein
kfl00164_0070	CDS	Protein kinase superfamily protein
kfl00164_0080	CDS	hypothetical protein
kfl00164_0090	CDS	hypothetical protein
kfl00164_0100	CDS	signal peptide peptidase
kfl00164_0110	CDS	RAN GTPase binding protein
kfl00164_0120	CDS	nitrate transporter 2 family protein
kfl00164_0130	CDS	phosphatidylinositol transfer protein, putative
kfl00164_0140	CDS	hypothetical protein, putative SAP-domain containing DNA-binding protein
kfl00164_0150	CDS	hypothetical protein
kfl00164_0160	CDS	hypothetical protein
kfl00164_0170	CDS	FAD/NAD(P)-binding oxidoreductase family protein, putative carotenoid isomerase
kfl00164_0180	CDS	Six-hairpin glycosidase protein
kfl00164_0190	CDS	hypothetical protein
kfl00164_0200	CDS	hypothetical protein
kfl00164_0210	CDS	hypothetical protein
kfl00164_0220	CDS	hypothetical protein
kfl00164_0230	CDS	hypothetical protein
kfl00165_0010	CDS	hypothetical protein
kfl00165_0020	CDS	hypothetical protein
kfl00165_0030	CDS	APRR7; pseudo-response regulator 7
kfl00165_0040	CDS	hypothetical protein
kfl00165_0050	CDS	hypothetical protein
kfl00165_0060	CDS	hypothetical protein
kfl00165_0070	CDS	hypothetical protein
kfl00165_0080	CDS	hypothetical protein
kfl00165_0090	CDS	hypothetical protein
kfl00165_0100	CDS	chloroplast ribosomal protein L24 precursor
kfl00165_0110	CDS	Haloacid dehalogenase-like hydrolase (HAD) superfamily protein
kfl00165_0120	CDS	Protein of unknown function, DUF647
kfl00165_0130	CDS	Putative histidine kinase containing cheY-homologous receiver domain, GAF domain and PAS domain
kfl00165_0140	CDS	hypothetical protein
kfl00165_0150	CDS	Iron-sulphur cluster biosynthesis family protein
kfl00165_0160	CDS	hypothetical protein
kfl00166_0010	CDS	hypothetical protein
kfl00166_0020	CDS	hypothetical protein
kfl00166_0030	CDS	hypothetical protein
kfl00166_0040	CDS	hypothetical protein
kfl00166_0050	CDS	hypothetical protein
kfl00166_0060	CDS	hypothetical protein
kfl00166_0070	CDS	Zinc finger, RING-type domain containing protein
kfl00166_0080	CDS	hypothetical protein
kfl00166_0090	CDS	O-fucosyltransferase family protein
kfl00166_0100	CDS	Glutathione S-transferase family protein
kfl00166_0110	CDS	hypothetical protein
kfl00166_0120	CDS	hypothetical protein
kfl00166_0130	CDS	hypothetical protein
kfl00166_0140	CDS	xyloglucanase
kfl00166_0150	CDS	60S ribosomal protein L28
kfl00166_0160	CDS	hypothetical protein
kfl00166_0170	CDS	hypothetical protein
kfl00166_0180	CDS	hypothetical protein
kfl00166_0190	CDS	NAGPA; N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase
kfl00166_0200	CDS	hypothetical protein
kfl00166_0210	CDS	HNH endonuclease domain-containing protein
kfl00166_0220	CDS	CNOT4, NOT4, MOT2; CCR4-NOT transcription complex subunit 4
kfl00166_0230	CDS	asparagine synthetase
kfl00166_0240	CDS	hypothetical protein
kfl00167_0010	CDS	hypothetical protein
kfl00167_0020	CDS	hypothetical protein
kfl00167_0030	CDS	hypothetical protein
kfl00167_0040	CDS	pyrophosphorylase
kfl00167_0050	CDS	Iron-sulphur cluster biosynthesis family protein,IscA-like iron-sulfur assembly protein, mitochondrial precursor
kfl00167_0060	CDS	hypothetical protein
kfl00167_0070	CDS	NADPH:protochlorophyllide oxidoreductase, (POR)
kfl00167_0080	CDS	hypothetical protein
kfl00167_0090	CDS	starch branching enzyme 4
kfl00167_0100	CDS	Signal transduction histidine kinase
kfl00167_0110	CDS	Putative RNA-binding protein
kfl00167_0120	CDS	Mitochondrial ribosomal protein L3 precursor
kfl00167_0130	CDS	hypothetical protein
kfl00167_0140	CDS	3-hydroxyisobutyrate dehydrogenase-related protein
kfl00167_0150p	CDS	hypothetical protein
kfl00168_0010	CDS	hypothetical protein
kfl00168_0020	CDS	hypothetical protein
kfl00168_0030	CDS	SPX domain containing protein
kfl00168_0040	CDS	CCAAT-displacement protein alternatively spliced product
kfl00168_0050	CDS	hypothetical protein
kfl00168_0060	CDS	ATP binding cassette subfamily B, MDR, PGP
kfl00168_0070	CDS	hypothetical protein
kfl00168_0080	CDS	chloride transporter, putative
kfl00168_0090	CDS	hypothetical protein
kfl00168_0100	CDS	Anaphase-promoting complex ,(APC), Cdc23 subunit
kfl00168_0110	CDS	hypothetical protein
kfl00168_0120	CDS	aldehyde dehydrogenase
kfl00168_0130	CDS	B9 domain-containing protein
kfl00168_0140	CDS	hypothetical protein
kfl00168_0150	CDS	WD repeat-containing protein
kfl00168_0160	CDS	hypothetical protein
kfl00168_0170	CDS	hypothetical protein
kfl00169_0010	CDS	hypothetical protein
kfl00169_0020	CDS	putative glutaminyl-tRNA synthetase, (GlnRS)
kfl00169_0030	CDS	hypothetical protein
kfl00169_0040	CDS	Pti1 kinase-like protein
kfl00169_0050	CDS	ferredoxin-NADP reductase
kfl00169_0060	CDS	hypothetical protein
kfl00169_0070	CDS	lactate dehydrogenase
kfl00169_0080	CDS	hypothetical protein
kfl00169_0090	CDS	hypothetical protein
kfl00169_0100	CDS	Ubiquitin-fold modifier-conjugating enzyme
kfl00169_0110	CDS	eukaryotic translation elongation factor 1 gamma (eEF-1g)
kfl00169_0120	CDS	ATP-dependent DNA helicase
kfl00169_0130	CDS	3-ketoacyl-CoA synthase
kfl00169_0140	CDS	hypothetical protein
kfl00169_0150	CDS	hypothetical protein
kfl00169_0160	CDS	Monodehydroascorbate reductase
kfl00169_0170	CDS	E3.1.4.46, glpQ; glycerophosphoryl diester phosphodiesterase
kfl00169_0180	CDS	peroxin 10
kfl00169_0190	CDS	amino acid transporter
kfl00169_0200	CDS	amino acid transporter protein
kfl00169_0210	CDS	Carbon-nitrogen hydrolase
kfl00169_0220	CDS	hypothetical protein
kfl00169_0230p	CDS	putative retrotransposon protein, DNA/RNA polymerases superfamily
kfl00170_0010	CDS	disease resistance protein (TIR-NBS-LRR class) family
kfl00170_0020	CDS	hypothetical protein
kfl00170_0030	CDS	mitochondrial pyruvate dehydrogenase kinase
kfl00170_0040	CDS	Putative protein phosphatase 2C family protein
kfl00170_0050	CDS	hypothetical protein
kfl00170_0060	CDS	40S ribosomal protein S12
kfl00170_0070	CDS	hypothetical protein
kfl00170_0080	CDS	Transcription factor TFIIE, alpha subunit
kfl00170_0090	CDS	KIDINS220, ARMS; ankyrin repeat-rich membrane spanning protein
kfl00170_0100	CDS	nitrophenyl phosphatase
kfl00170_0110	CDS	hypothetical protein
kfl00170_0120	CDS	hypothetical protein
kfl00170_0130	CDS	hypothetical protein
kfl00170_0140	CDS	ER-Golgi vesicle-tethering protein
kfl00170_0150	CDS	hypothetical protein
kfl00170_0160	CDS	hypothetical protein
kfl00170_0170	CDS	universal stress protein family protein
kfl00170_0180	CDS	hypothetical protein
kfl00170_0190	CDS	universal stress protein family protein
kfl00170_0200	CDS	universal stress protein family protein
kfl00170_0210	CDS	universal stress protein family protein
kfl00170_0220	CDS	universal stress protein family protein
kfl00170_0230	CDS	universal stress protein family protein
kfl00170_0240	CDS	universal stress protein family protein
kfl00170_0250	CDS	hypothetical protein
kfl00170_0260	CDS	PIAS1; E3 SUMO-protein ligase PIAS1
kfl00171_0010	CDS	hypothetical protein
kfl00171_0020	CDS	hypothetical protein
kfl00171_0030	CDS	hypothetical protein
kfl00171_0040	CDS	hypothetical protein
kfl00171_0050	CDS	hypothetical protein
kfl00171_0060	CDS	Protein kinase superfamily protein
kfl00171_0070	CDS	Atrazine chlorohydrolase/guanine deaminase
kfl00171_0080	CDS	hypothetical protein
kfl00171_0090	CDS	hypothetical protein
kfl00171_0100	CDS	hypothetical protein
kfl00171_0110	CDS	hypothetical protein
kfl00171_0120	CDS	hypothetical protein
kfl00171_0130	CDS	Protein kinase-like domain containing protein
kfl00171_0140	CDS	phosphoenolpyruvate carboxylase family protein
kfl00171_0150	CDS	Putative isocitrate lyase
kfl00171_0160	CDS	cytochrome P450
kfl00171_0170	CDS	hypothetical protein
kfl00171_0180	CDS	structural constituent of nuclear pore
kfl00172_0010	CDS	hypothetical protein
kfl00172_0020	CDS	cystathionine beta-synthase (CBS) family protein
kfl00172_0030	CDS	hypothetical protein
kfl00172_0040	CDS	hypothetical protein
kfl00172_0050	CDS	hypothetical protein
kfl00172_0060	CDS	Uncharacterized conserved protein, contains double-stranded beta-helix domain
kfl00172_0070	CDS	hypothetical protein
kfl00172_0080	CDS	glycosyl hydrolase 
kfl00172_0090	CDS	tetratricopeptide repeat-containing protein
kfl00172_0100	CDS	hypothetical protein
kfl00172_0110	CDS	hypothetical protein
kfl00172_0120	CDS	hypothetical protein
kfl00172_0130	CDS	putative RNA recognition motif containing protein
kfl00172_0140	CDS	LSM6; U6 snRNA-associated Sm-like protein LSm6
kfl00172_0150	CDS	Nucleotide-sugar transporter family protein
kfl00172_0160	CDS	intraflagellar transport protein 46 homolog
kfl00173_0010p	CDS	hypothetical protein
kfl00173_0020	CDS	heat shock protein
kfl00173_0030	CDS	hypothetical protein
kfl00173_0040	CDS	DDX5, DBP2; ATP-dependent RNA helicase DDX5/DBP2
kfl00173_0050	CDS	hypothetical protein
kfl00173_0060	CDS	Mitochondrial carrier protein
kfl00173_0070	CDS	hypothetical protein
kfl00173_0080	CDS	hypothetical protein
kfl00173_0090	CDS	hypothetical protein
kfl00173_0100	CDS	hypothetical protein
kfl00173_0110	CDS	hypothetical protein
kfl00173_0120	CDS	hypothetical protein
kfl00173_0130	CDS	polyadenylate-binding protein
kfl00173_0140	CDS	hypothetical protein
kfl00173_0150	CDS	hypothetical protein
kfl00173_0160	CDS	sucrose phosphorylase
kfl00173_0170	CDS	hypothetical protein
kfl00173_0180	CDS	WD40 repeat-containing protein
kfl00173_0190	CDS	NAD(P)-binding Rossmann-fold superfamily protein
kfl00173_0200	CDS	hypothetical protein
kfl00173_0210	CDS	Histone H2B
kfl00173_0220	CDS	hypothetical protein
kfl00173_0230	CDS	RAB geranylgeranyl transferase alpha subunit
kfl00173_0240	CDS	Alpha tubulin
kfl00173_0250	CDS	hypothetical protein
kfl00173_0260	CDS	P-loop containing nucleoside triphosphate hydrolases superfamily protein
kfl00173_0270	CDS	hypothetical protein
kfl00173_0280	CDS	hypothetical protein
kfl00173_0290	CDS	Cold acclimation protein WCOR413 family
kfl00173_0300	CDS	Biotin Carboxyl Carrier Protein
kfl00173_0310	CDS	Anaphase promoting complex, Cdc20, Cdh1, and Ama1 subunits
kfl00173_0320	CDS	chaperone DnaJ-domain superfamily protein
kfl00173_0330	CDS	hypothetical protein
kfl00173_0340	CDS	hypothetical protein
kfl00174_0010	CDS	hypothetical protein
kfl00174_0020	CDS	hypothetical protein
kfl00174_0030	CDS	hypothetical protein
kfl00174_0040	CDS	cynT, can; carbonic anhydrase
kfl00174_0050	CDS	hypothetical protein
kfl00174_0060	CDS	hypothetical protein
kfl00174_0070	CDS	hypothetical protein
kfl00174_0080	CDS	hypothetical protein
kfl00174_0090	CDS	hypothetical protein
kfl00174_0100	CDS	hypothetical protein
kfl00174_0110	CDS	60S ribosomal protein L18 family protein
kfl00174_0120	CDS	guanine nucleotide exchange family protein
kfl00174_0130	CDS	hypothetical protein
kfl00174_0140	CDS	hypothetical protein
kfl00174_0150	CDS	hypothetical protein
kfl00174_0160	CDS	MATE efflux family protein
kfl00174_0170	CDS	hypothetical protein
kfl00174_0180	CDS	mannan endo-1,4-beta-mannosidase
kfl00174_0190	CDS	SMNDC1, SPF30; survival of motor neuron-related-splicing factor 30
kfl00174_0200	CDS	SMAD/FHA domain-containing protein
kfl00174_0210	CDS	hypothetical protein
kfl00174_0220	CDS	MATE efflux family protein
kfl00175_0010	CDS	hypothetical protein
kfl00175_0020	CDS	hypothetical protein
kfl00175_0030	CDS	Hydroxyproline-rich glycoprotein family protein|Mediator of RNA polymerase II transcription subunit 4
kfl00175_0040	CDS	E3.5.4.16, folE; GTP cyclohydrolase I
kfl00175_0050	CDS	hypothetical protein
kfl00175_0060	CDS	hypothetical protein
kfl00175_0070	CDS	F-box/RNI-like superfamily protein
kfl00175_0080	CDS	Triacylglycerol lipase
kfl00175_0090	CDS	hypothetical protein
kfl00175_0100	CDS	translation initiation factor related to eIF-2B alpha/beta/delta subunits
kfl00175_0110	CDS	helix-loop-helix DNA-binding superfamily protein
kfl00175_0120	CDS	LYPLA2; lysophospholipase II
kfl00175_0130	CDS	fructose-bisphosphate aldolase
kfl00175_0140	CDS	hypothetical protein
kfl00175_0150	CDS	chaperone DnaJ-domain superfamily protein
kfl00175_0160	CDS	chaperone DnaJ-domain superfamily protein
kfl00175_0170	CDS	Putative Lipoate-protein ligase A
kfl00175_0180	CDS	sugar transporter
kfl00175_0190	CDS	ATP-binding cassette transporter
kfl00175_0200	CDS	hypothetical protein
kfl00175_0210	CDS	hypothetical protein
kfl00175_0220	CDS	ABC Acyl Transporter
kfl00175_0230	CDS	triose-phosphate / phosphate translocator
kfl00175_0240	CDS	hypothetical protein
kfl00175_0250	CDS	K+-channel ERG and related proteins, contain PAS/PAC sensor domain
kfl00175_0260	CDS	hypothetical protein
kfl00175_0270	CDS	F-box/RNI-like superfamily protein
kfl00175_0280	CDS	hypothetical protein
kfl00175_0290	CDS	hypothetical protein
kfl00175_0300p	CDS	hypothetical protein
kfl00176_0010	CDS	hypothetical protein
kfl00176_0020	CDS	hypothetical protein
kfl00176_0030	CDS	hypothetical protein
kfl00176_0040	CDS	hypothetical protein
kfl00176_0050	CDS	hypothetical protein
kfl00176_0060	CDS	SMT3/SUMO-activating complex, AOS1/RAD31 component
kfl00176_0070	CDS	E4.6.1.1; adenylate cyclase
kfl00176_0080	CDS	Alpha/beta hydrolase
kfl00176_0090	CDS	hypothetical protein
kfl00176_0100	CDS	PYP-like sensor domain (PAS domain) containing protein
kfl00176_0110	CDS	hypothetical protein
kfl00176_0120	CDS	hypothetical protein
kfl00176_0130	CDS	Karyopherin (importin) alpha
kfl00176_0140	CDS	hypothetical protein
kfl00176_0150	CDS	hypothetical protein
kfl00176_0160	CDS	hypothetical protein
kfl00176_0170	CDS	hypothetical protein
kfl00176_0180	CDS	HEAT repeat family protein
kfl00176_0190	CDS	glycoside hydrolase family 31 protein
kfl00176_0200	CDS	chloroplast translation elongation factor P (EF-P)
kfl00176_0210	CDS	DNA-binding cell division cycle control protein
kfl00176_0220	CDS	hypothetical protein
kfl00176_0230	CDS	RNA-binding KH domain-containing protein
kfl00176_0240	CDS	hypothetical protein
kfl00177_0010	CDS	HY2, ferredoxin-dependent bilin reductase
kfl00177_0020	CDS	Purple acid phosphatases superfamily protein
kfl00177_0030	CDS	hypothetical protein
kfl00177_0040	CDS	spla ryanodine receptor domain-containing protein
kfl00177_0050	CDS	TCP-1/cpn60 chaperonin family protein
kfl00177_0060	CDS	hypothetical protein
kfl00177_0070	CDS	deoxyhypusine synthase
kfl00177_0080	CDS	hypothetical protein
kfl00177_0090	CDS	Orn/Lys/Arg decarboxylase
kfl00177_0100	CDS	mitochondrial substrate carrier family protein
kfl00177_0110	CDS	Peptidase S41 family protein
kfl00177_0120	CDS	FKBP-type peptidyl-prolyl cis-trans isomerase
kfl00177_0130	CDS	serine racemase
kfl00177_0140	CDS	Phosphatidylinositol transfer protein, putative
kfl00177_0150	CDS	hypothetical protein
kfl00177_0160	CDS	tetratricopeptide repeat (TPR)-containing protein
kfl00177_0170	CDS	hypothetical protein
kfl00177_0180	CDS	hypothetical protein
kfl00177_0190	CDS	hypothetical protein
kfl00177_0200	CDS	hypothetical protein
kfl00177_0210	CDS	hypothetical protein
kfl00177_0220	CDS	Serine protease inhibitor, potato inhibitor I-type family protein
kfl00177_0230	CDS	hypothetical protein
kfl00177_0240	CDS	C2H2 Zn-finger protein
kfl00177_0250	CDS	hypothetical protein
kfl00177_0260	CDS	hypothetical protein
kfl00177_0270	CDS	ion channel DMI1, chloroplast precursor
kfl00177_0280	CDS	hypothetical protein
kfl00177_0290	CDS	hypothetical protein
kfl00177_0300	CDS	hypothetical protein
kfl00177_0310	CDS	hypothetical protein
kfl00178_0010	CDS	hypothetical protein
kfl00178_0020	CDS	Dyneins heavy chain , putative
kfl00178_0030	CDS	hypothetical protein
kfl00178_0040	CDS	EXTENDED SYNAPTOTAGMIN-RELATED domain containing protein
kfl00178_0050	CDS	Oligosaccharyltransferase, STT3 subunit
kfl00178_0060	CDS	hypothetical protein
kfl00178_0070	CDS	Triacylglycerol Lipase
kfl00178_0080	CDS	hypothetical protein
kfl00178_0090	CDS	FYVE/PHD zinc finger-containing protein
kfl00178_0100	CDS	hypothetical protein
kfl00178_0110	CDS	DDB1-CUL4 associated factor
kfl00178_0120	CDS	hypothetical protein
kfl00178_0130	CDS	hypothetical protein
kfl00178_0140	CDS	PRPF40, PRP40; pre-mRNA-processing factor 40
kfl00178_0150	CDS	hypothetical protein
kfl00178_0160	CDS	Nodal modulator like protein
kfl00178_0170	CDS	hypothetical protein
kfl00178_0180p	CDS	hypothetical protein
kfl00179_0010	CDS	hypothetical protein
kfl00179_0020	CDS	hypothetical protein
kfl00179_0030	CDS	putative Zinc finger, SWIM-type-containing protein
kfl00179_0040	CDS	hypothetical protein
kfl00179_0050	CDS	SNRNP27; U4/U6.U5 tri-snRNP-associated protein 3
kfl00179_0060	CDS	hypothetical protein
kfl00179_0070	CDS	hypothetical protein
kfl00179_0080	CDS	hypothetical protein
kfl00179_0090	CDS	Ubiquitin carboxyl-terminal hydrolase
kfl00179_0100	CDS	hypothetical protein
kfl00179_0110	CDS	hypothetical protein
kfl00179_0120	CDS	putative MutS homolog 2
kfl00179_0130	CDS	hypothetical protein
kfl00179_0140	CDS	hypothetical protein
kfl00179_0150	CDS	hypothetical protein
kfl00179_0160	CDS	Protein kinase-like domain containing protein
kfl00179_0170	CDS	O-methyltransferase family protein
kfl00179_0180	CDS	hypothetical protein
kfl00179_0190	CDS	Hypothetical
kfl00179_0200	CDS	acetylglucosaminyltransferase family protein
kfl00179_0210	CDS	NDUFS4; NADH dehydrogenase (ubiquinone) Fe-S protein 4
kfl00179_0220	CDS	hypothetical protein
kfl00179_0230	CDS	RNA recognition motif and CCHC-type zinc finger domains containing protein
kfl00179_0240	CDS	hypothetical protein
kfl00179_0250	CDS	hypothetical protein
kfl00179_0260	CDS	HhH-GPD base excision DNA repair family protein
kfl00179_0270	CDS	MOGAT2, MGAT2; 2-acylglycerol O-acyltransferase 2
kfl00179_0280	CDS	putative targeting protein for XKLP2
kfl00179_0290	CDS	kinesin-like protein KIF9-like
kfl00179_0300	CDS	hypothetical protein
kfl00179_0310	CDS	Glutamine synthetase
kfl00179_0320	CDS	protein with ubiquitin conjugating enzyme domain
kfl00180_0010	CDS	hypothetical protein
kfl00180_0020	CDS	cyclin-dependent kinase D-1
kfl00180_0030	CDS	putative Endoribonuclease
kfl00180_0040	CDS	hypothetical protein
kfl00180_0050	CDS	mitochondrial substrate carrier family protein
kfl00180_0060	CDS	hypothetical protein
kfl00180_0070	CDS	hypothetical protein
kfl00180_0080	CDS	RNA-binding KH domain-containing protein
kfl00180_0090	CDS	ubiquitin-conjugating enzyme
kfl00180_0100	CDS	fucosyltransferase
kfl00180_0110	CDS	hypothetical protein
kfl00180_0120	CDS	Prolyl 4-hydroxylase alpha subunit
kfl00180_0130	CDS	Transmembrane amino acid transporter family protein
kfl00180_0140	CDS	putative root cap family protein
kfl00180_0150	CDS	hypothetical protein
kfl00180_0160	CDS	hypothetical protein
kfl00180_0170	CDS	E1.1.1.2, adh; alcohol dehydrogenase (NADP+)
kfl00180_0180	CDS	Formyl transferase
kfl00180_0190	CDS	hypothetical protein
kfl00180_0200	CDS	phosphoglycerate dehydrogenase　family protein
kfl00180_0210	CDS	lpxA; UDP-N-acetylglucosamine acyltransferase
kfl00180_0220	CDS	Concanavalin A-like lectin/glucanase
kfl00180_0230	CDS	Concanavalin A-like lectin/glucanase
kfl00180_0240	CDS	Cupredoxin superfamily protein
kfl00180_0250	CDS	hypothetical protein
kfl00181_0010	CDS	hypothetical protein
kfl00181_0020	CDS	hypothetical protein
kfl00181_0030	CDS	hypothetical protein
kfl00181_0040	CDS	hypothetical protein
kfl00181_0050	CDS	hypothetical protein
kfl00181_0060	CDS	hypothetical protein
kfl00181_0070	CDS	Glycoside hydrolase
kfl00181_0080	CDS	hypothetical protein
kfl00181_0090	CDS	hypothetical protein
kfl00181_0100	CDS	magnesium transporter
kfl00181_0110	CDS	Quinone oxidoreductase
kfl00181_0120	CDS	zinc-binding oxidoreductase
kfl00181_0130	CDS	hypothetical protein
kfl00181_0140	CDS	Tyrosyl-tRNA synthetase
kfl00181_0150	CDS	hypothetical protein
kfl00181_0160	CDS	hypothetical protein
kfl00181_0170	CDS	hypothetical protein
kfl00181_0180	CDS	Mitochondrial ribosomal protein L27 precursor
kfl00181_0190	CDS	LSM8; U6 snRNA-associated Sm-like protein LSm8
kfl00181_0200	CDS	fructokinase
kfl00181_0210	CDS	Class I glutamine amidotransferase-like protein
kfl00181_0220	CDS	DNA (cytosine-5-)-methyltransferase family protein
kfl00181_0230	CDS	zinc finger (Ran-binding) family protein
kfl00181_0240	CDS	WD repeat containing protein
kfl00181_0250	CDS	chloroplast ribosomal protein L12 precursor
kfl00181_0260	CDS	hypothetical protein
kfl00182_0010	CDS	hypothetical protein
kfl00182_0020	CDS	hypothetical protein
kfl00182_0030	CDS	hypothetical protein
kfl00182_0040	CDS	hypothetical protein
kfl00182_0050	CDS	hypothetical protein
kfl00182_0060	CDS	hypothetical protein
kfl00182_0070	CDS	hypothetical protein
kfl00182_0080	CDS	hypothetical protein
kfl00182_0090	CDS	outer envelope protein of 80 kDa
kfl00182_0100	CDS	hypothetical protein
kfl00182_0110	CDS	hypothetical protein
kfl00182_0120	CDS	hypothetical protein
kfl00182_0130	CDS	hypothetical protein
kfl00182_0140	CDS	putative Pentatricopeptide repeat(PPR) domain containing protein
kfl00182_0150	CDS	hypothetical protein
kfl00182_0160	CDS	hypothetical protein
kfl00182_0170	CDS	HAD-superfamily hydrolase protein
kfl00182_0180	CDS	hypothetical protein
kfl00182_0190	CDS	hypothetical protein
kfl00182_0200	CDS	hypothetical protein
kfl00182_0210	CDS	hypothetical protein
kfl00182_0220	CDS	hypothetical protein
kfl00182_0230	CDS	hypothetical protein
kfl00182_0240	CDS	hypothetical protein
kfl00182_0250	CDS	hypothetical protein
kfl00182_0260	CDS	hypothetical protein
kfl00183_0010	CDS	hypothetical protein
kfl00183_0020	CDS	hypothetical protein
kfl00183_0030	CDS	hypothetical protein
kfl00183_0040	CDS	hypothetical protein
kfl00183_0050	CDS	hypothetical protein
kfl00183_0060	CDS	putative Pentatricopeptide repeat(PPR) domain containing protein
kfl00183_0070	CDS	rnhB; ribonuclease HII
kfl00183_0080	CDS	formamidase
kfl00183_0090	CDS	hypothetical protein
kfl00183_0100	CDS	hypothetical protein
kfl00183_0110	CDS	hypothetical protein
kfl00183_0120	CDS	hypothetical protein
kfl00183_0130	CDS	SART-1 family protein
kfl00183_0140	CDS	hypothetical protein
kfl00183_0150	CDS	hypothetical gamma-tubulin complex
kfl00183_0160	CDS	hypothetical protein
kfl00183_0170	CDS	hypothetical protein
kfl00183_0180	CDS	hypothetical protein
kfl00183_0190	CDS	Transducin/WD40 repeat-like superfamily protein
kfl00183_0200	CDS	hypothetical protein
kfl00183_0210	CDS	hypothetical protein
kfl00183_0220	CDS	hypothetical protein
kfl00183_0230	CDS	hypothetical protein
kfl00183_0240	CDS	alpha-mannosidase
kfl00183_0250	CDS	hypothetical protein
kfl00183_0260	CDS	hypothetical protein
kfl00183_0270	CDS	Histone deacetylase complex, catalytic component HDA1
kfl00184_0010	CDS	DNA replication licensing factor, MCM5 component
kfl00184_0020	CDS	hypothetical protein
kfl00184_0030	CDS	prefoldin subunit 3
kfl00184_0040	CDS	hypothetical protein
kfl00184_0050	CDS	Histone acetyltransferase (MYST family)
kfl00184_0060	CDS	hypothetical protein
kfl00184_0070	CDS	hypothetical protein
kfl00184_0080	CDS	hypothetical protein
kfl00184_0090	CDS	hypothetical protein
kfl00184_0100	CDS	Glycoside hydrolase family 79 protein
kfl00184_0110	CDS	hypothetical protein
kfl00184_0120	CDS	hypothetical protein
kfl00184_0130	CDS	radical SAM domain protein 
kfl00184_0140	CDS	hypothetical protein
kfl00184_0150	CDS	hypothetical protein
kfl00184_0160	CDS	hypothetical protein
kfl00184_0170	CDS	E3.2.1.22B, galA, rafA; alpha-galactosidase
kfl00184_0180	CDS	hypothetical protein
kfl00184_0190	CDS	UDP-galactose transporter related protein
kfl00184_0200	CDS	MEKK and related serine/threonine protein kinases
kfl00184_0210	CDS	hypothetical protein
kfl00184_0220	CDS	cationic amino acid transporter
kfl00184_0230	CDS	hypothetical protein
kfl00184_0240	CDS	SRD5A1; 3-oxo-5-alpha-steroid 4-dehydrogenase 1
kfl00185_0010p	CDS	hypothetical protein
kfl00185_0020	CDS	hypothetical protein
kfl00185_0030	CDS	cleavage and polyadenylation specifity factor protein
kfl00185_0040	CDS	hypothetical protein
kfl00185_0050	CDS	hypothetical protein
kfl00185_0060	CDS	CNOT6, CCR4; CCR4-NOT transcription complex subunit 6
kfl00185_0070	CDS	TatD-related DNase
kfl00185_0080	CDS	hypothetical protein
kfl00185_0090	CDS	hypothetical protein
kfl00185_0100	CDS	Mitochondrial translation elongation factor EF-Ts
kfl00185_0110	CDS	PHD finger family protein / bromo-adjacent homology (BAH) domain-containing protein
kfl00185_0120	CDS	hypothetical protein
kfl00185_0130	CDS	hypothetical protein
kfl00185_0140	CDS	PGK, pgk; phosphoglycerate kinase
kfl00185_0150	CDS	glyceraldehyde-3-phosphate dehydrogenase
kfl00185_0160	CDS	TFIIH1, GTF2H1, TFB1; transcription initiation factor TFIIH subunit 1
kfl00185_0170	CDS	hypothetical protein
kfl00185_0180	CDS	PIGX; phosphatidylinositol glycan, class X
kfl00185_0190	CDS	DNA replication factor
kfl00185_0200	CDS	cytoplasmic dynein light intermediate chain
kfl00185_0210	CDS	hypothetical protein
kfl00185_0220	CDS	hypothetical protein
kfl00185_0230	CDS	CALM; calmodulin
kfl00185_0240	CDS	hypothetical protein
kfl00185_0250	CDS	F-box family protein
kfl00185_0260	CDS	hypothetical protein
kfl00185_0270	CDS	hypothetical protein
kfl00186_0010	CDS	hypothetical protein
kfl00186_0020	CDS	putative GRAM domain-containing protein
kfl00186_0030	CDS	D-isomer-specific 2-hydroxy acid dehydrogenase superfamily
kfl00186_0040	CDS	copper-transporting ATPase
kfl00186_0050	CDS	bZIP transcription factor family protein
kfl00186_0060	CDS	P-loop containing nucleoside triphosphate hydrolases superfamily protein
kfl00186_0070	CDS	lpxB; lipid-A-disaccharide synthase
kfl00186_0080	CDS	Myosin VII, myosin IXB and related myosins
kfl00186_0090	CDS	QLQ domain containing protein
kfl00186_0100	CDS	Ribosomal protein L1p/L10e family
kfl00186_0110	CDS	hypothetical protein
kfl00186_0120	CDS	ARM repeat superfamily protein
kfl00186_0130	CDS	hypothetical protein
kfl00186_0140	CDS	Na+/H+ antiporter
kfl00186_0150	CDS	hypothetical protein
kfl00186_0160	CDS	NADH-dependent glutamate synthase 1
kfl00186_0170	CDS	HCFC; host cell factor
kfl00186_0180	CDS	GPI-anchor transamidase,Peptidase C13 family
