transcriptId	proteinId	kogid	kogdefline	kogClass	kogGroup
37845	37845	KOG0017	FOG: Transposon-encoded proteins with TYA, reverse transcriptase, integrase domains in various combinations	General function prediction only 	POORLY CHARACTERIZED
37844	37844	KOG2992	Nucleolar GTPase/ATPase p130	Nuclear structure 	CELLULAR PROCESSES AND SIGNALING
37843	37843	KOG4157	beta-1,6-N-acetylglucosaminyltransferase, contains WSC domain	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
37843	37843	KOG4157	beta-1,6-N-acetylglucosaminyltransferase, contains WSC domain	Carbohydrate transport and metabolism 	METABOLISM
54826	54826	KOG4254	Phytoene desaturase	Coenzyme transport and metabolism 	METABOLISM
37840	37840	KOG2051	Nonsense-mediated mRNA decay 2 protein	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
12294	12294	KOG3259	Peptidyl-prolyl cis-trans isomerase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
48262	48262	KOG1153	Subtilisin-related protease/Vacuolar protease B	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
11634	11634	KOG2486	Predicted GTPase	General function prediction only 	POORLY CHARACTERIZED
11633	11633	KOG1027	Serine/threonine protein kinase and endoribonuclease ERN1/IRE1, sensor of the unfolded protein response pathway	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
25394	25394	KOG1122	tRNA and rRNA cytosine-C5-methylase (nucleolar protein NOL1/NOP2)	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
38498	38498	KOG4821	Predicted Na+-dependent cotransporter	General function prediction only 	POORLY CHARACTERIZED
52139	52139	KOG3251	Golgi SNAP receptor complex member	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
52138	52138	KOG0563	Glucose-6-phosphate 1-dehydrogenase	Carbohydrate transport and metabolism 	METABOLISM
38493	38493	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
37837	37837	KOG4744	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
35150	35150	KOG3020	TatD-related DNase	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
52135	52135	KOG1905	Class IV sirtuins (SIR2 family)	Transcription 	INFORMATION STORAGE AND PROCESSING
52135	52135	KOG1905	Class IV sirtuins (SIR2 family)	Chromatin structure and dynamics 	INFORMATION STORAGE AND PROCESSING
37835	37835	KOG3958	Putative dynamitin	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
48259	48259	KOG1181	FOG: Low-complexity	Function unknown 	POORLY CHARACTERIZED
48258	48258	KOG4155	FOG: WD40 repeat	General function prediction only 	POORLY CHARACTERIZED
54818	54818	KOG4293	Predicted membrane protein, contains DoH and Cytochrome b-561/ferric reductase transmembrane domains	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
48253	48253	KOG1216	von Willebrand factor and related coagulation proteins	Defense mechanisms 	CELLULAR PROCESSES AND SIGNALING
48253	48253	KOG1216	von Willebrand factor and related coagulation proteins	Extracellular structures 	CELLULAR PROCESSES AND SIGNALING
48252	48252	KOG4582	Uncharacterized conserved protein, contains ZZ-type Zn-finger	General function prediction only 	POORLY CHARACTERIZED
54813	54813	KOG3036	Protein involved in cell differentiation/sexual development	General function prediction only 	POORLY CHARACTERIZED
31948	31948	KOG3099	Bisphosphate 3'-nucleotidase BPNT1/Inositol polyphosphate 1-phosphatase	Nucleotide transport and metabolism 	METABOLISM
31942	31942	KOG0655	G1/S-specific cyclin E	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
48248	48248	KOG2812	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
54805	54805	KOG0209	P-type ATPase	Inorganic ion transport and metabolism 	METABOLISM
48241	48241	KOG2497	Predicted methyltransferase	General function prediction only 	POORLY CHARACTERIZED
54801	54801	KOG0985	Vesicle coat protein clathrin, heavy chain	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
54800	54800	KOG4254	Phytoene desaturase	Coenzyme transport and metabolism 	METABOLISM
31939	31939	KOG0656	G1/S-specific cyclin D	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
45698	45698	KOG2346	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
45697	45697	KOG1914	mRNA cleavage and polyadenylation factor I complex, subunit RNA14	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
45692	45692	KOG2206	Exosome 3'-5' exoribonuclease complex, subunit PM/SCL-100 (Rrp6)	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
38475	38475	KOG2488	Acetyltransferase (GNAT) domain-containing protein	General function prediction only 	POORLY CHARACTERIZED
38474	38474	KOG0132	RNA polymerase II C-terminal domain-binding protein RA4, contains RPR and RRM domains	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
38474	38474	KOG0132	RNA polymerase II C-terminal domain-binding protein RA4, contains RPR and RRM domains	Transcription 	INFORMATION STORAGE AND PROCESSING
45690	45690	KOG1969	DNA replication checkpoint protein CHL12/CTF18	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
45690	45690	KOG1969	DNA replication checkpoint protein CHL12/CTF18	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
12269	12269	KOG1381	Para-hydroxybenzoate-polyprenyl transferase	Coenzyme transport and metabolism 	METABOLISM
48237	48237	KOG4744	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
12267	12267	KOG2994	Uracil DNA glycosylase	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
52110	52110	KOG1403	Predicted alanine-glyoxylate aminotransferase	General function prediction only 	POORLY CHARACTERIZED
12265	12265	KOG2881	Predicted membrane protein	Function unknown 	POORLY CHARACTERIZED
48233	48233	KOG2628	Farnesyl cysteine-carboxyl methyltransferase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
31927	31927	KOG3133	40 kDa farnesylated protein associated with peroxisomes	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
31925	31925	KOG0406	Glutathione S-transferase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
45689	45689	KOG2510	SWI-SNF chromatin-remodeling complex protein	Chromatin structure and dynamics 	INFORMATION STORAGE AND PROCESSING
45686	45686	KOG2320	RAS effector RIN1 (contains VPS domain)	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
35126	35126	KOG4568	Cytoskeleton-associated protein and related proteins	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
35126	35126	KOG4568	Cytoskeleton-associated protein and related proteins	General function prediction only 	POORLY CHARACTERIZED
45684	45684	KOG0716	Molecular chaperone (DnaJ superfamily)	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
45682	45682	KOG0619	FOG: Leucine rich repeat	General function prediction only 	POORLY CHARACTERIZED
45681	45681	KOG2671	Putative RNA methylase	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
37808	37808	KOG1197	Predicted quinone oxidoreductase	Energy production and conversion 	METABOLISM
37808	37808	KOG1197	Predicted quinone oxidoreductase	General function prediction only 	POORLY CHARACTERIZED
45680	45680	KOG0613	Projectin/twitchin and related proteins	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
38462	38462	KOG0017	FOG: Transposon-encoded proteins with TYA, reverse transcriptase, integrase domains in various combinations	General function prediction only 	POORLY CHARACTERIZED
48227	48227	KOG1838	Alpha/beta hydrolase	General function prediction only 	POORLY CHARACTERIZED
48226	48226	KOG1838	Alpha/beta hydrolase	General function prediction only 	POORLY CHARACTERIZED
48225	48225	KOG4308	LRR-containing protein	Function unknown 	POORLY CHARACTERIZED
48223	48223	KOG4726	Ultrahigh sulfur keratin-associated protein	Extracellular structures 	CELLULAR PROCESSES AND SIGNALING
15595	15595	KOG2713	Mitochondrial tryptophanyl-tRNA synthetase	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
48221	48221	KOG1838	Alpha/beta hydrolase	General function prediction only 	POORLY CHARACTERIZED
31919	31919	KOG0875	60S ribosomal protein L5	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
35118	35118	KOG3696	Aspartyl beta-hydroxylase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
45677	45677	KOG1826	Ras GTPase activating protein RasGAP/neurofibromin	Defense mechanisms 	CELLULAR PROCESSES AND SIGNALING
45676	45676	KOG3140	Predicted membrane protein	Function unknown 	POORLY CHARACTERIZED
45672	45672	KOG0253	Synaptic vesicle transporter SV2 (major facilitator superfamily)	General function prediction only 	POORLY CHARACTERIZED
48219	48219	KOG1305	Amino acid transporter protein	Amino acid transport and metabolism 	METABOLISM
48215	48215	KOG4197	FOG: PPR repeat	General function prediction only 	POORLY CHARACTERIZED
12243	12243	KOG1635	Peptide methionine sulfoxide reductase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
48210	48210	KOG1675	Predicted cyclin	General function prediction only 	POORLY CHARACTERIZED
14922	14922	KOG1281	Na+/dicarboxylate, Na+/tricarboxylate and phosphate transporters	Inorganic ion transport and metabolism 	METABOLISM
18128	18128	KOG0583	Serine/threonine protein kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
31900	31900	KOG4300	Predicted methyltransferase	General function prediction only 	POORLY CHARACTERIZED
45667	45667	KOG2352	Predicted spermine/spermidine synthase	Amino acid transport and metabolism 	METABOLISM
45666	45666	KOG4443	Putative transcription factor HALR/MLL3, involved in embryonic development	General function prediction only 	POORLY CHARACTERIZED
38448	38448	KOG2597	Predicted aminopeptidase of the M17 family	General function prediction only 	POORLY CHARACTERIZED
45663	45663	KOG1549	Cysteine desulfurase NFS1	Amino acid transport and metabolism 	METABOLISM
45662	45662	KOG0381	HMG box-containing protein	General function prediction only 	POORLY CHARACTERIZED
35101	35101	KOG2584	Dihydroorotase and related enzymes	Nucleotide transport and metabolism 	METABOLISM
12238	12238	KOG1624	Mitochondrial/chloroplast ribosomal protein L4	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
22797	22797	KOG3188	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
15577	15577	KOG0941	E3 ubiquitin protein ligase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
48203	48203	KOG0123	Polyadenylate-binding protein (RRM superfamily)	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
48203	48203	KOG0123	Polyadenylate-binding protein (RRM superfamily)	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
12234	12234	KOG2245	Poly(A) polymerase and related nucleotidyltransferases	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
48202	48202	KOG1675	Predicted cyclin	General function prediction only 	POORLY CHARACTERIZED
32559	32559	KOG2355	Predicted ABC-type transport, ATPase component/CCR4 associated factor	Transcription 	INFORMATION STORAGE AND PROCESSING
32559	32559	KOG2355	Predicted ABC-type transport, ATPase component/CCR4 associated factor	General function prediction only 	POORLY CHARACTERIZED
48200	48200	KOG3115	Methyltransferase-like protein	General function prediction only 	POORLY CHARACTERIZED
14917	14917	KOG3082	Methionyl-tRNA formyltransferase	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
32557	32557	KOG1124	FOG: TPR repeat	General function prediction only 	POORLY CHARACTERIZED
14915	14915	KOG1569	50S ribosomal protein L1	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
50197	50197	KOG2501	Thioredoxin, nucleoredoxin and related proteins	General function prediction only 	POORLY CHARACTERIZED
32554	32554	KOG4549	Magnesium-dependent phosphatase	General function prediction only 	POORLY CHARACTERIZED
25334	25334	KOG0582	Ste20-like serine/threonine protein kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
32550	32550	KOG1380	Heme A farnesyltransferase	Coenzyme transport and metabolism 	METABOLISM
45657	45657	KOG1573	Aldehyde reductase	General function prediction only 	POORLY CHARACTERIZED
39095	39095	KOG1230	Protein containing repeated kelch motifs	General function prediction only 	POORLY CHARACTERIZED
39093	39093	KOG0257	Kynurenine aminotransferase, glutamine transaminase K	Amino acid transport and metabolism 	METABOLISM
39092	39092	KOG1187	Serine/threonine protein kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
39090	39090	KOG2930	SCF ubiquitin ligase, Rbx1 component	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
45650	45650	KOG0864	Ran-binding protein RANBP1 and related RanBD domain proteins	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
15565	15565	KOG2249	3'-5' exonuclease	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
15563	15563	KOG1605	TFIIF-interacting CTD phosphatase, including NLI-interacting factor (involved in RNA polymerase II regulation)	Transcription 	INFORMATION STORAGE AND PROCESSING
12221	12221	KOG0718	Molecular chaperone (DnaJ superfamily)	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
50189	50189	KOG2992	Nucleolar GTPase/ATPase p130	Nuclear structure 	CELLULAR PROCESSES AND SIGNALING
50185	50185	KOG4393	Predicted pseudouridylate synthase	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
50185	50185	KOG4393	Predicted pseudouridylate synthase	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
4342	4342	KOG0760	Mitochondrial carrier protein MRS3/4	Energy production and conversion 	METABOLISM
50184	50184	KOG2992	Nucleolar GTPase/ATPase p130	Nuclear structure 	CELLULAR PROCESSES AND SIGNALING
39088	39088	KOG0619	FOG: Leucine rich repeat	General function prediction only 	POORLY CHARACTERIZED
45644	45644	KOG2992	Nucleolar GTPase/ATPase p130	Nuclear structure 	CELLULAR PROCESSES AND SIGNALING
48985	48985	KOG0619	FOG: Leucine rich repeat	General function prediction only 	POORLY CHARACTERIZED
48982	48982	KOG1808	AAA ATPase containing von Willebrand factor type A (vWA) domain	General function prediction only 	POORLY CHARACTERIZED
48981	48981	KOG1037	NAD+ ADP-ribosyltransferase Parp, required for poly-ADP ribosylation of nuclear proteins	Transcription 	INFORMATION STORAGE AND PROCESSING
48981	48981	KOG1037	NAD+ ADP-ribosyltransferase Parp, required for poly-ADP ribosylation of nuclear proteins	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
48981	48981	KOG1037	NAD+ ADP-ribosyltransferase Parp, required for poly-ADP ribosylation of nuclear proteins	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
12217	12217	KOG1150	Predicted molecular chaperone (DnaJ superfamily)	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
33198	33198	KOG4366	Predicted thioesterase	General function prediction only 	POORLY CHARACTERIZED
18899	18899	KOG0374	Serine/threonine specific protein phosphatase PP1, catalytic subunit	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
18899	18899	KOG0374	Serine/threonine specific protein phosphatase PP1, catalytic subunit	General function prediction only 	POORLY CHARACTERIZED
4339	4339	KOG0619	FOG: Leucine rich repeat	General function prediction only 	POORLY CHARACTERIZED
7679	7679	KOG3627	Trypsin	Amino acid transport and metabolism 	METABOLISM
50177	50177	KOG1187	Serine/threonine protein kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
50175	50175	KOG1474	Transcription initiation factor TFIID, subunit BDF1 and related bromodomain proteins	Transcription 	INFORMATION STORAGE AND PROCESSING
35876	35876	KOG3528	FOG: PDZ domain	Function unknown 	POORLY CHARACTERIZED
50174	50174	KOG1663	O-methyltransferase	Secondary metabolites biosynthesis, transport and catabolism 	METABOLISM
32531	32531	KOG1668	Elongation factor 1 beta/delta chain	Transcription 	INFORMATION STORAGE AND PROCESSING
50172	50172	KOG0718	Molecular chaperone (DnaJ superfamily)	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
50171	50171	KOG2992	Nucleolar GTPase/ATPase p130	Nuclear structure 	CELLULAR PROCESSES AND SIGNALING
45639	45639	KOG2352	Predicted spermine/spermidine synthase	Amino acid transport and metabolism 	METABOLISM
28652	28652	KOG2672	Lipoate synthase	Coenzyme transport and metabolism 	METABOLISM
39076	39076	KOG0017	FOG: Transposon-encoded proteins with TYA, reverse transcriptase, integrase domains in various combinations	General function prediction only 	POORLY CHARACTERIZED
45636	45636	KOG2408	Peroxidase/oxygenase	General function prediction only 	POORLY CHARACTERIZED
46292	46292	KOG1863	Ubiquitin carboxyl-terminal hydrolase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
48977	48977	KOG1210	Predicted 3-ketosphinganine reductase	Secondary metabolites biosynthesis, transport and catabolism 	METABOLISM
38413	38413	KOG1922	Rho GTPase effector BNI1 and related formins	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
38413	38413	KOG1922	Rho GTPase effector BNI1 and related formins	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
20082	20082	KOG2232	Ceramidases	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
33186	33186	KOG4032	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
35869	35869	KOG1343	Histone deacetylase complex, catalytic component HDA1	Chromatin structure and dynamics 	INFORMATION STORAGE AND PROCESSING
25308	25308	KOG0657	Glyceraldehyde 3-phosphate dehydrogenase	Carbohydrate transport and metabolism 	METABOLISM
32524	32524	KOG2897	DNA-binding protein YL1 and related proteins	General function prediction only 	POORLY CHARACTERIZED
7666	7666	KOG0856	Predicted pilin-like transcription factor	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
7664	7664	KOG0692	Pentafunctional AROM protein	Amino acid transport and metabolism 	METABOLISM
46289	46289	KOG1616	Protein involved in Snf1 protein kinase complex assembly	Carbohydrate transport and metabolism 	METABOLISM
50162	50162	KOG4249	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
7660	7660	KOG0716	Molecular chaperone (DnaJ superfamily)	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
45629	45629	KOG0944	Ubiquitin-specific protease UBP14	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
50160	50160	KOG0192	Tyrosine kinase specific for activated (GTP-bound) p21cdc42Hs	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
46285	46285	KOG0314	Predicted E3 ubiquitin ligase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
39066	39066	KOG0922	DEAH-box RNA helicase	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
38409	38409	KOG0017	FOG: Transposon-encoded proteins with TYA, reverse transcriptase, integrase domains in various combinations	General function prediction only 	POORLY CHARACTERIZED
46282	46282	KOG1181	FOG: Low-complexity	Function unknown 	POORLY CHARACTERIZED
46281	46281	KOG0516	Dystonin, GAS (Growth-arrest-specific protein), and related proteins	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
38407	38407	KOG0450	2-oxoglutarate dehydrogenase, E1 subunit	Carbohydrate transport and metabolism 	METABOLISM
48960	48960	KOG3599	Ca2+-modulated nonselective cation channel polycystin	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
48960	48960	KOG3599	Ca2+-modulated nonselective cation channel polycystin	Inorganic ion transport and metabolism 	METABOLISM
12990	12990	KOG0341	DEAD-box protein abstrakt	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
16195	16195	KOG0536	Flavohemoprotein b5+b5R	Energy production and conversion 	METABOLISM
15536	15536	KOG0806	Carbon-nitrogen hydrolase	Amino acid transport and metabolism 	METABOLISM
50158	50158	KOG1825	Fry-like conserved proteins	General function prediction only 	POORLY CHARACTERIZED
50157	50157	KOG0550	Molecular chaperone (DnaJ superfamily)	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
50155	50155	KOG2806	Chitinase	Carbohydrate transport and metabolism 	METABOLISM
32511	32511	KOG2992	Nucleolar GTPase/ATPase p130	Nuclear structure 	CELLULAR PROCESSES AND SIGNALING
50153	50153	KOG1217	Fibrillins and related proteins containing Ca2+-binding EGF-like domains	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
35853	35853	KOG2992	Nucleolar GTPase/ATPase p130	Nuclear structure 	CELLULAR PROCESSES AND SIGNALING
46278	46278	KOG4297	C-type lectin	Defense mechanisms 	CELLULAR PROCESSES AND SIGNALING
46278	46278	KOG4297	C-type lectin	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
46275	46275	KOG4232	Delta 6-fatty acid desaturase/delta-8 sphingolipid desaturase	Lipid transport and metabolism 	METABOLISM
45618	45618	KOG2676	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
48958	48958	KOG0838	RNA Methylase, SpoU family	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
39052	39052	KOG4197	FOG: PPR repeat	General function prediction only 	POORLY CHARACTERIZED
48955	48955	KOG1485	Mitochondrial Fe2+ transporter MMT1 and related transporters (cation diffusion facilitator superfamily)	Inorganic ion transport and metabolism 	METABOLISM
12985	12985	KOG3429	Predicted peptidyl-tRNA hydrolase	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
1769	1769	KOG3968	Atrazine chlorohydrolase/guanine deaminase	Nucleotide transport and metabolism 	METABOLISM
1769	1769	KOG3968	Atrazine chlorohydrolase/guanine deaminase	Secondary metabolites biosynthesis, transport and catabolism 	METABOLISM
48952	48952	KOG3939	Selenophosphate synthetase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
20066	20066	KOG1543	Cysteine proteinase Cathepsin L	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
48951	48951	KOG1840	Kinesin light chain	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
12981	12981	KOG0333	U5 snRNP-like RNA helicase subunit	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
32507	32507	KOG1721	FOG: Zn-finger	General function prediction only 	POORLY CHARACTERIZED
7649	7649	KOG3216	Diamine acetyltransferase	Amino acid transport and metabolism 	METABOLISM
50149	50149	KOG3787	Glutamate/aspartate and neutral amino acid transporters	Amino acid transport and metabolism 	METABOLISM
50148	50148	KOG0698	Serine/threonine protein phosphatase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
50146	50146	KOG1305	Amino acid transporter protein	Amino acid transport and metabolism 	METABOLISM
29283	29283	KOG0654	G2/Mitotic-specific cyclin A	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
10299	10299	KOG4619	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
46265	46265	KOG0800	FOG: Predicted E3 ubiquitin ligase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
45608	45608	KOG4382	Uncharacterized conserved protein, contains DTW domain	Function unknown 	POORLY CHARACTERIZED
46264	46264	KOG0787	Dehydrogenase kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
45606	45606	KOG2661	Peptidase family M48	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
45605	45605	KOG0143	Iron/ascorbate family oxidoreductases	Secondary metabolites biosynthesis, transport and catabolism 	METABOLISM
45605	45605	KOG0143	Iron/ascorbate family oxidoreductases	General function prediction only 	POORLY CHARACTERIZED
10293	10293	KOG2641	Predicted seven transmembrane receptor - rhodopsin family	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
45604	45604	KOG0160	Myosin class V heavy chain	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
48946	48946	KOG0069	Glyoxylate/hydroxypyruvate reductase (D-isomer-specific 2-hydroxy acid dehydrogenase superfamily)	Energy production and conversion 	METABOLISM
10291	10291	KOG0192	Tyrosine kinase specific for activated (GTP-bound) p21cdc42Hs	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
45601	45601	KOG0859	Synaptobrevin/VAMP-like protein	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
12972	12972	KOG0142	Isopentenyl pyrophosphate:dimethylallyl pyrophosphate isomerase	Secondary metabolites biosynthesis, transport and catabolism 	METABOLISM
33159	33159	KOG0726	26S proteasome regulatory complex, ATPase RPT2	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
50138	50138	KOG1020	Sister chromatid cohesion protein SCC2/Nipped-B	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
50138	50138	KOG1020	Sister chromatid cohesion protein SCC2/Nipped-B	Chromatin structure and dynamics 	INFORMATION STORAGE AND PROCESSING
50138	50138	KOG1020	Sister chromatid cohesion protein SCC2/Nipped-B	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
35839	35839	KOG1216	von Willebrand factor and related coagulation proteins	Defense mechanisms 	CELLULAR PROCESSES AND SIGNALING
35839	35839	KOG1216	von Willebrand factor and related coagulation proteins	Extracellular structures 	CELLULAR PROCESSES AND SIGNALING
50137	50137	KOG2665	Predicted FAD-dependent oxidoreductase	Function unknown 	POORLY CHARACTERIZED
50136	50136	KOG0627	Heat shock transcription factor	Transcription 	INFORMATION STORAGE AND PROCESSING
50135	50135	KOG2270	Serine/threonine protein kinase involved in cell cycle control	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
50135	50135	KOG2270	Serine/threonine protein kinase involved in cell cycle control	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
46259	46259	KOG0342	ATP-dependent RNA helicase pitchoune	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
50133	50133	KOG4412	26S proteasome regulatory complex, subunit PSMD10	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
50132	50132	KOG2051	Nonsense-mediated mRNA decay 2 protein	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
35832	35832	KOG1399	Flavin-containing monooxygenase	Secondary metabolites biosynthesis, transport and catabolism 	METABOLISM
46257	46257	KOG2868	Decapping enzyme complex component DCP1	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
46257	46257	KOG2868	Decapping enzyme complex component DCP1	Transcription 	INFORMATION STORAGE AND PROCESSING
50130	50130	KOG4727	U1-like Zn-finger protein	General function prediction only 	POORLY CHARACTERIZED
10286	10286	KOG1565	Gelatinase A and related matrix metalloproteases	Extracellular structures 	CELLULAR PROCESSES AND SIGNALING
10286	10286	KOG1565	Gelatinase A and related matrix metalloproteases	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
49596	49596	KOG0627	Heat shock transcription factor	Transcription 	INFORMATION STORAGE AND PROCESSING
48939	48939	KOG0981	DNA topoisomerase I	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
49595	49595	KOG0941	E3 ubiquitin protein ligase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
49594	49594	KOG0627	Heat shock transcription factor	Transcription 	INFORMATION STORAGE AND PROCESSING
46251	46251	KOG0255	Synaptic vesicle transporter SVOP and related transporters (major facilitator superfamily)	General function prediction only 	POORLY CHARACTERIZED
10282	10282	KOG1133	Helicase of the DEAD superfamily	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
49591	49591	KOG2495	NADH-dehydrogenase (ubiquinone)	Energy production and conversion 	METABOLISM
