Gene ID	GO	KOG	ENZYME
ostta03g03390	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta03g03390" target="_blank">ostta03g03390</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0000907" target="_blank">sulfonate dioxygenase activity (GO:0000907)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0018602" target="_blank">2,4-dichlorophenoxyacetate alpha-ketoglutarate dioxygenase activity (GO:0018602)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0019798" target="_blank">procollagen-proline dioxygenase activity (GO:0019798)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0043734" target="_blank">DNA-N1-methyladenine dioxygenase activity (GO:0043734)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG1246" target="_blank">KOG1246</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=1.14.11.-" target="_blank">1.14.11.-</a>
ostta03g03410	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta03g03410" target="_blank">ostta03g03410</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0004672" target="_blank">protein kinase activity (GO:0004672)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">ATP binding (GO:0005524)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006468" target="_blank">protein phosphorylation (GO:0006468)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005509" target="_blank">calcium ion binding (GO:0005509)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004674" target="_blank">protein serine/threonine kinase activity (GO:0004674)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0032" target="_blank">KOG0032</a>	
ostta03g03420	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta03g03420" target="_blank">ostta03g03420</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0006457" target="_blank">protein folding (GO:0006457)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003755" target="_blank">peptidyl-prolyl cis-trans isomerase activity (GO:0003755)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0549" target="_blank">KOG0549</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=5.2.1.8" target="_blank">5.2.1.8</a>
ostta03g03460	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta03g03460" target="_blank">ostta03g03460</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005509" target="_blank">calcium ion binding (GO:0005509)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005783" target="_blank">endoplasmic reticulum (GO:0005783)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006457" target="_blank">protein folding (GO:0006457)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0051082" target="_blank">unfolded protein binding (GO:0051082)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0675" target="_blank">KOG0675</a>	
ostta03g03480	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta03g03480" target="_blank">ostta03g03480</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005622" target="_blank">intracellular (GO:0005622)</a>		
ostta03g03500	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta03g03500" target="_blank">ostta03g03500</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0006457" target="_blank">protein folding (GO:0006457)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003755" target="_blank">peptidyl-prolyl cis-trans isomerase activity (GO:0003755)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0552" target="_blank">KOG0552</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=5.2.1.8" target="_blank">5.2.1.8</a>
ostta03g03520	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta03g03520" target="_blank">ostta03g03520</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">ATP binding (GO:0005524)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006457" target="_blank">protein folding (GO:0006457)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0051082" target="_blank">unfolded protein binding (GO:0051082)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005515" target="_blank">protein binding (GO:0005515)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0044267" target="_blank">cellular protein metabolic process (GO:0044267)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0362" target="_blank">KOG0362</a>	
ostta03g03570	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta03g03570" target="_blank">ostta03g03570</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005488" target="_blank">binding (GO:0005488)</a>		
ostta03g03580	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta03g03580" target="_blank">ostta03g03580</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0008270" target="_blank">zinc ion binding (GO:0008270)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0704" target="_blank">KOG0704</a>	
ostta03g03590	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta03g03590" target="_blank">ostta03g03590</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0031072" target="_blank">heat shock protein binding (GO:0031072)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006457" target="_blank">protein folding (GO:0006457)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0051082" target="_blank">unfolded protein binding (GO:0051082)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0714" target="_blank">KOG0714</a>	
ostta03g03600	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta03g03600" target="_blank">ostta03g03600</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016491" target="_blank">oxidoreductase activity (GO:0016491)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0043738" target="_blank">reduced coenzyme F420 dehydrogenase activity (GO:0043738)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0043826" target="_blank">sulfur oxygenase reductase activity (GO:0043826)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0043883" target="_blank">malolactic enzyme activity (GO:0043883)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0051341" target="_blank">regulation of oxidoreductase activity (GO:0051341)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0029" target="_blank">KOG0029</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=1.-.-.-" target="_blank">1.-.-.-</a>
ostta03g03620	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta03g03620" target="_blank">ostta03g03620</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0004497" target="_blank">monooxygenase activity (GO:0004497)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005506" target="_blank">iron ion binding (GO:0005506)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0020037" target="_blank">heme binding (GO:0020037)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0157" target="_blank">KOG0157</a>	
ostta03g03640	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta03g03640" target="_blank">ostta03g03640</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0008270" target="_blank">zinc ion binding (GO:0008270)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG1315" target="_blank">KOG1315</a>	
ostta03g03660	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta03g03660" target="_blank">ostta03g03660</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003676" target="_blank">nucleic acid binding (GO:0003676)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008270" target="_blank">zinc ion binding (GO:0008270)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003723" target="_blank">RNA binding (GO:0003723)</a>		
ostta03g03680	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta03g03680" target="_blank">ostta03g03680</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003676" target="_blank">nucleic acid binding (GO:0003676)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003824" target="_blank">catalytic activity (GO:0003824)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG2476" target="_blank">KOG2476</a>	
ostta03g03710	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta03g03710" target="_blank">ostta03g03710</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0000775" target="_blank">chromosome, centromeric region (GO:0000775)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005634" target="_blank">nucleus (GO:0005634)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0045132" target="_blank">meiotic chromosome segregation (GO:0045132)</a>		
ostta03g03730	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta03g03730" target="_blank">ostta03g03730</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003700" target="_blank">DNA-binding transcription factor activity (GO:0003700)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005634" target="_blank">nucleus (GO:0005634)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006355" target="_blank">regulation of transcription, DNA-templated (GO:0006355)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003677" target="_blank">DNA binding (GO:0003677)</a>		
ostta03g03740	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta03g03740" target="_blank">ostta03g03740</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0006364" target="_blank">rRNA processing (GO:0006364)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0032040" target="_blank">small-subunit processome (GO:0032040)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG4835" target="_blank">KOG4835</a>	
ostta03g03750	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta03g03750" target="_blank">ostta03g03750</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003868" target="_blank">4-hydroxyphenylpyruvate dioxygenase activity (GO:0003868)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0009072" target="_blank">aromatic amino acid family metabolic process (GO:0009072)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0638" target="_blank">KOG0638</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=1.13.11.27" target="_blank">1.13.11.27</a>
ostta03g03760	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta03g03760" target="_blank">ostta03g03760</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0008270" target="_blank">zinc ion binding (GO:0008270)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0702" target="_blank">KOG0702</a>	
ostta03g03780	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta03g03780" target="_blank">ostta03g03780</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">ATP binding (GO:0005524)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005694" target="_blank">chromosome (GO:0005694)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006259" target="_blank">DNA metabolic process (GO:0006259)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005515" target="_blank">protein binding (GO:0005515)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0051276" target="_blank">chromosome organization (GO:0051276)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0018" target="_blank">KOG0018</a>	
ostta03g03825	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta03g03825" target="_blank">ostta03g03825</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003824" target="_blank">catalytic activity (GO:0003824)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008152" target="_blank">metabolic process (GO:0008152)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008936" target="_blank">nicotinamidase activity (GO:0008936)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG4003" target="_blank">KOG4003</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=3.5.1.19" target="_blank">3.5.1.19</a>
ostta03g03830	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta03g03830" target="_blank">ostta03g03830</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0008152" target="_blank">metabolic process (GO:0008152)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008168" target="_blank">methyltransferase activity (GO:0008168)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003838" target="_blank">sterol 24-C-methyltransferase activity (GO:0003838)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG1269" target="_blank">KOG1269</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=2.1.1.41" target="_blank">2.1.1.41</a>
ostta03g03850	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta03g03850" target="_blank">ostta03g03850</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0008270" target="_blank">zinc ion binding (GO:0008270)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016787" target="_blank">hydrolase activity (GO:0016787)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003824" target="_blank">catalytic activity (GO:0003824)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG2771" target="_blank">KOG2771</a>	
ostta03g03860	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta03g03860" target="_blank">ostta03g03860</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003824" target="_blank">catalytic activity (GO:0003824)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008152" target="_blank">metabolic process (GO:0008152)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004160" target="_blank">dihydroxy-acid dehydratase activity (GO:0004160)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0009082" target="_blank">branched-chain amino acid biosynthetic process (GO:0009082)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG2448" target="_blank">KOG2448</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=4.2.1.9" target="_blank">4.2.1.9</a>
ostta03g03870	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta03g03870" target="_blank">ostta03g03870</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0006508" target="_blank">proteolysis (GO:0006508)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008235" target="_blank">metalloexopeptidase activity (GO:0008235)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG2738" target="_blank">KOG2738</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=3.4.11.18" target="_blank">3.4.11.18</a>
ostta03g03890	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta03g03890" target="_blank">ostta03g03890</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0000907" target="_blank">sulfonate dioxygenase activity (GO:0000907)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0018602" target="_blank">2,4-dichlorophenoxyacetate alpha-ketoglutarate dioxygenase activity (GO:0018602)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0019798" target="_blank">procollagen-proline dioxygenase activity (GO:0019798)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0043734" target="_blank">DNA-N1-methyladenine dioxygenase activity (GO:0043734)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG2130" target="_blank">KOG2130</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=1.14.11.-" target="_blank">1.14.11.-</a>
ostta03g03910	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta03g03910" target="_blank">ostta03g03910</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003824" target="_blank">catalytic activity (GO:0003824)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008152" target="_blank">metabolic process (GO:0008152)</a>		
ostta03g03930	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta03g03930" target="_blank">ostta03g03930</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005525" target="_blank">GTP binding (GO:0005525)</a>		
ostta03g03940	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta03g03940" target="_blank">ostta03g03940</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003676" target="_blank">nucleic acid binding (GO:0003676)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0118" target="_blank">KOG0118</a>	
ostta03g03950	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta03g03950" target="_blank">ostta03g03950</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003824" target="_blank">catalytic activity (GO:0003824)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0044237" target="_blank">cellular metabolic process (GO:0044237)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0050662" target="_blank">coenzyme binding (GO:0050662)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005975" target="_blank">carbohydrate metabolic process (GO:0005975)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016857" target="_blank">racemase and epimerase activity, acting on carbohydrates and derivatives (GO:0016857)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0050378" target="_blank">UDP-glucuronate 4-epimerase activity (GO:0050378)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG1371" target="_blank">KOG1371</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=5.1.3.6" target="_blank">5.1.3.6</a>
ostta03g03960	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta03g03960" target="_blank">ostta03g03960</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003676" target="_blank">nucleic acid binding (GO:0003676)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008270" target="_blank">zinc ion binding (GO:0008270)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003677" target="_blank">DNA binding (GO:0003677)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003899" target="_blank">DNA-directed 5'-3' RNA polymerase activity (GO:0003899)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG2906" target="_blank">KOG2906</a>	
ostta03g03980	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta03g03980" target="_blank">ostta03g03980</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005488" target="_blank">binding (GO:0005488)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG1851" target="_blank">KOG1851</a>	
ostta03g04010	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta03g04010" target="_blank">ostta03g04010</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005737" target="_blank">cytoplasm (GO:0005737)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006633" target="_blank">fatty acid biosynthetic process (GO:0006633)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016836" target="_blank">hydro-lyase activity (GO:0016836)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0047451" target="_blank">3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity (GO:0047451)</a>		<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=4.2.1.59" target="_blank">4.2.1.59</a>
ostta03g04020	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta03g04020" target="_blank">ostta03g04020</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016020" target="_blank">membrane (GO:0016020)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0050613" target="_blank">delta14-sterol reductase activity (GO:0050613)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG1435" target="_blank">KOG1435</a>	
ostta03g04030	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta03g04030" target="_blank">ostta03g04030</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003677" target="_blank">DNA binding (GO:0003677)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003917" target="_blank">DNA topoisomerase type I (single strand cut, ATP-independent) activity (GO:0003917)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005694" target="_blank">chromosome (GO:0005694)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006265" target="_blank">DNA topological change (GO:0006265)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003676" target="_blank">nucleic acid binding (GO:0003676)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008270" target="_blank">zinc ion binding (GO:0008270)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003916" target="_blank">DNA topoisomerase activity (GO:0003916)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006268" target="_blank">DNA unwinding involved in DNA replication (GO:0006268)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006304" target="_blank">DNA modification (GO:0006304)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG1956" target="_blank">KOG1956</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=5.99.1.2" target="_blank">5.99.1.2</a>
ostta03g04040	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta03g04040" target="_blank">ostta03g04040</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005622" target="_blank">intracellular (GO:0005622)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG1091" target="_blank">KOG1091</a>	
