Gene ID	GO	KOG	ENZYME
Naga_100042g37	<a href="http://www.nannochloropsis.org/gene/Naga_100042g37" target="_blank">Naga_100042g37</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016788" target="_blank">hydrolase activity, acting on ester bonds (GO:0016788)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0009056" target="_blank">catabolic process (GO:0009056)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008270" target="_blank">zinc ion binding (GO:0008270)</a>		
Naga_100042g36	<a href="http://www.nannochloropsis.org/gene/Naga_100042g36" target="_blank">Naga_100042g36</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0006457" target="_blank">protein folding (GO:0006457)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003755" target="_blank">peptidyl-prolyl cis-trans isomerase activity (GO:0003755)</a>		
Naga_100042g33	<a href="http://www.nannochloropsis.org/gene/Naga_100042g33" target="_blank">Naga_100042g33</a>			
Naga_100042g30	<a href="http://www.nannochloropsis.org/gene/Naga_100042g30" target="_blank">Naga_100042g30</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0008033" target="_blank">tRNA processing (GO:0008033)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005737" target="_blank">cytoplasm (GO:0005737)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004808" target="_blank">tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase activity (GO:0004808)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG2805" target="_blank">KOG2805</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=2.8.1.-" target="_blank">2.8.1.-</a>
Naga_100042g29	<a href="http://www.nannochloropsis.org/gene/Naga_100042g29" target="_blank">Naga_100042g29</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003677" target="_blank">DNA binding (GO:0003677)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0724" target="_blank">KOG0724</a>	
Naga_100042g26	<a href="http://www.nannochloropsis.org/gene/Naga_100042g26" target="_blank">Naga_100042g26</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0006807" target="_blank">nitrogen compound metabolic process (GO:0006807)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008152" target="_blank">metabolic process (GO:0008152)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">ATP binding (GO:0005524)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003824" target="_blank">catalytic activity (GO:0003824)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0370" target="_blank">KOG0370</a>	
Naga_100042g23	<a href="http://www.nannochloropsis.org/gene/Naga_100042g23" target="_blank">Naga_100042g23</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0030071" target="_blank">regulation of mitotic metaphase/anaphase transition (GO:0030071)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005680" target="_blank">anaphase-promoting complex (GO:0005680)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005515" target="_blank">protein binding (GO:0005515)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3437" target="_blank">KOG3437</a>	
Naga_100042g21	<a href="http://www.nannochloropsis.org/gene/Naga_100042g21" target="_blank">Naga_100042g21</a>			
Naga_100042g20	<a href="http://www.nannochloropsis.org/gene/Naga_100042g20" target="_blank">Naga_100042g20</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016614" target="_blank">oxidoreductase activity, acting on CH-OH group of donors (GO:0016614)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005975" target="_blank">carbohydrate metabolic process (GO:0005975)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0009331" target="_blank">glycerol-3-phosphate dehydrogenase complex (GO:0009331)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006072" target="_blank">glycerol-3-phosphate metabolic process (GO:0006072)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004367" target="_blank">glycerol-3-phosphate dehydrogenase [NAD+] activity (GO:0004367)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016491" target="_blank">oxidoreductase activity (GO:0016491)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0051287" target="_blank">NAD binding (GO:0051287)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0046168" target="_blank">glycerol-3-phosphate catabolic process (GO:0046168)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016616" target="_blank">oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor (GO:0016616)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005737" target="_blank">cytoplasm (GO:0005737)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG2711" target="_blank">KOG2711</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=1.1.1.8" target="_blank">1.1.1.8</a>
Naga_100042g17	<a href="http://www.nannochloropsis.org/gene/Naga_100042g17" target="_blank">Naga_100042g17</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0006508" target="_blank">proteolysis (GO:0006508)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG2707" target="_blank">KOG2707</a>	
Naga_100042g16	<a href="http://www.nannochloropsis.org/gene/Naga_100042g16" target="_blank">Naga_100042g16</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0000062" target="_blank">fatty-acyl-CoA binding (GO:0000062)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008152" target="_blank">metabolic process (GO:0008152)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG4270" target="_blank">KOG4270</a>	
Naga_100042g15	<a href="http://www.nannochloropsis.org/gene/Naga_100042g15" target="_blank">Naga_100042g15</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016020" target="_blank">membrane (GO:0016020)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008324" target="_blank">cation transmembrane transporter activity (GO:0008324)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006812" target="_blank">cation transport (GO:0006812)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG1485" target="_blank">KOG1485</a>	
Naga_100042g13	<a href="http://www.nannochloropsis.org/gene/Naga_100042g13" target="_blank">Naga_100042g13</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0031072" target="_blank">heat shock protein binding (GO:0031072)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0550" target="_blank">KOG0550</a>	
Naga_100042g12	<a href="http://www.nannochloropsis.org/gene/Naga_100042g12" target="_blank">Naga_100042g12</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0046914" target="_blank">transition metal ion binding (GO:0046914)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0020037" target="_blank">heme binding (GO:0020037)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016491" target="_blank">oxidoreductase activity (GO:0016491)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016717" target="_blank">oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water (GO:0016717)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006633" target="_blank">fatty acid biosynthetic process (GO:0006633)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005506" target="_blank">iron ion binding (GO:0005506)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG4232" target="_blank">KOG4232</a>	
Naga_100042g8	<a href="http://www.nannochloropsis.org/gene/Naga_100042g8" target="_blank">Naga_100042g8</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0008152" target="_blank">metabolic process (GO:0008152)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003824" target="_blank">catalytic activity (GO:0003824)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003988" target="_blank">acetyl-CoA C-acyltransferase activity (GO:0003988)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG1391" target="_blank">KOG1391</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=2.3.1.16" target="_blank">2.3.1.16</a>
Naga_100042g7	<a href="http://www.nannochloropsis.org/gene/Naga_100042g7" target="_blank">Naga_100042g7</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0050660" target="_blank">flavin adenine dinucleotide binding (GO:0050660)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016491" target="_blank">oxidoreductase activity (GO:0016491)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0045454" target="_blank">cell redox homeostasis (GO:0045454)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005737" target="_blank">cytoplasm (GO:0005737)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0050661" target="_blank">NADP binding (GO:0050661)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006749" target="_blank">glutathione metabolic process (GO:0006749)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004362" target="_blank">glutathione-disulfide reductase activity (GO:0004362)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0405" target="_blank">KOG0405</a>	
Naga_100028g2	<a href="http://www.nannochloropsis.org/gene/Naga_100028g2" target="_blank">Naga_100028g2</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0000049" target="_blank">tRNA binding (GO:0000049)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006418" target="_blank">tRNA aminoacylation for protein translation (GO:0006418)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006412" target="_blank">translation (GO:0006412)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005737" target="_blank">cytoplasm (GO:0005737)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">ATP binding (GO:0005524)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004812" target="_blank">aminoacyl-tRNA ligase activity (GO:0004812)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0000166" target="_blank">nucleotide binding (GO:0000166)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006431" target="_blank">methionyl-tRNA aminoacylation (GO:0006431)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004825" target="_blank">methionine-tRNA ligase activity (GO:0004825)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0436" target="_blank">KOG0436</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=6.1.1.10" target="_blank">6.1.1.10</a>
Naga_100028g6	<a href="http://www.nannochloropsis.org/gene/Naga_100028g6" target="_blank">Naga_100028g6</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016021" target="_blank">integral component of membrane (GO:0016021)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG1944" target="_blank">KOG1944</a>	
Naga_100028g8	<a href="http://www.nannochloropsis.org/gene/Naga_100028g8" target="_blank">Naga_100028g8</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0006464" target="_blank">cellular protein modification process (GO:0006464)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004835" target="_blank">tubulin-tyrosine ligase activity (GO:0004835)</a>		
Naga_100028g9	<a href="http://www.nannochloropsis.org/gene/Naga_100028g9" target="_blank">Naga_100028g9</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016021" target="_blank">integral component of membrane (GO:0016021)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006810" target="_blank">transport (GO:0006810)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">ATP binding (GO:0005524)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005471" target="_blank">ATP:ADP antiporter activity (GO:0005471)</a>		
Naga_100028g10	<a href="http://www.nannochloropsis.org/gene/Naga_100028g10" target="_blank">Naga_100028g10</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0009058" target="_blank">biosynthetic process (GO:0009058)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004648" target="_blank">O-phospho-L-serine:2-oxoglutarate aminotransferase activity (GO:0004648)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG2790" target="_blank">KOG2790</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=2.6.1.52" target="_blank">2.6.1.52</a>
Naga_100028g11	<a href="http://www.nannochloropsis.org/gene/Naga_100028g11" target="_blank">Naga_100028g11</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016021" target="_blank">integral component of membrane (GO:0016021)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG1944" target="_blank">KOG1944</a>	
Naga_100028g13	<a href="http://www.nannochloropsis.org/gene/Naga_100028g13" target="_blank">Naga_100028g13</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005488" target="_blank">binding (GO:0005488)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG2842" target="_blank">KOG2842</a>	
Naga_100028g21	<a href="http://www.nannochloropsis.org/gene/Naga_100028g21" target="_blank">Naga_100028g21</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016491" target="_blank">oxidoreductase activity (GO:0016491)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0050660" target="_blank">flavin adenine dinucleotide binding (GO:0050660)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG2844" target="_blank">KOG2844</a>	
Naga_100028g22	<a href="http://www.nannochloropsis.org/gene/Naga_100028g22" target="_blank">Naga_100028g22</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016071" target="_blank">mRNA metabolic process (GO:0016071)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3172" target="_blank">KOG3172</a>	
Naga_100028g24	<a href="http://www.nannochloropsis.org/gene/Naga_100028g24" target="_blank">Naga_100028g24</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016491" target="_blank">oxidoreductase activity (GO:0016491)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0051920" target="_blank">peroxiredoxin activity (GO:0051920)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0541" target="_blank">KOG0541</a>	
Naga_100028g25	<a href="http://www.nannochloropsis.org/gene/Naga_100028g25" target="_blank">Naga_100028g25</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0000166" target="_blank">nucleotide binding (GO:0000166)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG4017" target="_blank">KOG4017</a>	
Naga_100028g27	<a href="http://www.nannochloropsis.org/gene/Naga_100028g27" target="_blank">Naga_100028g27</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0006457" target="_blank">protein folding (GO:0006457)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003755" target="_blank">peptidyl-prolyl cis-trans isomerase activity (GO:0003755)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0549" target="_blank">KOG0549</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=5.2.1.8" target="_blank">5.2.1.8</a>
Naga_100028g31	<a href="http://www.nannochloropsis.org/gene/Naga_100028g31" target="_blank">Naga_100028g31</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0051444" target="_blank">negative regulation of ubiquitin-protein transferase activity (GO:0051444)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0051443" target="_blank">positive regulation of ubiquitin-protein transferase activity (GO:0051443)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0051438" target="_blank">regulation of ubiquitin-protein transferase activity (GO:0051438)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004842" target="_blank">ubiquitin-protein transferase activity (GO:0004842)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0941" target="_blank">KOG0941</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=6.3.2.19" target="_blank">6.3.2.19</a>
Naga_100028g36	<a href="http://www.nannochloropsis.org/gene/Naga_100028g36" target="_blank">Naga_100028g36</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005515" target="_blank">protein binding (GO:0005515)</a>		
Naga_100028g42	<a href="http://www.nannochloropsis.org/gene/Naga_100028g42" target="_blank">Naga_100028g42</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0019538" target="_blank">protein metabolic process (GO:0019538)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016706" target="_blank">2-oxoglutarate-dependent dioxygenase activity (GO:0016706)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3844" target="_blank">KOG3844</a>	
Naga_100028g44	<a href="http://www.nannochloropsis.org/gene/Naga_100028g44" target="_blank">Naga_100028g44</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003846" target="_blank">2-acylglycerol O-acyltransferase activity (GO:0003846)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0831" target="_blank">KOG0831</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=2.3.1.22" target="_blank">2.3.1.22</a>
Naga_100028g45	<a href="http://www.nannochloropsis.org/gene/Naga_100028g45" target="_blank">Naga_100028g45</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016787" target="_blank">hydrolase activity (GO:0016787)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0017023" target="_blank">myosin phosphatase complex (GO:0017023)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0017020" target="_blank">myosin phosphatase regulator activity (GO:0017020)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0017018" target="_blank">myosin phosphatase activity (GO:0017018)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008597" target="_blank">calcium-dependent protein serine/threonine phosphatase regulator activity (GO:0008597)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008420" target="_blank">RNA polymerase II CTD heptapeptide repeat phosphatase activity (GO:0008420)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005963" target="_blank">magnesium-dependent protein serine/threonine phosphatase complex (GO:0005963)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004724" target="_blank">magnesium-dependent protein serine/threonine phosphatase activity (GO:0004724)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004723" target="_blank">calcium-dependent protein serine/threonine phosphatase activity (GO:0004723)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004721" target="_blank">phosphoprotein phosphatase activity (GO:0004721)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0372" target="_blank">KOG0372</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=3.1.3.16" target="_blank">3.1.3.16</a>
Naga_100028g49	<a href="http://www.nannochloropsis.org/gene/Naga_100028g49" target="_blank">Naga_100028g49</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0008152" target="_blank">metabolic process (GO:0008152)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005488" target="_blank">binding (GO:0005488)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003824" target="_blank">catalytic activity (GO:0003824)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004312" target="_blank">fatty acid synthase activity (GO:0004312)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG1202" target="_blank">KOG1202</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=2.3.1.85" target="_blank">2.3.1.85</a>
Naga_100028g50	<a href="http://www.nannochloropsis.org/gene/Naga_100028g50" target="_blank">Naga_100028g50</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016853" target="_blank">isomerase activity (GO:0016853)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005975" target="_blank">carbohydrate metabolic process (GO:0005975)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0030246" target="_blank">carbohydrate binding (GO:0030246)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003824" target="_blank">catalytic activity (GO:0003824)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004034" target="_blank">aldose 1-epimerase activity (GO:0004034)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG1604" target="_blank">KOG1604</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=5.1.3.3" target="_blank">5.1.3.3</a>
Naga_100028g51	<a href="http://www.nannochloropsis.org/gene/Naga_100028g51" target="_blank">Naga_100028g51</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003723" target="_blank">RNA binding (GO:0003723)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0031119" target="_blank">tRNA pseudouridine synthesis (GO:0031119)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0042300" target="_blank">beta-amyrin synthase activity (GO:0042300)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0042299" target="_blank">lupeol synthase activity (GO:0042299)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0009982" target="_blank">pseudouridine synthase activity (GO:0009982)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG2529" target="_blank">KOG2529</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=5.4.99.-" target="_blank">5.4.99.-</a>
Naga_100028g52	<a href="http://www.nannochloropsis.org/gene/Naga_100028g52" target="_blank">Naga_100028g52</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0008270" target="_blank">zinc ion binding (GO:0008270)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006355" target="_blank">regulation of transcription, DNA-templated (GO:0006355)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005634" target="_blank">nucleus (GO:0005634)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003700" target="_blank">DNA-binding transcription factor activity (GO:0003700)</a>		
Naga_100028g53	<a href="http://www.nannochloropsis.org/gene/Naga_100028g53" target="_blank">Naga_100028g53</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016020" target="_blank">membrane (GO:0016020)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008312" target="_blank">7S RNA binding (GO:0008312)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006614" target="_blank">SRP-dependent cotranslational protein targeting to membrane (GO:0006614)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005525" target="_blank">GTP binding (GO:0005525)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0017111" target="_blank">nucleoside-triphosphatase activity (GO:0017111)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0000166" target="_blank">nucleotide binding (GO:0000166)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0048500" target="_blank">signal recognition particle (GO:0048500)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG2641" target="_blank">KOG2641</a>	
Naga_100028g54	<a href="http://www.nannochloropsis.org/gene/Naga_100028g54" target="_blank">Naga_100028g54</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0008152" target="_blank">metabolic process (GO:0008152)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003824" target="_blank">catalytic activity (GO:0003824)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016208" target="_blank">AMP binding (GO:0016208)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003987" target="_blank">acetate-CoA ligase activity (GO:0003987)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG1175" target="_blank">KOG1175</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=6.2.1.1" target="_blank">6.2.1.1</a>
Naga_100205g14	<a href="http://www.nannochloropsis.org/gene/Naga_100205g14" target="_blank">Naga_100205g14</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005515" target="_blank">protein binding (GO:0005515)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3207" target="_blank">KOG3207</a>	
Naga_100205g12	<a href="http://www.nannochloropsis.org/gene/Naga_100205g12" target="_blank">Naga_100205g12</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0008152" target="_blank">metabolic process (GO:0008152)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003824" target="_blank">catalytic activity (GO:0003824)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0047369" target="_blank">succinate-hydroxymethylglutarate CoA-transferase activity (GO:0047369)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3957" target="_blank">KOG3957</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=2.8.3.13" target="_blank">2.8.3.13</a>
Naga_100205g10	<a href="http://www.nannochloropsis.org/gene/Naga_100205g10" target="_blank">Naga_100205g10</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0051287" target="_blank">NAD binding (GO:0051287)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0017136" target="_blank">NAD-dependent histone deacetylase activity (GO:0017136)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008270" target="_blank">zinc ion binding (GO:0008270)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006476" target="_blank">protein deacetylation (GO:0006476)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006355" target="_blank">regulation of transcription, DNA-templated (GO:0006355)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006342" target="_blank">chromatin silencing (GO:0006342)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005677" target="_blank">chromatin silencing complex (GO:0005677)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003677" target="_blank">DNA binding (GO:0003677)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0047419" target="_blank">N-acetylgalactosamine-6-phosphate deacetylase activity (GO:0047419)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0043864" target="_blank">indoleacetamide hydrolase activity (GO:0043864)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0043748" target="_blank">O-succinylbenzoate synthase activity (GO:0043748)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0043747" target="_blank">N2-acetyl-L-lysine deacetylase activity (GO:0043747)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0018749" target="_blank">(3,5-dichlorophenylurea)acetate amidohydrolase activity (GO:0018749)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0018748" target="_blank">iprodione amidohydrolase activity (GO:0018748)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008759" target="_blank">UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase activity (GO:0008759)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008418" target="_blank">protein-N-terminal asparagine amidohydrolase activity (GO:0008418)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004407" target="_blank">histone deacetylase activity (GO:0004407)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG2683" target="_blank">KOG2683</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=3.5.1.-" target="_blank">3.5.1.-</a>
Naga_100205g5	<a href="http://www.nannochloropsis.org/gene/Naga_100205g5" target="_blank">Naga_100205g5</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016846" target="_blank">carbon-sulfur lyase activity (GO:0016846)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008152" target="_blank">metabolic process (GO:0008152)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG4192" target="_blank">KOG4192</a>	
Naga_100205g4	<a href="http://www.nannochloropsis.org/gene/Naga_100205g4" target="_blank">Naga_100205g4</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0008152" target="_blank">metabolic process (GO:0008152)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003824" target="_blank">catalytic activity (GO:0003824)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG4201" target="_blank">KOG4201</a>	
