#pacId	locusName	transcriptName	peptideName	Pfam	Panther	KOG	ec	KO	GO	Best-hit-arabi-name	arabi-symbol	arabi-defline
30780816	Cre09.g393432	Cre09.g393432.t1.1	Cre09.g393432.t1.1									
30781208	Cre09.g393450	Cre09.g393450.t1.1	Cre09.g393450.t1.1	PF02469								
30780304	Cre09.g393469	Cre09.g393469.t1.1	Cre09.g393469.t1.1									
30780681	Cre09.g393506	Cre09.g393506.t1.1	Cre09.g393506.t1.1	PF03063	PTHR30109,PTHR30109:SF0		1.7.99.1		GO:0055114,GO:0016491			
30781243	Cre09.g393543	Cre09.g393543.t1.1	Cre09.g393543.t1.1	PF03063	PTHR30109,PTHR30109:SF0		1.7.99.1		GO:0055114,GO:0016491			
30781044	Cre09.g393550	Cre09.g393550.t1.1	Cre09.g393550.t1.1	PF04434	PTHR21540,PTHR21540:SF1		2.7.11.25,2.7.12.2		GO:0008270	AT5G11620.1		SWIM zinc finger family protein / mitogen-activated protein kinase kinase kinase (MAPKKK)-related
30781380	Cre09.g393551	Cre09.g393551.t1.1	Cre09.g393551.t1.1	PF01846,PF00397	PTHR11864	KOG0155			GO:0005515	AT3G19840.1	ATPRP40C,PRP40C	pre-mRNA-processing protein 40C
30781021	Cre09.g393580	Cre09.g393580.t1.1	Cre09.g393580.t1.1	PF03097	PTHR23030							
30780216	Cre09.g393600	Cre09.g393600.t1.2	Cre09.g393600.t1.2	PF05916,PF16922	PTHR21206,PTHR21206:SF0	KOG3176		K10735		AT5G49010.1	SLD5	DNA replication protein-related
30780629	Cre09.g393617	Cre09.g393617.t1.1	Cre09.g393617.t1.1									
30781269	Cre09.g393650	Cre09.g393650.t1.2	Cre09.g393650.t1.2	PF01590,PF00069	PTHR23257		2.7.11.25		GO:0005515,GO:0006468,GO:0005524,GO:0004672	AT1G67890.1		PAS domain-containing protein tyrosine kinase family protein
30780813	Cre09.g393654	Cre09.g393654.t1.1	Cre09.g393654.t1.1									
30781245	Cre09.g393691	Cre09.g393691.t1.1	Cre09.g393691.t1.1	PF00781	PTHR12358,PTHR12358:SF6	KOG1115	2.7.1.138	K04715	GO:0016301	AT5G51290.1		Diacylglycerol kinase family protein
30780360	Cre09.g393700	Cre09.g393700.t1.1	Cre09.g393700.t1.1	PF05548			3.4.24.38					
30781271	Cre09.g393728	Cre09.g393728.t1.1	Cre09.g393728.t1.1	PF00856,PF09273	PTHR13271,PTHR13271:SF11		2.1.1.259	K05302	GO:0005515	AT3G07670.1		Rubisco methyltransferase family protein
30780184	Cre09.g393750	Cre09.g393750.t1.1	Cre09.g393750.t1.1		PTHR24031,PTHR24031:SF284							
30780187	Cre09.g393750	Cre09.g393750.t2.1	Cre09.g393750.t2.1									
30780185	Cre09.g393750	Cre09.g393750.t3.1	Cre09.g393750.t3.1		PTHR24031,PTHR24031:SF284							
30780186	Cre09.g393750	Cre09.g393750.t4.1	Cre09.g393750.t4.1		PTHR24031,PTHR24031:SF284							
30780679	Cre09.g393765	Cre09.g393765.t1.1	Cre09.g393765.t1.1	PF01476								
30780779	Cre09.g393800	Cre09.g393800.t1.1	Cre09.g393800.t1.1		PTHR37262,PTHR37262:SF1					AT5G48470.1		
30780442	Cre09.g393802	Cre09.g393802.t1.1	Cre09.g393802.t1.1									
30780859	Cre09.g393839	Cre09.g393839.t1.1	Cre09.g393839.t1.1		PTHR13078,PTHR13078:SF14							
30780420	Cre09.g393850	Cre09.g393850.t1.1	Cre09.g393850.t1.1	PF07714	PTHR23257,PTHR23257:SF394		2.7.11.25		GO:0006468,GO:0004672	AT5G38210.1		Protein kinase family protein
30781148	Cre09.g393876	Cre09.g393876.t1.1	Cre09.g393876.t1.1	PF00588	PTHR12029		2.1.1.200		GO:0008173,GO:0006396,GO:0003723			
30780989	Cre09.g393900	Cre09.g393900.t1.2	Cre09.g393900.t1.2	PF00925	PTHR21327		3.5.4.25		GO:0009231,GO:0003935	AT5G59750.1		DHBP synthase RibB-like alpha/beta domain;GTP cyclohydrolase II
30780990	Cre09.g393900	Cre09.g393900.t2.1	Cre09.g393900.t2.1	PF00925	PTHR21327		3.5.4.25		GO:0009231,GO:0003935	AT5G59750.1		DHBP synthase RibB-like alpha/beta domain;GTP cyclohydrolase II
30780379	Cre09.g393913	Cre09.g393913.t1.1	Cre09.g393913.t1.1	PF01227	PTHR11109,PTHR11109:SF0	KOG2698	3.5.4.16		GO:0046654,GO:0005737,GO:0003934	AT3G07270.2		GTP cyclohydrolase I
30780473	Cre09.g393950	Cre09.g393950.t1.2	Cre09.g393950.t1.2	PF00004	PTHR23076			K03798	GO:0005524	AT3G02450.1		cell division protein ftsH, putative
30780587	Cre09.g393953	Cre09.g393953.t1.1	Cre09.g393953.t1.1									
30780588	Cre09.g393953	Cre09.g393953.t2.1	Cre09.g393953.t2.1									
30781347	Cre09.g393954	Cre09.g393954.t1.1	Cre09.g393954.t1.1	PF13864	PTHR21490,PTHR21490:SF0							
30780524	Cre09.g393991	Cre09.g393991.t1.1	Cre09.g393991.t1.1									
30781280	Cre09.g394000	Cre09.g394000.t1.2	Cre09.g394000.t1.2									
30781140	Cre09.g394028	Cre09.g394028.t1.1	Cre09.g394028.t1.1		PTHR13078,PTHR13078:SF14							
30780437	Cre09.g394050	Cre09.g394050.t1.2	Cre09.g394050.t1.2	PF01529	PTHR22883,PTHR22883:SF91	KOG1315	2.3.1.225	K18932	GO:0008270	AT3G60800.1		DHHC-type zinc finger family protein
30781233	Cre09.g394065	Cre09.g394065.t1.1	Cre09.g394065.t1.1		PTHR33403			K18635		AT1G69230.2	SP1L2	SPIRAL1-like2
30781234	Cre09.g394065	Cre09.g394065.t2.1	Cre09.g394065.t2.1		PTHR33403			K18635		AT1G69230.2	SP1L2	SPIRAL1-like2
30781425	Cre09.g394100	Cre09.g394100.t1.2	Cre09.g394100.t1.2	PF01217	PTHR11753	KOG0934		K12394	GO:0015031,GO:0008565	AT2G17380.1	AP19	associated protein 19
30781451	Cre09.g394102	Cre09.g394102.t1.1	Cre09.g394102.t1.1	PF13561,PF00625	PTHR23117,PTHR23117:SF13	KOG0707	2.7.4.8			AT3G57550.2	AGK2,GK-2	guanylate kinase
30781342	Cre09.g394139	Cre09.g394139.t1.1	Cre09.g394139.t1.1									
30780665	Cre09.g394150	Cre09.g394150.t1.1	Cre09.g394150.t1.1	PF06743	PTHR21228				GO:0004672			
30780798	Cre09.g394176	Cre09.g394176.t1.1	Cre09.g394176.t1.1									
30780796	Cre09.g394200	Cre09.g394200.t1.1	Cre09.g394200.t1.1	PF02469								
30781415	Cre09.g394213	Cre09.g394213.t1.1	Cre09.g394213.t1.1	PF03645	PTHR21255	KOG4081						
30781388	Cre09.g394250	Cre09.g394250.t1.2	Cre09.g394250.t1.2									
30781012	Cre09.g394251	Cre09.g394251.t1.1	Cre09.g394251.t1.1	PF13513,PF00514	PTHR23314	KOG0166			GO:0005515	AT4G02150.1	ATIMPALPHA3,IMPA-3,MOS6	ARM repeat superfamily protein
30780947	Cre09.g394288	Cre09.g394288.t1.1	Cre09.g394288.t1.1									
30780217	Cre09.g394325	Cre09.g394325.t1.1	Cre09.g394325.t1.1	PF00504	PTHR14154,PTHR14154:SF14					AT4G14690.1	ELIP2	Chlorophyll A-B binding family protein
30781068	Cre09.g394350	Cre09.g394350.t1.2	Cre09.g394350.t1.2	PF08801	PTHR10350,PTHR10350:SF6	KOG1900		K14312	GO:0017056,GO:0006913,GO:0005643	AT1G14850.1	NUP155	nucleoporin 155
30781317	Cre09.g394362	Cre09.g394362.t1.1	Cre09.g394362.t1.1									
30780529	Cre09.g394399	Cre09.g394399.t1.1	Cre09.g394399.t1.1	PF04000,PF09368	PTHR13237	KOG3118,KOG3117		K14767		AT2G43650.1	EMB2777	Sas10/U3 ribonucleoprotein (Utp) family protein
30780311	Cre09.g394400	Cre09.g394400.t1.1	Cre09.g394400.t1.1	PF07714	PTHR23257	KOG0192	2.7.11.1,2.7.10.2		GO:0006468,GO:0004672	AT3G46920.1		Protein kinase superfamily protein with octicosapeptide/Phox/Bem1p domain
30780430	Cre09.g394436	Cre09.g394436.t1.1	Cre09.g394436.t1.1	PF03030	PTHR31998		3.6.1.1	K01507	GO:0016020,GO:0015992,GO:0009678,GO:0004427	AT1G15690.1	ATAVP3,AtVHP1;1,AVP-3,AVP1	Inorganic H pyrophosphatase family protein
30780483	Cre09.g394450	Cre09.g394450.t1.2	Cre09.g394450.t1.2	PF00638	PTHR23138			K15306	GO:0046907	AT5G58590.1	RANBP1	RAN binding protein 1
30781047	Cre09.g394473	Cre09.g394473.t1.1	Cre09.g394473.t1.1	PF00686	PTHR15048,PTHR15048:SF0		3.2.1.3		GO:2001070	AT5G01260.2		Carbohydrate-binding-like fold
30780295	Cre09.g394510	Cre09.g394510.t1.1	Cre09.g394510.t1.1	PF00686					GO:2001070	AT5G01260.2		Carbohydrate-binding-like fold
30780255	Cre09.g394547	Cre09.g394547.t1.1	Cre09.g394547.t1.1	PF00686	PTHR15048,PTHR15048:SF0		2.4.1.19		GO:2001070	AT5G01260.2		Carbohydrate-binding-like fold
30780870	Cre09.g394550	Cre09.g394550.t1.2	Cre09.g394550.t1.2	PF00156,PF13793	PTHR10210,PTHR10210:SF45	KOG1448	2.7.6.1		GO:0009116	AT2G42910.1		Phosphoribosyltransferase family protein
30780999	Cre09.g394584	Cre09.g394584.t1.1	Cre09.g394584.t1.1	PF02527	PTHR31760,PTHR31760:SF0		2.1.1.170	K03501	GO:0008649,GO:0006364,GO:0005737	AT5G50110.1		S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
30780472	Cre09.g394600	Cre09.g394600.t1.2	Cre09.g394600.t1.2		PTHR12393,PTHR12393:SF6							
30780747	Cre09.g394621	Cre09.g394621.t1.1	Cre09.g394621.t1.1	PF00686	PTHR18937				GO:2001070			
30780748	Cre09.g394621	Cre09.g394621.t2.1	Cre09.g394621.t2.1	PF00686	PTHR18937	KOG0993			GO:2001070			
30781552	Cre09.g394658	Cre09.g394658.t1.1	Cre09.g394658.t1.1	PF00248	PTHR11732	KOG1577	1.1.1.21			AT2G37770.2		NAD(P)-linked oxidoreductase superfamily protein
30781485	Cre09.g394695	Cre09.g394695.t1.1	Cre09.g394695.t1.1		PTHR21574			K16459				
30780279	Cre09.g394700	Cre09.g394700.t1.1	Cre09.g394700.t1.1	PF02037	PTHR12553		3.1.26.11					
30780690	Cre09.g394701	Cre09.g394701.t1.1	Cre09.g394701.t1.1	PF01722	PTHR12735,PTHR12735:SF6	KOG2313				AT5G17560.1		BolA-like family protein
30780840	Cre09.g394732	Cre09.g394732.t1.1	Cre09.g394732.t1.1		PTHR31540,PTHR31540:SF1			K16540	GO:0035735			
30780657	Cre09.g394750	Cre09.g394750.t1.2	Cre09.g394750.t1.2	PF00575	PTHR10724,PTHR10724:SF7				GO:0003676	AT5G30510.1	ARRPS1,RPS1	ribosomal protein S1
30780842	Cre09.g394769	Cre09.g394769.t1.1	Cre09.g394769.t1.1	PF03133	PTHR12241				GO:0006464			
30781273	Cre09.g394800	Cre09.g394800.t1.1	Cre09.g394800.t1.1	PF00153	PTHR24089,PTHR24089:SF342	KOG0752		K05863		AT5G56450.1		Mitochondrial substrate carrier family protein
30781459	Cre09.g394806	Cre09.g394806.t1.1	Cre09.g394806.t1.1									
30781172	Cre09.g394843	Cre09.g394843.t1.1	Cre09.g394843.t1.1	PF07967	PTHR15835				GO:0008270,GO:0005634	AT1G48950.1		C3HC zinc finger-like 
30780576	Cre09.g394850	Cre09.g394850.t1.2	Cre09.g394850.t1.2	PF04172	PTHR30249,PTHR30249:SF0					AT1G32080.1		membrane protein, putative
30781263	Cre09.g394880	Cre09.g394880.t1.1	Cre09.g394880.t1.1	PF07986	PTHR16052,PTHR16052:SF0			K16810		AT3G57890.1		Tubulin binding cofactor C domain-containing protein
30781331	Cre09.g394900	Cre09.g394900.t1.1	Cre09.g394900.t1.1	PF00211	PTHR12203,PTHR12203:SF13		4.6.1.1		GO:0035556,GO:0016849,GO:0009190			
30780615	Cre09.g394917	Cre09.g394917.t1.1	Cre09.g394917.t1.1	PF02582	PTHR16255,PTHR16255:SF4	KOG2861				AT1G69380.1		Protein of unknown function (DUF155)
30781199	Cre09.g394954	Cre09.g394954.t1.1	Cre09.g394954.t1.1	PF09335	PTHR30353,PTHR30353:SF0			K03975				
30780846	Cre09.g394991	Cre09.g394991.t1.1	Cre09.g394991.t1.1				2.7.11.1					
30780274	Cre09.g395000	Cre09.g395000.t1.2	Cre09.g395000.t1.2									
30781401	Cre09.g395028	Cre09.g395028.t1.1	Cre09.g395028.t1.1	PF02470	PTHR34675					AT3G20320.1	TGD2	trigalactosyldiacylglycerol2
30781188	Cre09.g395050	Cre09.g395050.t1.1	Cre09.g395050.t1.1		PTHR31342							
30780897	Cre09.g395065	Cre09.g395065.t1.1	Cre09.g395065.t1.1									
30781539	Cre09.g395100	Cre09.g395100.t1.2	Cre09.g395100.t1.2	PF00782	PTHR10159,PTHR10159:SF298		3.1.3.16,3.1.3.48	K14165	GO:0008138,GO:0006470	AT3G23610.3	DSPTP1	dual specificity protein phosphatase 1
30780849	Cre09.g395102	Cre09.g395102.t1.1	Cre09.g395102.t1.1									
30780451	Cre09.g395139	Cre09.g395139.t1.1	Cre09.g395139.t1.1	PF03600	PTHR10283,PTHR10283:SF21				GO:0055085,GO:0016021			
30780270	Cre09.g395150	Cre09.g395150.t1.2	Cre09.g395150.t1.2	PF00782	PTHR10159,PTHR10159:SF298		3.1.3.16,3.1.3.48	K14819	GO:0008138,GO:0006470	AT3G23610.2	DSPTP1	dual specificity protein phosphatase 1
30781051	Cre09.g395176	Cre09.g395176.t1.1	Cre09.g395176.t1.1									
30781050	Cre09.g395176	Cre09.g395176.t2.1	Cre09.g395176.t2.1									
30780927	Cre09.g395200	Cre09.g395200.t1.1	Cre09.g395200.t1.1	PF04087	PTHR20992,PTHR20992:SF9							
30780565	Cre09.g395213	Cre09.g395213.t1.1	Cre09.g395213.t1.1									
30780280	Cre09.g395250	Cre09.g395250.t1.1	Cre09.g395250.t1.1	PF11527	PTHR21532,PTHR21532:SF0							
30780468	Cre09.g395251	Cre09.g395251.t1.1	Cre09.g395251.t1.1				2.7.11.1					
30781310	Cre09.g395288	Cre09.g395288.t1.1	Cre09.g395288.t1.1	PF03600	PTHR10283,PTHR10283:SF103				GO:0055085,GO:0016021	AT3G19490.1	ATNHD1,NHD1	sodium:hydrogen antiporter 1
30780478	Cre09.g395300	Cre09.g395300.t1.2	Cre09.g395300.t1.2	PF01454	PTHR11736,PTHR11736:SF14							
30780525	Cre09.g395325	Cre09.g395325.t1.1	Cre09.g395325.t1.1	PF08576	PTHR34066,PTHR34066:SF1					AT5G11760.1		
30780609	Cre09.g395350	Cre09.g395350.t1.1	Cre09.g395350.t1.1									
30781484	Cre09.g395362	Cre09.g395362.t1.1	Cre09.g395362.t1.1	PF03055	PTHR10543,PTHR10543:SF36		1.13.11.75			AT3G63520.1	ATCCD1,ATNCED1,CCD1,NCED1	carotenoid cleavage dioxygenase 1
30780715	Cre09.g395399	Cre09.g395399.t1.1	Cre09.g395399.t1.1		PTHR12393,PTHR12393:SF6							
30781383	Cre09.g395400	Cre09.g395400.t1.1	Cre09.g395400.t1.1									
30780294	Cre09.g395436	Cre09.g395436.t1.1	Cre09.g395436.t1.1	PF00076	PTHR24012,PTHR24012:SF370	KOG0131			GO:0003676	AT4G34110.1	ATPAB2,PAB2,PABP2	poly(A) binding protein 2
30780780	Cre09.g395450	Cre09.g395450.t1.2	Cre09.g395450.t1.2	PF01344	PTHR24412				GO:0005515	AT1G14330.1		Galactose oxidase/kelch repeat superfamily protein
30780781	Cre09.g395450	Cre09.g395450.t2.1	Cre09.g395450.t2.1	PF01344	PTHR24412				GO:0005515	AT1G14330.1		Galactose oxidase/kelch repeat superfamily protein
30781489	Cre09.g395473	Cre09.g395473.t1.1	Cre09.g395473.t1.1									
30780909	Cre09.g395500	Cre09.g395500.t1.2	Cre09.g395500.t1.2		PTHR16216,PTHR16216:SF2							
30780741	Cre09.g395510	Cre09.g395510.t1.1	Cre09.g395510.t1.1				3.2.1.18					
30781362	Cre09.g395547	Cre09.g395547.t1.1	Cre09.g395547.t1.1									
30781363	Cre09.g395547	Cre09.g395547.t2.1	Cre09.g395547.t2.1									
30781364	Cre09.g395547	Cre09.g395547.t3.1	Cre09.g395547.t3.1									
30781506	Cre09.g395550	Cre09.g395550.t1.1	Cre09.g395550.t1.1	PF05991	PTHR34547							
30780512	Cre09.g395584	Cre09.g395584.t1.1	Cre09.g395584.t1.1									
30780716	Cre09.g395600	Cre09.g395600.t1.1	Cre09.g395600.t1.1	PF01018,PF01926	PTHR11702,PTHR11702:SF3	KOG1489			GO:0005525,GO:0003924,GO:0000287	AT5G18570.1	ATOBGC,CPSAR1,EMB269	GTP1/OBG family protein
30781408	Cre09.g395621	Cre09.g395621.t1.1	Cre09.g395621.t1.1	PF04177	PTHR10933,PTHR10933:SF9				GO:0009966	AT5G53000.1	TAP46	2A phosphatase associated protein of 46 kD
30781533	Cre09.g395646	Cre09.g395646.t1.2	Cre09.g395646.t1.2									
30780744	Cre09.g395650	Cre09.g395650.t1.1	Cre09.g395650.t1.1	PF13806								
30780847	Cre09.g395658	Cre09.g395658.t1.1	Cre09.g395658.t1.1	PF00069	PTHR24055,PTHR24055:SF137	KOG0593	2.7.11.22		GO:0006468,GO:0005524,GO:0004672	AT1G67580.1		Protein kinase superfamily protein
30781209	Cre09.g395695	Cre09.g395695.t1.1	Cre09.g395695.t1.1	PF00069	PTHR24055,PTHR24055:SF137	KOG0593	2.7.11.22		GO:0006468,GO:0005524,GO:0004672	AT1G67580.1		Protein kinase superfamily protein
30781318	Cre09.g395700	Cre09.g395700.t1.1	Cre09.g395700.t1.1	PF01758	PTHR18640,PTHR18640:SF9				GO:0016020	AT3G56160.1		Sodium Bile acid symporter family
30780621	Cre09.g395732	Cre09.g395732.t1.1	Cre09.g395732.t1.1	PF00226	PTHR24078					AT4G39960.1		Molecular chaperone Hsp40/DnaJ family protein
30780533	Cre09.g395750	Cre09.g395750.t1.1	Cre09.g395750.t1.1	PF08370,PF00005,PF01061	PTHR19241		3.6.3.43		GO:0016887,GO:0005524,GO:0016020	AT2G26910.1	ATPDR4,PDR4	pleiotropic drug resistance 4
30780371	Cre09.g395769	Cre09.g395769.t1.1	Cre09.g395769.t1.1									
30780372	Cre09.g395769	Cre09.g395769.t2.1	Cre09.g395769.t2.1									
30781156	Cre09.g395800	Cre09.g395800.t1.2	Cre09.g395800.t1.2	PF05907	PTHR12857,PTHR12857:SF0	KOG1296				AT4G32930.1		
30781157	Cre09.g395806	Cre09.g395806.t1.1	Cre09.g395806.t1.1	PF01494	PTHR13789,PTHR13789:SF186		1.14.13.114		GO:0071949	AT5G67030.2	ABA1,ATABA1,ATZEP,IBS3,LOS6,NPQ2,ZEP	zeaxanthin epoxidase (ZEP) (ABA1)
30780432	Cre09.g395843	Cre09.g395843.t1.1	Cre09.g395843.t1.1	PF00092	PTHR10579					AT3G54780.1		Zinc finger (C3HC4-type RING finger) family protein
30780386	Cre09.g395850	Cre09.g395850.t1.2	Cre09.g395850.t1.2				2.7.11.1					
30781037	Cre09.g395880	Cre09.g395880.t1.1	Cre09.g395880.t1.1									
30780903	Cre09.g395900	Cre09.g395900.t1.2	Cre09.g395900.t1.2									
30780671	Cre09.g395917	Cre09.g395917.t1.1	Cre09.g395917.t1.1	PF00583	PTHR13947,PTHR13947:SF16		2.3.1.32		GO:0008080			
30780957	Cre09.g395925	Cre09.g395925.t1.1	Cre09.g395925.t1.1									
30781524	Cre09.g395950	Cre09.g395950.t1.2	Cre09.g395950.t1.2	PF01786	PTHR31803,PTHR31803:SF3		1.10.3.11		GO:0055114,GO:0009916	AT1G32350.1	AOX1D	alternative oxidase 1D
30781265	Cre09.g395954	Cre09.g395954.t1.1	Cre09.g395954.t1.1									
30781308	Cre09.g395991	Cre09.g395991.t1.1	Cre09.g395991.t1.1	PF00069			2.7.11.1		GO:0006468,GO:0005524,GO:0004672			
30781439	Cre09.g396000	Cre09.g396000.t1.2	Cre09.g396000.t1.2	PF07690	PTHR23515,PTHR23515:SF2	KOG2533		K02575	GO:0055085,GO:0016021	AT1G12940.1	ATNRT2.5,NRT2.5	nitrate transporter2.5
30780540	Cre09.g396028	Cre09.g396028.t1.1	Cre09.g396028.t1.1									
30780666	Cre09.g396050	Cre09.g396050.t1.1	Cre09.g396050.t1.1	PF04884	PTHR12770,PTHR12770:SF23	KOG4249				AT2G23470.1	RUS4	Protein of unknown function, DUF647
30781137	Cre09.g396065	Cre09.g396065.t1.1	Cre09.g396065.t1.1	PF14531	PTHR24349	KOG0581	2.7.11.1			AT2G45490.1	AtAUR3,AUR3	ataurora3
30780921	Cre09.g396100	Cre09.g396100.t1.2	Cre09.g396100.t1.2	PF12499								
30780354	Cre09.g396102	Cre09.g396102.t1.1	Cre09.g396102.t1.1	PF00069	PTHR22967	KOG2345	2.7.11.1,2.7.10.2	K08856	GO:0006468,GO:0005524,GO:0004672	AT5G08160.1	ATPK3,PK3	serine/threonine protein kinase 3
30780743	Cre09.g396139	Cre09.g396139.t1.1	Cre09.g396139.t1.1	PF13086,PF13087	PTHR10887		3.6.4.12	K14326		AT5G47010.1	ATUPF1,LBA1,UPF1	RNA helicase, putative
30780832	Cre09.g396150	Cre09.g396150.t1.1	Cre09.g396150.t1.1		PTHR34407							
30780833	Cre09.g396150	Cre09.g396150.t2.1	Cre09.g396150.t2.1		PTHR34407							
30780203	Cre09.g396176	Cre09.g396176.t1.1	Cre09.g396176.t1.1									
30781060	Cre09.g396200	Cre09.g396200.t1.2	Cre09.g396200.t1.2									
30780284	Cre09.g396213	Cre09.g396213.t1.1	Cre09.g396213.t1.1	PF01716	PTHR34058,PTHR34058:SF2			K02716	GO:0042549,GO:0019898,GO:0015979,GO:0009654,GO:0009523,GO:0005509	AT5G66570.1	MSP-1,OE33,OEE1,OEE33,PSBO-1,PSBO1	PS II oxygen-evolving complex 1
30780333	Cre09.g396250	Cre09.g396250.t1.2	Cre09.g396250.t1.2		PTHR32523		2.7.1.182	K18678		AT5G04490.1	VTE5	vitamin E pathway gene 5
30780874	Cre09.g396252	Cre09.g396252.t1.1	Cre09.g396252.t1.1	PF00070,PF02852	PTHR22912,PTHR22912:SF135		1.8.1.7	K00383	GO:0055114,GO:0016491,GO:0045454	AT3G54660.1	ATGR2,EMB2360,GR	glutathione reductase
30780425	Cre09.g396289	Cre09.g396289.t1.1	Cre09.g396289.t1.1									
30781023	Cre09.g396300	Cre09.g396300.t1.2	Cre09.g396300.t1.2	PF13450	PTHR10742,PTHR10742:SF294	KOG1276	1.3.3.4	K00231		AT4G01690.1	HEMG1,PPO1,PPOX	Flavin containing amine oxidoreductase family
30781078	Cre09.g396326	Cre09.g396326.t1.1	Cre09.g396326.t1.1	PF02213					GO:0005515			
30780331	Cre09.g396350	Cre09.g396350.t1.2	Cre09.g396350.t1.2	PF00153	PTHR24089,PTHR24089:SF51	KOG0768		K15111		AT1G34065.1	SAMC2	S-adenosylmethionine carrier 2
30780221	Cre09.g396363	Cre09.g396363.t1.1	Cre09.g396363.t1.1		PTHR12763	KOG0723		K09539		AT2G35795.1		Chaperone DnaJ-domain superfamily protein
30780590	Cre09.g396400	Cre09.g396400.t1.2	Cre09.g396400.t1.2	PF11976,PF00240	PTHR10666	KOG0005		K12158	GO:0005515	AT1G31340.1	ATRUB1,NEDD8,RUB1	related to ubiquitin 1
30781431	Cre09.g396401	Cre09.g396401.t1.1	Cre09.g396401.t1.1	PF00590	PTHR21091,PTHR21091:SF16				GO:0008168,GO:0008152	AT5G40850.1	UPM1	urophorphyrin methylase 1
30780374	Cre09.g396438	Cre09.g396438.t1.1	Cre09.g396438.t1.1									
30780423	Cre09.g396450	Cre09.g396450.t1.1	Cre09.g396450.t1.1		PTHR11567							
30781225	Cre09.g396451	Cre09.g396451.t1.1	Cre09.g396451.t1.1	PF09118	PTHR32208,PTHR32208:SF21		1.1.3.9			AT5G19580.1		glyoxal oxidase-related protein
30781190	Cre09.g396475	Cre09.g396475.t1.1	Cre09.g396475.t1.1	PF13920	PTHR24202,PTHR24202:SF4	KOG4172				AT3G01650.1	RGLG1	RING domain ligase1
30780605	Cre09.g396500	Cre09.g396500.t1.1	Cre09.g396500.t1.1									
30780660	Cre09.g396512	Cre09.g396512.t1.1	Cre09.g396512.t1.1									
30780390	Cre09.g396549	Cre09.g396549.t1.1	Cre09.g396549.t1.1	PF12796			2.4.2.30			AT2G28840.1	XBAT31	XB3 ortholog 1 in Arabidopsis thaliana
30780465	Cre09.g396550	Cre09.g396550.t1.2	Cre09.g396550.t1.2									
30781260	Cre09.g396586	Cre09.g396586.t1.2	Cre09.g396586.t1.2									
30781266	Cre09.g396587	Cre09.g396587.t1.1	Cre09.g396587.t1.1									
30781267	Cre09.g396587	Cre09.g396587.t2.1	Cre09.g396587.t2.1									
30781268	Cre09.g396587	Cre09.g396587.t3.1	Cre09.g396587.t3.1									
30780196	Cre09.g396600	Cre09.g396600.t1.1	Cre09.g396600.t1.1	PF02256,PF02906	PTHR11615,PTHR11615:SF102	KOG2439	1.12.7.2			AT4G16440.1		ferredoxin hydrogenases
30780844	Cre09.g396624	Cre09.g396624.t1.1	Cre09.g396624.t1.1	PF13920,PF12796	PTHR24198					AT2G28840.1	XBAT31	XB3 ortholog 1 in Arabidopsis thaliana
30780929	Cre09.g396650	Cre09.g396650.t1.2	Cre09.g396650.t1.2	PF07085,PF13500,PF01515	PTHR23406,PTHR23406:SF3		2.3.1.8		GO:0016746,GO:0008152			
30781404	Cre09.g396661	Cre09.g396661.t1.1	Cre09.g396661.t1.1							AT1G64570.1	DUO3	Homeodomain-like superfamily protein
30781093	Cre09.g396694	Cre09.g396694.t1.1	Cre09.g396694.t1.1		PTHR15535							
30780966	Cre09.g396698	Cre09.g396698.t1.1	Cre09.g396698.t1.1	PF00211	PTHR11017,PTHR11017:SF145		4.6.1.1		GO:0035556,GO:0016849,GO:0009190			
30780338	Cre09.g396700	Cre09.g396700.t1.2	Cre09.g396700.t1.2	PF00871	PTHR21060,PTHR21060:SF11		2.7.2.1		GO:0016774,GO:0016310,GO:0016301,GO:0008152,GO:0005622			
30781150	Cre09.g396735	Cre09.g396735.t1.1	Cre09.g396735.t1.1	PF13659	PTHR18895,PTHR18895:SF3					AT5G53920.1		ribosomal protein L11 methyltransferase-related
30781151	Cre09.g396735	Cre09.g396735.t2.1	Cre09.g396735.t2.1	PF13659	PTHR18895,PTHR18895:SF3					AT5G53920.1		ribosomal protein L11 methyltransferase-related
30781237	Cre09.g396750	Cre09.g396750.t1.1	Cre09.g396750.t1.1				2.7.11.1					
30781238	Cre09.g396750	Cre09.g396750.t2.1	Cre09.g396750.t2.1				2.7.11.1					
30781239	Cre09.g396750	Cre09.g396750.t3.1	Cre09.g396750.t3.1				2.7.11.1					
30780376	Cre09.g396772	Cre09.g396772.t1.1	Cre09.g396772.t1.1	PF05548			3.4.24.38					
30780460	Cre09.g396800	Cre09.g396800.t1.1	Cre09.g396800.t1.1									
30781558	Cre09.g396809	Cre09.g396809.t1.1	Cre09.g396809.t1.1									
30781501	Cre09.g396846	Cre09.g396846.t1.1	Cre09.g396846.t1.1	PF00566	PTHR22957,PTHR22957:SF148					AT3G07890.1		Ypt/Rab-GAP domain of gyp1p superfamily protein
30780776	Cre09.g396850	Cre09.g396850.t1.2	Cre09.g396850.t1.2	PF01894	PTHR30615	KOG3267	2.5.1.3			AT1G21065.1		
30780335	Cre09.g396883	Cre09.g396883.t1.1	Cre09.g396883.t1.1									
