Cre01.g000050.t1.1	RWP14
Cre04.g217962.t1.1	LCI12
Cre04.g217977.t1.1	CSU3
Cre04.g218050.t1.1	RWP8
Cre04.g218050.t2.1	RWP8
Cre04.g218100.t1.2	FAP25
Cre04.g218250.t1.2	FAP313
Cre04.g218650.t1.1	UCP3
Cre04.g218700.t1.2	INFA
Cre04.g218750.t1.2	THB4
Cre04.g218750.t2.1	THB4
Cre04.g218800.t1.1	THB3
Cre04.g219050.t1.1	SRR10
Cre04.g219200.t1.2	CPL19
Cre04.g219250.t1.2	IFT52
Cre04.g219500.t1.1	DNJ30
Cre04.g219700.t1.1	BBS9
Cre04.g219700.t2.1	BBS9
Cre04.g219700.t3.1	BBS9
Cre04.g219750.t1.1	HEL22
Cre04.g220350.t1.2	ATPVA3
Cre04.g220350.t2.1	ATPVA3
Cre04.g220387.t1.1	CYP770A1
Cre04.g220700.t1.2	ALK2
Cre04.g221200.t1.1	CGL109
Cre04.g221301.t1.1	CYCD5
Cre04.g221450.t1.2	PHC54
Cre04.g221650.t1.1	TOP4
Cre04.g221700.t1.2	COX3
Cre04.g222600.t1.2	PHC46
Cre04.g222750.t1.1	CCP2
Cre04.g222800.t1.2	LCID
Cre04.g222950.t1.2	SUR2
Cre04.g223000.t1.1	HLM9
Cre04.g223050.t1.2	CAH2
Cre04.g223100.t1.2	CAH1
Cre04.g223150.t1.1	NCL1	OPR20
Cre04.g223250.t1.1	LCIE
Cre04.g223300.t1.2	CCP1
Cre04.g223350.t1.1	CYG62
Cre04.g223540.t1.2	CSB22
Cre04.g223650.t1.1	FAP30
Cre04.g223850.t1.2	HEL23
Cre04.g224100.t1.2	URN2
Cre04.g224100.t2.1	URN2
Cre04.g224250.t1.1	FAP147
Cre04.g224300.t1.1	CGL84
Cre04.g224350.t1.1	MOT55
Cre04.g224650.t1.1	FAP296
Cre04.g224700.t1.2	NRT1.1
Cre04.g224750.t1.2	VAM1
Cre04.g224800.t1.2	VAM4
Cre04.g225200.t1.1	FAP311
Cre04.g225450.t1.2	FDX10
Cre04.g225600.t1.1	CGL104
Cre04.g225800.t1.2	CPLD71
Cre04.g225850.t1.2	VAM3
Cre04.g225900.t1.2	VAMP72
Cre04.g226050.t1.1	ARS10
Cre04.g226150.t1.1	AOC1
Cre04.g226350.t1.2	CSB23
Cre04.g226350.t2.1	CSB23
Cre04.g226450.t1.1	PRP17
Cre04.g226550.t1.2	ARS11
Cre04.g226550.t2.1	ARS11
Cre04.g226600.t1.1	ARS12
Cre04.g226850.t1.2	ASP1
Cre04.g227000.t1.1	MLH2
Cre04.g227350.t1.1	CCR4
Cre04.g227400.t1.2	FRE1
Cre04.g227500.t1.1	SRR18
Cre04.g227900.t1.2	PF20
Cre04.g228150.t1.2	FAE1
Cre04.g228250.t1.1	CSB24
Cre04.g228350.t1.1	DLA4
Cre04.g228400.t1.1	WRK1
Cre04.g228400.t2.1	WRK1
Cre04.g228450.t1.2	CPL10
Cre04.g229000.t1.1	IPK1
Cre04.g229300.t1.1	RCA1
Cre04.g229472.t1.1	CSB25
Cre04.g229550.t1.1	SRR15
Cre04.g229650.t1.1	ADH10
Cre04.g229650.t2.1	ADH10
Cre04.g229650.t3.1	ADH10
Cre04.g229650.t4.1	ADH10
Cre04.g229650.t5.1	ADH10
Cre04.g229650.t6.1	ADH10
Cre04.g229700.t1.2	UGP1
Cre04.g230242.t1.1	MOT40
Cre04.g230340.t1.1	FAP206
Cre04.g230732.t1.1	CSR2
Cre04.g231026.t1.1	SRP43
Cre04.g231222.t1.1	CPN60A
Cre04.g231222.t2.1	CPN60A
Cre04.g232104.t1.1	LHCBM3
Cre04.g232602.t1.1	GRX4
Cre05.g230804.t1.1	SNF2
Cre05.g232150.t1.2	GDH2
Cre05.g232200.t1.2	NDA3
Cre05.g232500.t1.1	FXL8
Cre05.g232500.t2.1	FXL8
Cre05.g232550.t1.2	PGM4	GPM4
Cre05.g232750.t1.2	CNK4
Cre05.g232800.t1.1	SRX1
Cre05.g232850.t1.2	COX17
Cre05.g233050.t1.2	FAP162
Cre05.g233100.t1.2	KIN14B-1
Cre05.g233100.t2.1	KIN14B-1
Cre05.g233304.t1.1	CHI3
Cre05.g233450.t1.2	ELG30
Cre05.g233650.t1.1	FXL9
Cre05.g233800.t1.2	TSG1
Cre05.g233900.t1.2	APX4
Cre05.g233950.t1.2	CGL129
Cre05.g234000.t1.1	CSB26
Cre05.g234000.t2.1	CSB26
Cre05.g234100.t1.2	CYP745A1
Cre05.g234550.t1.2	FBA3
Cre05.g234550.t2.1	FBA3
Cre05.g234639.t1.1	CCT4
Cre05.g234659.t1.1	MRPL30
Cre05.g234665.t1.1	AP4B4
Cre05.g234700.t1.1	PYK3
Cre05.g234750.t1.2	CGLD25
Cre05.g235228.t1.1	CSU4
Cre05.g235500.t1.1	KIN7-1
Cre05.g235750.t1.2	MSH6
Cre05.g235800.t1.2	FBB19
Cre05.g236650.t1.1	CYG63
Cre05.g237000.t1.2	MAP1D
Cre05.g237050.t1.1	CGLD27
Cre05.g237100.t1.2	MOT52
Cre05.g237200.t1.1	DRP4C	DRP6
Cre05.g237200.t2.1	DRP6	DRP4C
Cre05.g237400.t1.2	DAE1
Cre05.g237450.t1.2	PSRP1
Cre05.g237700.t1.2	NOP10
Cre05.g237800.t1.1	CYG64
Cre05.g238100.t1.2	PTK25
Cre05.g238280.t1.1	FAP205
Cre05.g238290.t1.1	DRP7
Cre05.g238332.t1.1	PSAD
Cre05.g238600.t1.2	PHC36
Cre05.g238650.t1.1	PHC5
Cre05.g238687.t1.1	PHC35
Cre05.g238724.t1.1	CSB27
Cre05.g238850.t1.2	PHC17
Cre05.g238900.t1.1	HEL25
Cre05.g238950.t1.1	CGLD33
Cre05.g239100.t1.1	FPG2
Cre05.g239200.t1.2	FAP275
Cre05.g239500.t1.1	FAP38
Cre05.g239750.t1.2	ARS13
Cre05.g239800.t1.1	ARS14
Cre05.g239800.t2.1	ARS14
Cre05.g239850.t1.1	PHO4
Cre05.g239850.t2.1	PHO4
Cre05.g239850.t3.1	PHO4
Cre05.g239900.t1.1	ARS15
Cre05.g240100.t1.1	EXN9
Cre05.g240150.t1.2	UBC16
Cre05.g240400.t1.2	SOM2
Cre05.g240550.t1.2	TLA1
Cre05.g240650.t1.2	DNJ32
Cre05.g240700.t1.1	FAP378
Cre05.g240750.t1.2	TEF17
Cre05.g240800.t1.2	NUO17
Cre05.g240850.t1.2	THIC
Cre05.g241300.t1.2	SMPF
Cre05.g241450.t1.2	FTSY
Cre05.g241500.t1.1	MOT30
Cre05.g241634.t1.1	HAV1
Cre05.g241637.t1.1	IFT46	FAP32
Cre05.g241750.t1.2	PDK3
Cre05.g241850.t1.2	ACLA1
Cre05.g241950.t1.2	VDAC2
Cre05.g242000.t1.2	CHLD
Cre05.g242100.t1.1	SUB8
Cre05.g242179.t1.1	GDP7
Cre05.g242300.t1.2	EIF3D
Cre05.g242400.t1.2	PGR5
Cre05.g242500.t1.2	RSP4
Cre05.g242550.t1.2	RSP6
Cre05.g242600.t1.2	CGL106
Cre05.g242700.t1.1	SUB9
Cre05.g242950.t1.1	MRPL22
Cre05.g243050.t1.2	TRXF2
Cre05.g243450.t1.1	GOX1
Cre05.g243450.t2.1	GOX1
Cre05.g243600.t1.2	GOX2
Cre05.g243601.t1.1	CSU5
Cre05.g243800.t1.2	PSB27
Cre05.g243801.t1.1	FAP387
Cre05.g243801.t2.1	FAP387
Cre05.g243801.t3.1	FAP387
Cre05.g244200.t1.1	COTH2
Cre05.g244250.t1.2	DHC6
Cre05.g244700.t1.1	PFH15
Cre05.g244901.t1.1	NUOB12
Cre05.g245102.t1.1	CGL3
Cre05.g245450.t1.2	COQ5A
Cre05.g245451.t1.1	RBL10
Cre05.g245500.t1.1	FAP175
Cre05.g245500.t2.1	FAP175
Cre05.g245550.t1.1	PIK1
Cre05.g245700.t1.1	ANK25
Cre05.g245701.t1.1	FAP104
Cre05.g245701.t2.1	FAP104
Cre05.g245701.t3.1	FAP104
Cre05.g245900.t1.2	BCA2
Cre05.g245950.t1.1	DRP1
Cre05.g246050.t1.1	OTU3
Cre05.g246050.t2.1	OTU3
Cre05.g246150.t1.1	CYG13
Cre05.g246550.t1.2	LAO3
Cre05.g246800.t1.2	GUN4
Cre05.g247050.t1.2	COPT1
Cre05.g247100.t1.1	COTH1
Cre05.g247400.t1.2	RDP4
Cre05.g247450.t1.2	CGL56	RDP5
Cre05.g247600.t1.2	UBC2
Cre05.g247851.t1.1	CEP2
Cre05.g248000.t1.2	CGL29
Cre05.g248100.t1.2	ANK1
Cre05.g248150.t1.2	PGA2
Cre05.g248400.t1.2	CAH4
Cre05.g248450.t1.2	CAH5
Cre05.g248500.t1.2	TRXO
Cre05.g248600.t1.2	PCC1
Cre06.g249150.t1.1	MAPKK1
Cre06.g249200.t1.2	ARP4
Cre06.g249250.t1.2	RPL7AE
Cre06.g249300.t1.2	ARP5
Cre06.g249350.t1.1	DMC3
Cre06.g249500.t1.1	DMC7
Cre06.g249650.t1.1	CGL55
Cre06.g249650.t2.1	CGL55
Cre06.g249900.t1.2	FAP75
Cre06.g250100.t1.2	HSP70B
Cre06.g250200.t1.2	SAS1	METM
Cre06.g250250.t1.2	ATPVC
Cre06.g250300.t1.2	DHC1B	DHC16
Cre06.g250400.t1.2	CSB28
Cre06.g250650.t1.2	DRP4A	DRP4
Cre06.g250800.t1.1	CRB1
Cre06.g250800.t2.1	CRB1
Cre06.g250850.t1.1	MSH1
Cre06.g250902.t1.1	METH
Cre06.g251100.t1.2	NMT1
Cre06.g251150.t1.2	OHP2
Cre06.g251200.t1.2	IFT43
Cre06.g251250.t1.1	HKR3
Cre06.g251300.t1.2	SMP6B
Cre06.g251400.t1.2	MME6
Cre06.g251450.t1.1	NIC7
Cre06.g251500.t1.2	SPS1
Cre06.g251550.t1.1	SPP1C
Cre06.g251600.t1.2	EIF5B2
Cre06.g251650.t1.1	PTC1
Cre06.g251800.t1.2	RFC4
Cre06.g251900.t1.2	ALB3.1
Cre06.g252000.t1.2	LZTFL1
Cre06.g252200.t1.2	TOC34
Cre06.g252300.t1.2	PDK1
Cre06.g252350.t1.2	CGL70
Cre06.g252350.t2.1	CGL70
Cre06.g252550.t1.1	DLA3
Cre06.g252650.t1.2	LEU1S
Cre06.g252750.t1.1	FUS1
Cre06.g252892.t1.1	MTA4A
Cre06.g252892.t2.1	MTA4A
Cre06.g252892.t3.1	MTA4A
Cre06.g253000.t1.1	MTA1
Cre06.g253051.t1.1	MTA3A
Cre06.g253200.t1.1	PKY1
Cre06.g253350.t1.2	GCSH
Cre06.g253404.t1.1	CCDC103
Cre06.g253750.t1.2	EZY2
Cre06.g253750.t2.1	EZY2
Cre06.g254100.t1.1	HRP6
Cre06.g254150.t1.2	UTP1
Cre06.g254175.t1.1	PR72
Cre06.g254400.t1.1	FUM1
Cre06.g255300.t1.2	CGLD28
Cre06.g255350.t1.2	THI10
Cre06.g255450.t1.1	MAT3
Cre06.g255600.t1.1	EZY1A
Cre06.g255650.t1.1	EZY1B
Cre06.g255750.t1.1	EZY1C	EZY1
Cre06.g256200.t1.2	HAT3
Cre06.g256250.t1.2	TEF14
Cre06.g256450.t1.2	FAP119
Cre06.g256750.t1.2	FAT1
Cre06.g256800.t1.1	SND1A
Cre06.g256800.t2.1	SND1A
Cre06.g256850.t1.1	SND1B
Cre06.g256850.t2.1	SND1B
Cre06.g256900.t1.1	SND1C
Cre06.g256950.t1.2	SND1D
Cre06.g257000.t1.2	SULP3
Cre06.g257050.t1.1	GBS2
Cre06.g257150.t1.2	RPL37A
Cre06.g257250.t1.1	BBS2
Cre06.g257450.t1.2	ATPVL1
Cre06.g257500.t1.2	FTT2
Cre06.g257550.t1.2	UCP2
Cre06.g257600.t1.1	FA1
Cre06.g257600.t2.1	FA1
Cre06.g257601.t1.2	PRX1
Cre06.g257650.t1.2	MSRA2
Cre06.g257800.t1.1	POL1-1
Cre06.g257950.t1.2	AST4
Cre06.g258051.t1.1	NCL2	OPR21
Cre06.g258650.t1.2	PGM6
Cre06.g258700.t1.1	PYC1
Cre06.g258733.t1.1	LEU2
Cre06.g258733.t2.1	LEU2
Cre06.g258800.t1.1	GP2
Cre06.g258850.t1.2	EZY7
Cre06.g259150.t1.2	EFG8
Cre06.g259200.t1.1	SELB
Cre06.g259300.t1.2	EFS2
Cre06.g259500.t1.1	CYG2
Cre06.g259600.t1.1	VPS53
Cre06.g259650.t1.2	MPA7
Cre06.g259800.t1.2	CWC22
Cre06.g259850.t1.2	PRPL29
Cre06.g259900.t1.2	ATPC
Cre06.g260150.t1.2	FAP393
Cre06.g260200.t1.2	MCP18
Cre06.g260250.t1.2	CEM1
Cre06.g260350.t1.2	DNJ6
Cre06.g260400.t1.2	FAP287
Cre06.g260450.t1.2	LCI20
Cre06.g260550.t1.1	CYG1
Cre06.g260700.t1.2	UAPA6	XUV1
Cre06.g260750.t1.1	CYG23
Cre06.g260850.t1.2	NOP14
Cre06.g261000.t1.2	PSBR
Cre06.g261150.t1.2	BIO2
Cre06.g261200.t1.2	ERG5
Cre06.g261500.t1.2	CPLD58
Cre06.g261650.t1.1	PFD1
Cre06.g261900.t1.2	FAP71
Cre06.g261950.t1.2	ANK11
Cre06.g262000.t1.2	SNR5
Cre06.g262050.t1.2	AEP1
Cre06.g262100.t1.1	GSR1
Cre06.g262250.t1.2	AP1M1
Cre06.g262300.t1.2	CYN51
Cre06.g262450.t1.1	VTE7
Cre06.g262650.t1.1	TAA1	OPR22
Cre06.g262700.t1.1	QCR7
Cre06.g262850.t1.2	RAB23
Cre06.g262900.t1.2	PFK1
Cre06.g263050.t1.2	EFP2
Cre06.g263200.t1.1	FAP325
Cre06.g263450.t1.2	EEF1A3
Cre06.g263450.t2.1	EEF1A3
Cre06.g263550.t1.2	SELU1	LCI7
Cre06.g264150.t1.1	MAW11
Cre06.g264200.t1.2	SDH2
Cre06.g264300.t1.2	PRPS15
Cre06.g264350.t1.2	PRPL13
Cre06.g264450.t1.2	AOT5
Cre06.g264550.t1.2	CGL81
Cre06.g264600.t1.2	HFO14
Cre06.g264650.t1.2	HTR14
Cre06.g264700.t1.2	CSS1
Cre06.g264750.t1.2	HTA14
Cre06.g264800.t1.2	HTB14
Cre06.g264900.t1.1	HTB13
Cre06.g264950.t1.2	HTA13
Cre06.g265000.t1.2	HTR13
Cre06.g265050.t1.2	HFO13
Cre06.g265200.t1.2	HFO12
Cre06.g265250.t1.2	HTR12
Cre06.g265300.t1.2	CSS2
Cre06.g265350.t1.2	HTA12
Cre06.g265400.t1.2	HTB12
Cre06.g265450.t1.2	HFO11B
Cre06.g265500.t1.2	HTR11B
Cre06.g265800.t1.2	PRPL28
Cre06.g265850.t1.1	CTPA2	TSP2
Cre06.g265950.t1.1	DHC3
Cre06.g266383.t1.1	HEL26
Cre06.g266600.t1.2	HFO11
Cre06.g266650.t1.2	HTR11
Cre06.g266700.t1.2	HTA11
Cre06.g266750.t1.2	HTB11
Cre06.g267100.t1.2	SRP68
Cre06.g267200.t1.2	NUO21
Cre06.g267250.t1.1	MKP2
Cre06.g267550.t1.2	BBS5
Cre06.g267600.t1.2	LCYE1	LCYE
Cre06.g267600.t2.1	LCYE1	LCYE
Cre06.g267700.t1.2	SPP1B
Cre06.g267800.t1.1	MML1	MCP8
Cre06.g267800.t2.1	MCP8	MML1
Cre06.g267850.t1.2	PLS1
Cre06.g267950.t1.2	HTR10
Cre06.g268000.t1.2	HFO10
Cre06.g268050.t1.2	HTA10
Cre06.g268100.t1.2	HTB10
Cre06.g268150.t1.1	CNK3
Cre06.g268200.t1.2	TGD1
Cre06.g268250.t1.2	HTB9
Cre06.g268300.t1.2	HTA9
Cre06.g268350.t1.2	HTR9
Cre06.g268400.t1.2	HFO9
Cre06.g268550.t1.1	CGL121	CSL1
Cre06.g268550.t2.1	CGL121	CSL1
Cre06.g268600.t1.2	NAB1
Cre06.g268650.t1.1	FAP279
Cre06.g268650.t2.1	FAP279
Cre06.g268750.t1.2	MME1
Cre06.g268800.t1.2	IFT139
Cre06.g269050.t1.2	TIC62
Cre06.g269200.t1.1	CYA7
Cre06.g269200.t2.1	CYA7
Cre06.g269200.t3.1	CYA7
Cre06.g269300.t1.2	CGL120
Cre06.g269450.t1.2	EIF3G
Cre06.g269550.t1.1	COQ9
Cre06.g269752.t1.2	TRX15
Cre06.g269950.t1.2	CDC48
Cre06.g270100.t1.1	SBE2
Cre06.g270150.t1.1	MITC13	MCP13
Cre06.g270250.t1.1	CDC45
Cre06.g270350.t1.1	AMYB2	AMB2
Cre06.g270650.t1.2	MRPL43
Cre06.g270900.t1.2	SUV3
Cre06.g271050.t1.1	URN1
Cre06.g271100.t1.1	CDKG1
Cre06.g271150.t1.1	FAP74
Cre06.g271200.t1.2	PNO1
Cre06.g271250.t1.2	HTR8
Cre06.g271300.t1.2	HFO8
Cre06.g271350.t1.2	HTA8
Cre06.g271376.t1.1	HTB8
Cre06.g271800.t1.2	LCI36
Cre06.g271800.t2.1	LCI36
Cre06.g271950.t1.2	GC6
Cre06.g272050.t1.2	PGM1	GPM1
Cre06.g272250.t1.1	PHC27
Cre06.g272300.t1.2	CPLD57
Cre06.g272450.t1.1	MBI1
Cre06.g272650.t1.2	LHCA8
Cre06.g272800.t1.2	RPS8
Cre06.g272850.t1.2	PRPL10
Cre06.g272900.t1.2	AOF3
Cre06.g272950.t1.1	RPS18
Cre06.g273050.t1.2	CGLD10
Cre06.g273300.t1.2	TST1
Cre06.g273600.t1.2	RPS27A
Cre06.g273700.t1.2	HCF136
Cre06.g273750.t1.1	SABC
Cre06.g273850.t1.2	HTB7
Cre06.g273900.t1.2	HTA7
Cre06.g273950.t1.2	HFO7
Cre06.g274000.t1.2	HTR7
Cre06.g274101.t1.1	HTR6
Cre06.g274150.t1.2	HFO6
Cre06.g274200.t1.2	HTA6
Cre06.g274250.t1.2	HTB6
Cre06.g274300.t1.2	HFO5
Cre06.g274350.t1.2	HTR5
Cre06.g274400.t1.2	HTA42
Cre06.g274650.t1.1	NUOAF4
Cre06.g274700.t1.1	OTU4
Cre06.g274750.t1.2	HTB4
Cre06.g274800.t1.2	HTA4
Cre06.g274850.t1.2	HTR4
Cre06.g274900.t1.2	HFO4
Cre06.g275050.t1.1	GGH2
Cre06.g275150.t1.2	CGL69
Cre06.g275350.t1.1	ROC40
Cre06.g275550.t1.1	RWP2
Cre06.g275650.t1.2	RPN3
Cre06.g275700.t1.2	HFO3
Cre06.g275750.t1.2	HTR3
Cre06.g275800.t1.2	HTB3
Cre06.g275850.t1.2	HTA3
Cre06.g275900.t1.2	HON3
Cre06.g275950.t1.1	FAP395
Cre06.g276001.t1.1	TOM5
Cre06.g276500.t1.2	HTA2
Cre06.g276550.t1.2	HTB2
Cre06.g276600.t1.2	HTR2
Cre06.g276650.t1.2	HFO2
Cre06.g276800.t1.2	HFO1
Cre06.g276850.t1.2	HTR1
Cre06.g276900.t1.2	HTB1
Cre06.g276950.t1.2	HTA1
Cre06.g277200.t1.2	BIO1
Cre06.g277350.t1.1	HDA13
Cre06.g277801.t1.1	DNL4	DNL7
Cre06.g278088.t1.1	HAV3
Cre06.g278090.t1.1	MRPL1
Cre06.g278093.t1.1	ELG20
Cre06.g278094.t1.1	ELG14
Cre06.g278096.t1.1	SELU2
Cre06.g278117.t1.1	CPLD7
Cre06.g278123.t1.1	VPS39
Cre06.g278135.t1.1	RPL21
Cre06.g278138.t1.1	OPR119
Cre06.g278143.t1.1	GAE
Cre06.g278160.t1.1	PRL5
Cre06.g278162.t1.1	PHC3
Cre06.g278163.t1.1	ARG9
Cre06.g278166.t1.1	PRL4
Cre06.g278170.t1.1	FAP237
Cre06.g278171.t1.1	CGL132
Cre06.g278173.t1.1	OPR59
Cre06.g278177.t1.1	DNL6
Cre06.g278185.t1.1	UGD2
Cre06.g278187.t1.1	MOT4
Cre06.g278187.t2.1	MOT4
Cre06.g278188.t1.1	NUOB18
Cre06.g278194.t1.1	FAP236
Cre06.g278200.t1.1	ROC66
Cre06.g278209.t1.1	PRL8
Cre06.g278209.t2.1	PRL8
Cre06.g278210.t1.1	GPM1
Cre06.g278212.t1.1	CGL46
Cre06.g278213.t1.1	LHCA6
Cre06.g278219.t1.1	SSA6
Cre06.g278220.t1.1	ELG38
Cre06.g278224.t1.1	MRPL16
Cre06.g278233.t1.1	OPR60
Cre06.g278234.t1.1	FAP343
Cre06.g278237.t1.1	CPLD34
Cre06.g278239.t1.1	SRS7
Cre06.g278239.t2.1	SRS7
Cre06.g278249.t1.1	AST5
Cre06.g278252.t1.1	GOX18
Cre06.g278256.t1.1	RPN8
Cre06.g278350.t1.1	AGD1
Cre06.g278451.t1.1	PDK2
Cre06.g278750.t1.2	UCP1
Cre06.g278850.t1.1	MND1
Cre06.g279000.t1.2	PBA1
Cre06.g279100.t1.2	DPY30
Cre06.g279150.t1.2	TSD2
Cre06.g279250.t1.2	PYM1
Cre06.g279474.t1.1	MUT68
Cre06.g279500.t1.1	CPL6
Cre06.g279650.t1.1	OPR24
Cre06.g279750.t1.2	MAP1A
Cre06.g279900.t1.1	VFL3
Cre06.g280050.t1.2	XRN1
Cre06.g280150.t1.2	PSBP9
Cre06.g280420.t1.2	PAP6
Cre06.g280600.t1.2	GEX1
Cre06.g280650.t1.2	CGL59
Cre06.g280850.t1.1	PBG1
Cre06.g280900.t1.1	VTI2
Cre06.g280900.t2.1	VTI2
Cre06.g280900.t3.1	VTI2
Cre06.g280950.t1.2	PYK2
Cre06.g281050.t1.2	VPS5A
Cre06.g281100.t1.1	MUT9
Cre06.g281250.t1.2	CFA1
Cre06.g281350.t1.2	LON1
Cre06.g281400.t1.1	NAH1
Cre06.g281450.t1.1	SRR22
Cre06.g281500.t1.1	OPR25
Cre06.g281600.t1.2	LCI23
Cre06.g281600.t2.1	LCI23
Cre06.g281900.t1.2	ZIP7
Cre06.g282000.t1.1	STA3
Cre06.g282000.t2.1	STA3
Cre06.g282150.t1.1	CNX1G
Cre06.g282200.t1.2	SNF7
Cre06.g282450.t1.2	PHX11
Cre06.g282500.t1.2	RPL23A
Cre06.g282600.t1.1	HEL27
Cre06.g282651.t1.1	TRX16
Cre06.g282800.t1.2	ICL1
Cre06.g283000.t1.1	CGLD39
Cre06.g283050.t1.2	LHCA1
Cre06.g283100.t1.2	FAP85
Cre06.g283350.t1.1	MRPS34
Cre06.g283400.t1.2	CGL101
Cre06.g283750.t1.2	HST1
Cre06.g283950.t1.2	LHCBM4
Cre06.g284050.t1.2	TAF1
Cre06.g284100.t1.2	RHP1
Cre06.g284150.t1.1	RHP2
Cre06.g284200.t1.2	LHCBM9
Cre06.g284250.t1.2	LHCBM8
Cre06.g284350.t1.1	CYCD3
Cre06.g284500.t1.2	RPH1
Cre06.g284600.t1.2	RBD2
Cre06.g284650.t1.2	MKP6
Cre06.g284700.t1.2	AAT2
Cre06.g284750.t1.2	EFG3
Cre06.g284900.t1.2	CYN20-1
Cre06.g284900.t2.1	CYN20-1
Cre06.g285150.t1.2	APX2
Cre06.g285200.t1.1	NDH1
Cre06.g285250.t1.2	LHCBM6
Cre06.g285300.t1.1	SUT1
Cre06.g285401.t1.1	FAP355
Cre06.g285600.t1.2	RWP5
Cre06.g285600.t2.1	RWP5
Cre06.g285650.t1.2	ORC6
Cre06.g285900.t1.1	FAP396
Cre06.g286050.t1.2	MCP20
Cre06.g286250.t1.2	MPC1
Cre06.g286300.t1.2	COQ5B
Cre06.g286350.t1.2	UMM6
Cre06.g286650.t1.1	DMC4
Cre06.g286800.t1.2	HBP1
Cre06.g287100.t1.1	CAM11
Cre06.g287176.t1.2	CPLD67
Cre06.g287250.t1.2	COG4
Cre06.g287750.t1.2	PYR8
Cre06.g288050.t1.2	MGTE
Cre06.g288050.t2.1	MGTE
Cre06.g288400.t1.1	MRPS11
Cre06.g288500.t1.2	RRA2
Cre06.g288550.t1.2	ECP76
Cre06.g288700.t1.2	GYD1
Cre06.g288750.t1.2	CBP20
Cre06.g289150.t1.1	MTP5
Cre06.g289350.t1.1	PRFA2
Cre06.g289400.t1.2	PDE11
Cre06.g289400.t2.1	PDE11
Cre06.g289426.t1.1	CSB29
Cre06.g289550.t1.2	RPL32
Cre06.g289700.t1.2	BET5
Cre06.g289750.t1.1	CYCD2
Cre06.g289800.t1.2	CAM12
Cre06.g289850.t1.1	SBE1
Cre06.g289900.t1.1	HEN2
Cre06.g289950.t1.1	HEL28
Cre06.g290000.t1.1	GIP1
Cre06.g290100.t1.2	SYP6
Cre06.g290150.t1.1	CGL65
Cre06.g290200.t1.2	CYG39
Cre06.g290400.t1.1	HDA5
Cre06.g290400.t2.1	HDA5
Cre06.g290676.t1.1	PHC48
Cre06.g290800.t1.1	RMG1
Cre06.g290950.t1.2	RPS5
Cre06.g291150.t1.1	HEL29
Cre06.g291500.t1.2	RWP6
Cre06.g291600.t1.1	ETK1
Cre06.g291600.t2.1	ETK1
Cre06.g291650.t1.2	FDX11
Cre06.g291700.t1.2	RSP3
Cre06.g291800.t1.2	COQ2
Cre06.g291900.t1.2	PHD1
Cre06.g291950.t1.2	MRS4
Cre06.g292050.t1.2	MMP21
Cre06.g292183.t1.1	CAM13
Cre06.g292249.t1.1	PHC50
Cre06.g292350.t1.2	AOC4
Cre06.g292400.t1.1	SOUL5
Cre06.g292450.t1.2	PUS13
Cre06.g292500.t1.2	CYN23b	CYN23
Cre06.g292500.t2.1	CYN23	CYN23b
Cre06.g292500.t3.1	CYN23	CYN23b
Cre06.g292550.t1.2	FAP15
Cre06.g292600.t1.1	OPR26
Cre06.g292650.t1.1	ROC93
Cre06.g292800.t1.1	UBC17
Cre06.g292850.t1.2	CDC6
Cre06.g293051.t1.1	AMT3
Cre06.g293150.t1.2	PGM12
Cre06.g293516.t1.1	DEGO2
Cre06.g293700.t1.2	MRPL7
Cre06.g293800.t1.1	ARS16
Cre06.g293850.t1.2	CAG2
Cre06.g293950.t1.2	SHMT2
Cre06.g294000.t1.1	CGL113
Cre06.g294250.t1.2	PHC49
Cre06.g294400.t1.1	NIS1
Cre06.g294650.t1.2	AGT1
Cre06.g294750.t1.2	CHLG
Cre06.g294800.t1.1	CPLD37
Cre06.g294850.t1.2	UBC10
Cre06.g294950.t1.1	ENR1
Cre06.g295200.t1.2	CPH1
Cre06.g295400.t1.2	MCP11
Cre06.g295450.t1.2	HPR1
Cre06.g295600.t1.2	RME1
Cre06.g295700.t1.1	MCM3
Cre06.g296000.t1.2	PSK1
Cre06.g296050.t1.1	FMO6
Cre06.g296250.t1.1	SYK1
Cre06.g296300.t1.1	SRR1
Cre06.g296300.t2.1	SRR1
Cre06.g296350.t1.1	ULP1
Cre06.g296550.t1.2	FMO3
Cre06.g296600.t1.2	RFS1
Cre06.g296650.t1.2	HYDG
Cre06.g296700.t1.2	HYDG1
Cre06.g296750.t1.2	HYDEF1
Cre06.g296850.t1.2	FAP81
Cre06.g297150.t1.1	RWP9
Cre06.g297200.t1.2	FAP108
Cre06.g297850.t1.1	DHC12
Cre06.g298100.t1.2	SUI1A
Cre06.g298300.t1.1	MRL1
Cre06.g298350.t1.2	FAP224
Cre06.g298550.t1.1	FMO7
Cre06.g298550.t2.1	FMO7
Cre06.g298650.t1.2	EIF4A
Cre06.g298750.t1.2	AOT4
Cre06.g298800.t1.1	LTH5
Cre06.g298800.t2.1	LTH5
Cre06.g298800.t3.1	LTH5
Cre06.g298850.t1.2	LTH6
Cre06.g299000.t1.2	PRPL21
Cre06.g299050.t1.2	DGTT3
Cre06.g299150.t1.1	PHC26
Cre06.g299300.t1.2	TUG1
Cre06.g299350.t1.1	FBB15
Cre06.g299600.t1.2	ZRT4	ZIP6
Cre06.g299650.t1.2	CLPR6
