pacId	locusName	transcriptName	peptideName	Pfam	Panther	KOG	ec	KO	GO	Best-hit-arabi-name	arabi-symbol	arabi-defline	Best-hit-chlamy-name	chlamy-symbol	chlamy-defline
38249328	Cz06g11100	Cz06g11100.t1	Cz06g11100.t1	PF05773,PF07714,PF00069	PTHR11042,PTHR11042:SF90	KOG0583,KOG0032,KOG1033,KOG0198	2.7.11.1	K16196	GO:0005515,GO:0006468,GO:0004672,GO:0005524	AT3G59410.1	GCN2	protein kinase family protein	Cre01.g038000.t1.1	g851.t1	
38249240	Cz06g11110	Cz06g11110.t1	Cz06g11110.t1	PF02469											
38248836	Cz06g11120	Cz06g11120.t1	Cz06g11120.t1		PTHR34044					AT1G16080.1			Cre10.g435850.t1.2	g10747.t1,Cre10.g435850.t1.1	Predicted protein
38249254	Cz06g11130	Cz06g11130.t1	Cz06g11130.t1	PF04851,PF00271	PTHR24031,PTHR24031:SF181	KOG0331	3.6.4.13	K13179	GO:0016787,GO:0005524,GO:0003677	AT3G06980.1		DEA(D/H)-box RNA helicase family protein	Cre10.g436650.t1.1	g10764.t1,HEL45	
38248581	Cz06g11140	Cz06g11140.t1	Cz06g11140.t1												
38249403	Cz06g11150	Cz06g11150.t1	Cz06g11150.t1	PF00665	PTHR24559,PTHR24559:SF201		2.7.7.7,3.1.26.4,2.7.7.49		GO:0015074	ATMG00860.1		DNA/RNA polymerases superfamily protein	Cre05.g235400.t1.2	g5413.t1,Cre05.g235400.t1.1	
38248685	Cz06g11160	Cz06g11160.t1	Cz06g11160.t1	PF08284	PTHR10178,PTHR10178:SF283		2.7.7.7,3.1.26.4,2.7.7.49						Cre11.g467733.t1.1	g11663.t1	
38249257	Cz06g11170	Cz06g11170.t1	Cz06g11170.t1	PF00098,PF03732					GO:0008270,GO:0003676						
38248915	Cz06g11180	Cz06g11180.t1	Cz06g11180.t1	PF00170	PTHR22952				GO:0043565,GO:0006355,GO:0003700	AT2G04038.1	AtbZIP48,bZIP48	basic leucine-zipper 48	Cre10.g438850.t1.2	g10808.t1,Cre10.g438850.t1.1,ROC76	
38248510	Cz06g11190	Cz06g11190.t1	Cz06g11190.t1		PTHR13140										
38248679	Cz06g11200	Cz06g11200.t1	Cz06g11200.t1	PF00400	PTHR22847	KOG0296,KOG0315			GO:0005515	AT4G02730.1		Transducin/WD40 repeat-like superfamily protein	Cre01.g039500.t1.2	g882.t1,Cre01.g039500.t1.1	Flagellar Associated Protein
38248524	Cz06g11210	Cz06g11210.t1	Cz06g11210.t1	PF05066					GO:0006355,GO:0006351				Cre10.g441800.t1.1	g10871.t1	
38248762	Cz06g11220	Cz06g11220.t1	Cz06g11220.t1												
38249075	Cz06g11230	Cz06g11230.t1	Cz06g11230.t1										Cre01.g034500.t1.2	g779.t1,Cre01.g034500.t1.1	
38248828	Cz06g11240	Cz06g11240.t1	Cz06g11240.t1	PF13242	PTHR19288,PTHR19288:SF3		3.6.1.1			AT5G10460.1		Haloacid dehalogenase-like hydrolase (HAD) superfamily protein	Cre14.g609300.t1.2	g14689.t1,Cre14.g609300.t1.1	
38248469	Cz06g11250	Cz06g11250.t1	Cz06g11250.t1	PF02984,PF00134	PTHR10177			K06627	GO:0005634	AT1G77390.1	CYCA1,CYCA1;2,DYP,TAM	CYCLIN A1;2	Cre03.g207900.t1.1	g4151.t1	A-type cyclin
38248529	Cz06g11260	Cz06g11260.t1	Cz06g11260.t1	PF05153	PTHR12588	KOG1573	1.13.99.1		GO:0055114,GO:0050113,GO:0019310,GO:0005737,GO:0005506	AT1G14520.1	MIOX1	myo-inositol oxygenase 1	Cre01.g025850.t1.2	g594.t1,Cre01.g025850.t1.1	
38249127	Cz06g12010	Cz06g12010.t1	Cz06g12010.t1	PF08241	PTHR10108,PTHR10108:SF730	KOG3010			GO:0008168,GO:0008152	AT2G41040.1		S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	Cre02.g084300.t1.2	g1555.t1,Cre02.g084300.t1.1,UMM2	Ubiquinone/menaquinone biosynthesis methyltransferase
38248917	Cz06g12020	Cz06g12020.t1	Cz06g12020.t1	PF00549,PF00285	PTHR23118		2.3.3.8	K01648	GO:0008152,GO:0003824,GO:0046912	AT3G06650.1	ACLB-1	ATP-citrate lyase B-1	Cre02.g088600.t1.2	g1650.t1,Cre02.g088600.t1.1,ACL2,ACLB1	ATP citrate lyase, subunit B
38249376	Cz06g12030	Cz06g12030.t1	Cz06g12030.t1										Cre10.g439950.t1.1	g10831.t1	
38249189	Cz06g12040	Cz06g12040.t1	Cz06g12040.t1	PF02536					GO:0006355,GO:0005739,GO:0003690				Cre01.g038300.t1.2	g857.t1,Cre01.g038300.t1.1	
38248942	Cz06g12050	Cz06g12050.t1	Cz06g12050.t1	PF00173,PF00487	PTHR19353,PTHR19353:SF30	KOG4232		K12418	GO:0006629	AT2G46210.1		Fatty acid/sphingolipid desaturase	Cre01.g037700.t1.2	g845.t1,Cre01.g037700.t1.1,FAD3	Fatty acid desaturase; Linoleate desaturase
38248705	Cz06g12060	Cz06g12060.t1	Cz06g12060.t1	PF00211			4.6.1.1		GO:0035556,GO:0016849,GO:0009190				Cre07.g321000.t1.1	g7421.t1	Adenylate/guanylate cyclase
38248742	Cz06g12070	Cz06g12070.t1	Cz06g12070.t1	PF16094	PTHR15069					AT3G25545.1			Cre01.g037650.t1.2	g844.t1,Cre01.g037650.t1.1	
38248491	Cz06g12080	Cz06g12080.t1	Cz06g12080.t1	PF00479,PF02781	PTHR23429		1.1.1.49	K00036	GO:0055114,GO:0050661,GO:0006006,GO:0004345	AT5G40760.1	G6PD6	glucose-6-phosphate dehydrogenase 6	Cre17.g725550.t1.2	g17547.t1,Cre17.g725550.t1.1	Glucose-6-phosphate-1-dehydrogenase
38248453	Cz06g12090	Cz06g12090.t1	Cz06g12090.t1	PF00069	PTHR24362,PTHR24362:SF160		2.7.11.1	K06641	GO:0006468,GO:0005524,GO:0004672	AT4G08500.1	ARAKIN,ATMEKK1,MAPKKK8,MEKK1	MAPK/ERK kinase kinase 1	Cre17.g735550.t1.1	g17794.t1	
38248542	Cz06g12100	Cz06g12100.t1	Cz06g12100.t1												
38249139	Cz06g12110	Cz06g12110.t1	Cz06g12110.t1	PF05879	PTHR11649,PTHR11649:SF62	KOG2203				AT5G45160.1		Root hair defective 3 GTP-binding protein (RHD3)	Cre10.g439600.t1.1	g10824.t1	
38248507	Cz06g12120	Cz06g12120.t1	Cz06g12120.t1		PTHR21228								Cre11.g467649.t1.1	g11580.t1,Cre18.g746250.t1.1,Cre18.g746250.t1.2	RAP-domain containing protein with FAST leucine-rich domain
38248601	Cz06g12130	Cz06g12130.t1	Cz06g12130.t1	PF11976	PTHR10562	KOG1769		K12160		AT5G55160.1	ATSUMO2,SUM2,SUMO 2,SUMO2	small ubiquitin-like modifier 2	Cre16.g675749.t1.1	g16733.t1,Cre01.g066450.t1.1,Cre01.g066450.t1.2	Small ubiquitin-like modifier (SUMO)
38248608	Cz06g12140	Cz06g12140.t1	Cz06g12140.t1										Cre12.g558150.t1.2	g13367.t1,Cre12.g558150.t1.1	
38249028	Cz06g12150	Cz06g12150.t1	Cz06g12150.t1	PF00226	PTHR15606,PTHR15606:SF4	KOG1150		K09528		AT5G22080.1		Chaperone DnaJ-domain superfamily protein	Cre12.g557950.t1.2	g13371.t1,Cre12.g557950.t1.1	DnaJ-like protein
38248640	Cz06g12160	Cz06g12160.t1	Cz06g12160.t1	PF11051	PTHR31646,PTHR31646:SF1				GO:0016757,GO:0006486				Cre10.g427550.t1.1	g10561.t1	
38248576	Cz06g12170	Cz06g12170.t1	Cz06g12170.t1	PF00885	PTHR21058	KOG3243	2.5.1.78	K00794	GO:0009349,GO:0009231	AT2G44050.1	COS1	6,7-dimethyl-8-ribityllumazine synthase / DMRL synthase / lumazine synthase / riboflavin synthase	Cre02.g088850.t1.2	g1656.t1,Cre02.g088850.t1.1,RFS2	
38248949	Cz06g12180	Cz06g12180.t1	Cz06g12180.t1	PF13847	PTHR11006,PTHR11006:SF68	KOG1499	2.1.1.125	K11434	GO:0008168,GO:0006479	AT1G04870.2	ATPRMT10,PRMT10	protein arginine methyltransferase 10	Cre12.g558100.t1.2	g13368.t1,Cre12.g558100.t1.1,PRM2	Protein-/Histone-arginine N-methyltransferase
38248614	Cz06g12190	Cz06g12190.t1	Cz06g12190.t1		PTHR10066,PTHR10066:SF12	KOG2230	3.2.1.25	K01192	GO:0046355,GO:0004567	AT1G09010.1		glycoside hydrolase family 2 protein	Cre11.g478184.t1.1	g11872.t1	
38249086	Cz06g12200	Cz06g12200.t1	Cz06g12200.t1	PF00436	PTHR10302				GO:0003697,GO:0006260	AT5G44785.1	OSB3	organellar single-stranded DNA binding protein 3	Cre12.g483700.t1.2	g12006.t1,Cre12.g483700.t1.1,RB38	Chloroplast-targeted RNA-binding protein
38249082	Cz06g12210	Cz06g12210.t1	Cz06g12210.t1										Cre10.g429400.t1.1	g10607.t1	
38249326	Cz06g12220	Cz06g12220.t1	Cz06g12220.t1												
38248470	Cz06g12230	Cz06g12230.t1	Cz06g12230.t1	PF08512,PF03531	PTHR13711,PTHR13711:SF201	KOG0526		K09272		AT3G28730.1	ATHMG,HMG,NFD,SSRP1	high mobility group	Cre01.g029450.t1.1	g670.t1	
38249396	Cz06g12240	Cz06g12240.t1	Cz06g12240.t1	PF03124	PTHR10783				GO:0016021	AT2G32295.1		EXS (ERD1/XPR1/SYG1) family protein	Cre01.g026400.t1.1	g606.t1	
38248803	Cz06g12250	Cz06g12250.t1	Cz06g12250.t1										Cre06.g288850.t1.2	g6703.t1,Cre06.g288850.t1.1	
38248924	Cz06g12260	Cz06g12260.t1	Cz06g12260.t1	PF00560	PTHR24107,PTHR24107:SF2				GO:0005515	AT1G10510.1	emb2004	RNI-like superfamily protein	Cre01.g045350.t1.2	g1014.t1,Cre01.g045350.t1.1,FAP155	Flagellar Associated Protein
38248718	Cz06g12270	Cz06g12270.t1	Cz06g12270.t1										Cre01.g045500.t1.2	g1018.t1,Cre01.g045500.t1.1	
38248721	Cz06g12280	Cz06g12280.t1	Cz06g12280.t1	PF00582					GO:0006950				Cre01.g045500.t1.2	g1018.t1,Cre01.g045500.t1.1	
38249175	Cz06g12290	Cz06g12290.t1	Cz06g12290.t1	PF06159	PTHR13134,PTHR13134:SF3	KOG2625				AT2G47960.1					
38248520	Cz06g13010	Cz06g13010.t1	Cz06g13010.t1	PF04851,PF00271	PTHR24031,PTHR24031:SF219		3.6.4.13	K12823	GO:0016787,GO:0005524,GO:0003677	AT1G55150.1		DEA(D/H)-box RNA helicase family protein	Cre01.g028200.t1.1	g644.t2,DBP2,HEL6	DEAD-box RNA helicase
38248619	Cz06g13020	Cz06g13020.t1	Cz06g13020.t1		PTHR24031,PTHR24031:SF219		3.6.4.13	K12823		AT5G14610.1		DEAD box RNA helicase family protein	Cre01.g028200.t1.1	g644.t2,DBP2,HEL6	DEAD-box RNA helicase
38249415	Cz06g13030	Cz06g13030.t1	Cz06g13030.t1	PF01202	PTHR21087,PTHR21087:SF8		2.7.1.71	K00891		AT4G39540.2	ATSK2,SK2	shikimate kinase 2	Cre10.g436350.t1.1	g10758.t1,SHK5,SHKF1	Shikimate kinase
38248554	Cz06g13040	Cz06g13040.t1	Cz06g13040.t1	PF10607	PTHR12864	KOG2659				AT1G61150.1		LisH and RanBPM domains containing protein	Cre01.g029050.t1.2	g662.t1,Cre01.g029050.t1.1	
38248983	Cz06g13050	Cz06g13050.t1	Cz06g13050.t1	PF00468	PTHR14503			K02914	GO:0006412,GO:0005840,GO:0005622,GO:0003735	AT1G29070.1		Ribosomal protein L34	Cre01.g030050.t1.2	g682.t1,Cre01.g030050.t1.1	Plastid ribosomal protein L34
38248716	Cz06g13060	Cz06g13060.t1	Cz06g13060.t1												
38249044	Cz06g13070	Cz06g13070.t1	Cz06g13070.t1	PF03134	PTHR12300					AT1G19950.1	HVA22H	HVA22-like protein H (ATHVA22H)	Cre01.g027900.t1.2	g638.t1,Cre01.g027900.t1.1	
38249224	Cz06g13080	Cz06g13080.t1	Cz06g13080.t1		PTHR31432,PTHR31432:SF0				GO:0048487,GO:0042384,GO:0042073,GO:0030992				Cre01.g027950.t1.2	g639.t1,Cre01.g027950.t1.1,IFT72	Intraflagellar transport protein 74/72
38249079	Cz06g13090	Cz06g13090.t1	Cz06g13090.t1												
38249049	Cz06g13100	Cz06g13100.t1	Cz06g13100.t1	PF06011	PTHR11319								Cre01.g052750.t1.1	g1167.t1	
38249226	Cz06g13110	Cz06g13110.t1	Cz06g13110.t1												
38248947	Cz06g13120	Cz06g13120.t1	Cz06g13120.t1										Cre01.g032750.t1.2	g740.t1,Cre01.g032750.t1.1	
38249347	Cz06g13130	Cz06g13130.t1	Cz06g13130.t1		PTHR13890	KOG2662		K16075		AT1G80900.1	ATMGT1,MGT1,MRS2-10	magnesium transporter 1	Cre01.g032800.t1.2	g741.t1,Cre01.g032800.t1.1,MRS2	
38248539	Cz06g13140	Cz06g13140.t1	Cz06g13140.t1	PF01554	PTHR11206	KOG1347		K03327	GO:0055085,GO:0016020,GO:0015297,GO:0015238,GO:0006855	AT2G04070.1		MATE efflux family protein	Cre01.g027764.t1.2	g635.t1,Cre01.g027764.t1.1	
38249029	Cz06g13150	Cz06g13150.t1	Cz06g13150.t1	PF11698,PF03224	PTHR10698	KOG2759		K02144	GO:0016820,GO:0015991,GO:0000221,GO:0046961	AT3G42050.1		vacuolar ATP synthase subunit H family protein	Cre01.g027800.t1.2	g636.t1,Cre01.g027800.t1.1,ATPVH,ATPvH	Vacuolar ATP synthase subunit H
38248986	Cz06g13160	Cz06g13160.t1	Cz06g13160.t1												
38248645	Cz06g13170	Cz06g13170.t1	Cz06g13170.t1												
38248647	Cz06g13180	Cz06g13180.t1	Cz06g13180.t1	PF00583	PTHR13355,PTHR13355:SF11		2.3.1.4	K00621	GO:0008080	AT5G15770.1	AtGNA1,GNA1	glucose-6-phosphate acetyltransferase 1	Cre12.g560200.t1.2	g13315.t1,Cre12.g560200.t1.1,NAT2	Glucosamine 6-phosphate N-acetyltransferase
38248751	Cz06g13190	Cz06g13190.t1	Cz06g13190.t1	PF14531	PTHR24361,PTHR24361:SF317	KOG0580	2.7.11.1	K08857		AT1G54510.1	ATNEK1,NEK1	NIMA-related serine/threonine kinase 1	Cre12.g560350.t1.1	g13312.t2,CNK2	NimA-related protein kinase
38248846	Cz06g13200	Cz06g13200.t1	Cz06g13200.t1										Cre12.g560350.t1.1	g13312.t2,CNK2	NimA-related protein kinase
38248844	Cz06g13210	Cz06g13210.t1	Cz06g13210.t1	PF01564	PTHR11558	KOG1562	2.5.1.16	K00797		AT1G23820.1	SPDS1	spermidine synthase 1	Cre12.g558450.t1.2	g13360.t1,Cre12.g558450.t1.1,SPD1	Spermidine synthase
38249258	Cz06g13220	Cz06g13220.t1	Cz06g13220.t1	PF13371,PF07719	PTHR11246,PTHR11246:SF11					AT3G17040.1	HCF107	high chlorophyll fluorescent 107	Cre09.g416200.t1.2	g10301.t1,Cre09.g416200.t1.1	PsbB mRNA maturation factor, chloroplastic; involved in splicing
38248889	Cz06g13230	Cz06g13230.t1	Cz06g13230.t1	PF00262	PTHR11073	KOG0674		K08057	GO:0051082,GO:0006457,GO:0005783,GO:0005509	AT1G09210.1	AtCRT1b,CRT1b	calreticulin 1b	Cre01.g038400.t1.2	g860.t1,Cre01.g038400.t1.1,CRT2	Calreticulin 2, calcium-binding protein
38248606	Cz06g13240	Cz06g13240.t1	Cz06g13240.t1												
38249322	Cz06g13250	Cz06g13250.t1	Cz06g13250.t1												
38249119	Cz06g13260	Cz06g13260.t1	Cz06g13260.t1										Cre10.g440600.t1.2	g10844.t1,Cre10.g440600.t1.1	
38248534	Cz06g13270	Cz06g13270.t1	Cz06g13270.t1	PF00076	PTHR18847,PTHR18847:SF0	KOG0121		K12883	GO:0003676,GO:0045292,GO:0005846,GO:0000339	AT5G44200.1	ATCBP20,CBP20	CAP-binding protein 20	Cre10.g437850.t1.1	g10787.t1,SAE1	
38248874	Cz06g13280	Cz06g13280.t1	Cz06g13280.t1	PF00856	PTHR13271,PTHR13271:SF19		2.1.1.43		GO:0005515	AT5G17240.1	SDG40	SET domain group 40	Cre10.g437829.t1.2	g10786.t1,Cre10.g437829.t1.1	
38248921	Cz06g13290	Cz06g13290.t1	Cz06g13290.t1	PF03151	PTHR11132	KOG1441				AT1G21070.1		Nucleotide-sugar transporter family protein	Cre17.g710850.t1.2	g17213.t1,Cre17.g710850.t1.1,TPT29	
38249235	Cz06g13300	Cz06g13300.t1	Cz06g13300.t1										Cre10.g438200.t1.2	g10794.t1,Cre10.g438200.t1.1	
38249123	Cz06g13310	Cz06g13310.t1	Cz06g13310.t1										Cre10.g438200.t1.2	g10794.t1,Cre10.g438200.t1.1	
38248772	Cz06g14010	Cz06g14010.t1	Cz06g14010.t1	PF00076	PTHR11071,PTHR11071:SF274	KOG0114	5.2.1.8	K09564	GO:0003676,GO:0006457,GO:0003755	AT1G13690.1	ATE1	ATPase E1	Cre06.g288750.t1.2	g6701.t1,Cre06.g288750.t1.1,CBP20	Nuclear RNA cap-binding protein
38249126	Cz06g14020	Cz06g14020.t1	Cz06g14020.t1	PF13424,PF00415	PTHR22870					AT5G63860.1	UVR8	Regulator of chromosome condensation (RCC1) family protein	Cre10.g440550.t1.1	g10843.t1	
38249078	Cz06g14030	Cz06g14030.t1	Cz06g14030.t1	PF02801,PF00109	PTHR11712,PTHR11712:SF273		2.3.1.41	K09458		AT2G04540.1		Beta-ketoacyl synthase	Cre10.g438050.t1.1	g10791.t1,KAS3	
38248818	Cz06g14040	Cz06g14040.t1	Cz06g14040.t1	PF13242	PTHR19288,PTHR19288:SF33		3.1.3.18			AT5G47760.1	ATPGLP2,ATPK5,PGLP2	2-phosphoglycolate phosphatase 2	Cre03.g168700.t1.2	g3472.t1,Cre03.g168700.t1.1,PGP1	Phosphoglycolate phosphatase/4-nitrophenylphosphatase
38249343	Cz06g14050	Cz06g14050.t1	Cz06g14050.t1		PTHR31394,PTHR31394:SF1					AT5G52980.1			Cre10.g438750.t1.2	g10806.t1,Cre10.g438750.t1.1	
38249430	Cz06g14060	Cz06g14060.t1	Cz06g14060.t1	PF04488	PTHR31834		2.4.1.232						Cre02.g116150.t1.1	g2404.t1	
38249356	Cz06g14070	Cz06g14070.t1	Cz06g14070.t1												
38249163	Cz06g14080	Cz06g14080.t1	Cz06g14080.t1	PF09273,PF00856	PTHR13271		2.1.1.127		GO:0005515	AT1G14030.1		Rubisco methyltransferase family protein	Cre16.g649700.t1.1	g15720.t1	
38248731	Cz06g14090	Cz06g14090.t1	Cz06g14090.t1												
38248701	Cz06g14100	Cz06g14100.t1	Cz06g14100.t1	PF04003,PF00400	PTHR19853,PTHR19853:SF0			K14556	GO:0005515	AT3G21540.1		transducin family protein / WD-40 repeat family protein	Cre10.g438700.t1.1	g10805.t1	
38248605	Cz06g14110	Cz06g14110.t1	Cz06g14110.t1	PF08231,PF00160	PTHR11071	KOG0865	5.2.1.8		GO:0006457,GO:0003755,GO:0000413	AT2G21130.1		Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein	Cre01.g037400.t1.1	g838.t1,CYN3	Peptidyl-prolyl cis-trans isomerase, cyclophilin-type, possible splicing factor
38249122	Cz06g14120	Cz06g14120.t1	Cz06g14120.t1	PF00069	PTHR24056,PTHR24056:SF171	KOG0659	2.7.11.22	K08817	GO:0006468,GO:0005524,GO:0004672	AT1G18040.1	AT;CDCKD;3,CAK2AT,CDKD1;3	cyclin-dependent kinase D1;3	Cre12.g494500.t1.2	g12058.t1,Cre12.g494500.t1.1,LF2	Cyclin dependent kinase and long flagellar mutant protein
38249357	Cz06g14130	Cz06g14130.t1	Cz06g14130.t1												
38249161	Cz06g14140	Cz06g14140.t1	Cz06g14140.t1										Cre08.g362800.t1.2	g8497.t1,Cre08.g362800.t1.1	
38249368	Cz06g14150	Cz06g14150.t1	Cz06g14150.t1	PF00350	PTHR11216,PTHR11216:SF1		3.6.5.5			AT3G20290.1	ATEHD1,EHD1	EPS15 homology domain 1	Cre12.g557250.t1.2	g13384.t1,Cre12.g557250.t1.1	
38248621	Cz06g14160	Cz06g14160.t1	Cz06g14160.t1												
38249297	Cz06g14170	Cz06g14170.t1	Cz06g14170.t1	PF01925	PTHR14255,PTHR14255:SF3				GO:0016021	AT2G36630.1		Sulfite exporter TauE/SafE family protein	Cre14.g627350.t1.1	g15106.t1,XYI3	
38249089	Cz06g14180	Cz06g14180.t1	Cz06g14180.t1												
38248854	Cz06g14190	Cz06g14190.t1	Cz06g14190.t1	PF00076	PTHR24012,PTHR24012:SF359	KOG0145,KOG0144			GO:0003676	AT1G03457.2		RNA-binding (RRM/RBD/RNP motifs) family protein	Cre03.g162750.t1.2	g3336.t1,Cre03.g162750.t1.1	
38249070	Cz06g14200	Cz06g14200.t1	Cz06g14200.t1												
38249211	Cz06g14210	Cz06g14210.t1	Cz06g14210.t1	PF00400					GO:0005515	AT1G19750.1		Transducin/WD40 repeat-like superfamily protein	Cre01.g032139.t1.2	g727.t1,Cre01.g032139.t1.1	
38248766	Cz06g14220	Cz06g14220.t1	Cz06g14220.t1	PF00400	PTHR22850,PTHR22850:SF2	KOG0645		K10570	GO:0005515	AT1G27840.2	ATCSA-1	Transducin/WD40 repeat-like superfamily protein	Cre01.g032100.t1.1	g726.t1	
38249344	Cz06g14230	Cz06g14230.t1	Cz06g14230.t1	PF04152	PTHR10139				GO:0030145,GO:0006302,GO:0005634,GO:0004519,GO:0006259,GO:0004527	AT5G54260.1	ATMRE11,MRE11	DNA repair and meiosis protein (Mre11)	Cre12.g556911.t1.1	g13391.t1	
38248810	Cz06g14240	Cz06g14240.t1	Cz06g14240.t1	PF00149	PTHR10139,PTHR10139:SF1			K10865	GO:0016787,GO:0006259,GO:0004527	AT5G54260.1	ATMRE11,MRE11	DNA repair and meiosis protein (Mre11)	Cre12.g556911.t1.1	g13391.t1	
38249385	Cz06g14250	Cz06g14250.t1	Cz06g14250.t1	PF13578	PTHR10509,PTHR10509:SF27	KOG1663	2.1.1.6		GO:0008171	AT3G62000.2		S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	Cre01.g040300.t1.2	g899.t1,Cre01.g040300.t1.1	
38248972	Cz06g14260	Cz06g14260.t1	Cz06g14260.t1	PF00300	PTHR23029,PTHR23029:SF17	KOG0235	3.1.3.63	K15637		AT5G22620.2		phosphoglycerate/bisphosphoglycerate mutase family protein	Cre05.g232550.t1.2	g5123.t1,Cre05.g232550.t1.1,PGM4	Phosphoglycerate mutase
38249256	Cz06g14270	Cz06g14270.t1	Cz06g14270.t1		PTHR12581	KOG2874		K06961		AT5G08420.1		RNA-binding KH domain-containing protein	Cre12.g508200.t1.2	g12392.t1,Cre12.g508200.t1.1	
38249276	Cz06g14280	Cz06g14280.t1	Cz06g14280.t1	PF00097,PF00271,PF00176	PTHR10799,PTHR10799:SF777	KOG1001			GO:0046872,GO:0005524	AT1G50410.1		SNF2 domain-containing protein / helicase domain-containing protein / zinc finger protein-related	Cre01.g046237.t1.1	g1034.t2	
38249146	Cz06g15010	Cz06g15010.t1	Cz06g15010.t1	PF15011						AT5G43822.1		Pentatricopeptide repeat (PPR) superfamily protein	Cre12.g556200.t1.1	g13408.t1	
38249275	Cz06g15020	Cz06g15020.t1	Cz06g15020.t1	PF00012	PTHR19375,PTHR19375:SF232			K03283		AT3G12580.1	ATHSP70,HSP70	heat shock protein 70	Cre08.g372100.t1.2	g8716.t1,Cre08.g372100.t1.1	Heat shock protein 70A
38248599	Cz06g15030	Cz06g15030.t1	Cz06g15030.t1												
38249317	Cz06g15040	Cz06g15040.t1	Cz06g15040.t1												
38248590	Cz06g15050	Cz06g15050.t1	Cz06g15050.t1												
38248934	Cz06g15060	Cz06g15060.t1	Cz06g15060.t1	PF02984,PF00134	PTHR10026,PTHR10026:SF51	KOG0834		K15188	GO:0005634,GO:0019901,GO:0006355,GO:0000079	AT5G45190.1		Cyclin family protein	Cre14.g613900.t1.2	g14792.t1,Cre14.g613900.t1.1,CYCT1	T-type cyclin
38248724	Cz06g15070	Cz06g15070.t1	Cz06g15070.t1	PF01096	PTHR11239,PTHR11239:SF14	KOG2907	2.7.7.6	K03000	GO:0008270,GO:0006351,GO:0003676	AT3G25940.1		TFIIB zinc-binding protein	Cre01.g018000.t1.1	g424.t1	DNA-directed RNA polymerase I subunit
38248905	Cz06g15080	Cz06g15080.t1	Cz06g15080.t1												
38249116	Cz06g15090	Cz06g15090.t1	Cz06g15090.t1	PF00227	PTHR11599,PTHR11599:SF14		3.4.25.1	K02729	GO:0051603,GO:0005839,GO:0004298	AT1G53850.2	ATPAE1,PAE1	20S proteasome alpha subunit E1	Cre17.g724350.t1.2	g17519.t1,Cre17.g724350.t1.1,POA5	20S proteasome alpha subunit E
38249398	Cz06g15100	Cz06g15100.t1	Cz06g15100.t1		PTHR12176,PTHR12176:SF19					AT5G44600.1		S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	Cre07.g313600.t1.2	g7258.t1,Cre07.g313600.t1.1	S-adenosyl-L-methionine-dependent methyltransferase
38248668	Cz06g15110	Cz06g15110.t1	Cz06g15110.t1	PF13245	PTHR10887		3.6.4.13,3.6.4.12	K14326		AT2G03270.1		DNA-binding protein, putative	Cre01.g040379.t1.2	g901.t1,Cre01.g040379.t1.1	
38249267	Cz06g15120	Cz06g15120.t1	Cz06g15120.t1	PF07019	PTHR20994,PTHR20994:SF0	KOG4455			GO:0072546,GO:0016021,GO:0005783	AT5G49540.1		Rab5-interacting family protein	Cre14.g614250.t1.2	g14801.t1,Cre14.g614250.t1.1	
38249373	Cz06g15130	Cz06g15130.t1	Cz06g15130.t1	PF00571,PF00478	PTHR11911,PTHR11911:SF6		1.1.1.205	K00088	GO:0055114,GO:0003824,GO:0006164,GO:0003938	AT1G79470.1		Aldolase-type TIM barrel family protein	Cre14.g614300.t1.2	g14802.t1,Cre14.g614300.t1.1	
38248853	Cz06g15140	Cz06g15140.t1	Cz06g15140.t1	PF11338	PTHR40630										
38249425	Cz06g15150	Cz06g15150.t1	Cz06g15150.t1	PF12697	PTHR10992,PTHR10992:SF351	KOG1454				AT5G19850.1		alpha/beta-Hydrolases superfamily protein	Cre12.g558550.t1.2	g13357.t1,Cre12.g558550.t1.1	
38249319	Cz06g15160	Cz06g15160.t1	Cz06g15160.t1	PF08409	PTHR23083,PTHR23083:SF442								Cre01.g031800.t1.1	g719.t1	
38249288	Cz06g15170	Cz06g15170.t1	Cz06g15170.t1	PF03835	PTHR12135				GO:0006289,GO:0005634,GO:0003684	AT5G16630.2	ATRAD4,RAD4	DNA repair protein Rad4 family	Cre12.g557400.t1.2	g13381.t1,Cre12.g557400.t1.1	
38249095	Cz06g15180	Cz06g15180.t1	Cz06g15180.t1	PF10403,PF10404,PF10405	PTHR12135,PTHR12135:SF0			K10838	GO:0003677,GO:0006289,GO:0005634,GO:0003684	AT5G16630.2	ATRAD4,RAD4	DNA repair protein Rad4 family	Cre12.g557400.t1.2	g13381.t1,Cre12.g557400.t1.1	
38248713	Cz06g15190	Cz06g15190.t1	Cz06g15190.t1												
38249137	Cz06g15200	Cz06g15200.t1	Cz06g15200.t1							AT5G17520.1	MEX1,RCP1	root cap 1 (RCP1)			
38248502	Cz06g15210	Cz06g15210.t1	Cz06g15210.t1	PF10497											
38248764	Cz06g15220	Cz06g15220.t1	Cz06g15220.t1												
